 31   32   37   30   34   34   42   40   32   36   39   35   32   34  
 38   28   46   35   30   28   35   33   29   26   48   39   35   38  
 35   27   41   37   39   38   33   32   24   30   40   35   36   41  
 34   33   32   45   23   34   35   28   40   29   34   42   29   50  
 42   32   38   25   33   42   37   25   30   40   29   41   36   38  
 35   25   40   24   31   40   37   40   35   39   33   36   41   32  
 40   32   42   30   40   31   29   35   42   36   30   38   33   30  
 24   47   36   34   25   43   40   30   31   42   34   41   32   29  
 35   35   45   34   25   35   36   40   36   35   27   33   32   40  
 28   38   27   39   41   36   45   36   32   37   22   40   31   36  
 35   30   33   33   29   36   37   42   35   37   34   39   36   32  
 22   28   33   34   38   45   42   43   30   36   38   31   32   36  
 41   37   36   40   36   33   36   32   26   43   33   19   36   40  
 37   25   37   37   35   30   41   42   29   35   39   38   32   31  
 35   39   33   37   31   35   39   27   37   30   34   36   40   35  
 28   35   36   45   32   32   35   36   30   36   37   34   37   35  
 42   34   31   33   33   27   34   29   34   33   41   41   35   41  
 42   34   32   32   39   46   32   32   30   37   29   36   40   27  
 32   37   35   38   28   44   34   40   29   33   40   25   36   37  
 38   24   42   40   45   29   31   37   35   23   42   32   39   31  
 33   35   47   31   43   19   38   44   36   28   31   39   30   34  
 35   42   35   30   33   42   35   33   27   36   46   29   33   32  
 48   34   34   34   28   33   30   40   28   45   33   30   39   32  
 26   28   43   41   31   33   28   41   45   35   33   32   31   41  
 39   39   31   34   35   32   43   34   35   30   36   30   30   40  
 32   34   33   24   34   33   31   33   43   47   47   34   28   35  
 41   33   44   32   45   38   38   23   28   26   38   37   42   23  
 28   32   43   30   37   36   28   35   41   33   36   32   42   35  
 32   40   28   34   32   39   38   38   29   24   38   34   46   36  
 33   22   30   34   43   48   43   38   39   32   33   40   30   23  
 40   39   41   38   29   33   34   31   38   31   25   29   36   44  
 42   26   48   37   32   36   25   47   34   24   37   42   23   35  
 34   38   30   41   33   26   38   38   33   40   46   27   26   38  
 40   33   30   39   39   39   38   35   29   27   33   41   32   33  
 38   30   30   32   29   27   48   25   43   30   33   44   35   44  
 38   31   47   27   30   32   35   32   30   33   48   37   28   40  
 39   29   18   36   34   41   39   27   34   30   34   38   42   47  
