 44   36   32   32   38   40   41   40   27   31   29   33   31   34  
 31   28   35   42   32   31   31   37   35   29   44   39   43   31  
 32   36   35   31   31   39   42   38   37   42   35   25   39   26  
 42   31   32   32   29   35   38   34   36   31   38   45   29   36  
 31   31   35   32   38   35   39   43   25   34   45   35   29   36  
 45   32   36   29   33   38   27   35   43   37   34   28   31   40  
 37   26   31   43   33   29   45   27   38   34   33   30   37   45  
 26   45   34   31   25   36   34   33   39   44   36   32   33   40  
 25   45   34   35   21   37   37   43   46   33   42   28   32   30  
 28   41   28   38   33   39   42   31   30   44   30   35   39   30  
 34   39   31   37   33   40   37   42   27   40   26   39   23   40  
 22   36   31   34   43   41   31   36   42   34   31   37   39   31  
 41   44   31   34   40   37   25   37   29   31   30   27   40   42  
 30   37   42   34   33   37   33   33   38   39   28   35   34   35  
 37   35   37   31   25   38   39   26   46   29   34   37   35   39  
 35   31   38   36   43   32   37   30   33   31   44   33   27   38  
 41   42   35   31   35   27   40   33   35   32   29   27   42   39  
 39   41   29   30   28   34   31   44   30   40   28   41   40   33  
 27   46   42   25   29   27   34   33   36   39   35   41   35   39  
 34   33   32   43   38   37   31   35   31   39   52   28   20   35  
 37   28   36   30   33   40   37   36   37   35   36   35   38   30  
 29   31   31   40   34   38   38   39   44   34   35   37   28   30  
 36   37   27   22   42   38   40   37   37   26   37   34   28   47  
 39   41   29   36   32   25   40   30   28   47   33   33   34   41  
 38   27   49   28   42   28   34   35   31   35   33   31   36   41  
 28   32   37   31   31   34   35   42   40   27   32   27   46   46  
 36   32   37   32   38   35   29   38   29   33   37   30   36   46  
 31   32   36   35   35   29   40   35   32   35   34   37   40   37  
 35   29   38   32   30   40   30   34   34   39   38   36   40   33  
 33   34   33   33   39   24   36   42   42   35   51   26   27   33  
 38   35   37   31   33   32   36   35   34   37   35   38   31   36  
 38   33   37   32   38   34   35   29   35   36   28   37   35   41  
 34   44   29   41   36   37   31   34   42   29   29   33   31   38  
 31   48   47   36   34   24   26   34   34   30   50   44   22   28  
 46   34   27   32   23   35   31   44   32   38   25   30   50   41  
 37   24   33   31   45   43   31   35   41   30   36   37   38   27  
 28   26   38   44   37   36   28   30   34   32   39   45   35   36  
 29   29   42   21   42   47   31   40   43   37   28   25   34   40  
 34   42   26   35   32   32   40   29   39   42   37   37   33   30  
 29   38   35   24   34   38   31   30   39   30   37   44   46   33  
 36   41   39   34   31   35   46   36   38   22   26   34   30   40  
 32   39   34   29   23   37   35   39   27   39   28   44   37   45  
 35   29   33   26   43   37   40   35   38   37   30   34   31   40  
 37   32   36   38   36   37   29   36   33   32   45   26   33   38  
 27   42   35   41   32   37   35   34   38   36   38   37   33   23  
 39   39   32   30   35   43   25   31   26   39   22   41   50   36  
 35   31   25   35   35   31   43   29   38   43   29   41   41   32  
 28   30   45   32   36   35   42   32   38   26   41   31   31   41  
 36   34   31   28   35   35   36   39   29   45   29   37   36   38  
 29   40   40   37   32   37   42   40   32   35   31   31   26   36  
 26   38   29   37   30   37   36   48   32   38   35   40   31   31  
 40   34   39   27   33   31   36   34   40   33   46   35   25   35  
 43   42   38   32   39   35   36   30   36   33   37   28   28   31  
 48   31   42   31   38   40   38   21   35   21   26   37   41   39  
 29   30   39   38   35   42   32   44   33   28   39   31   35   33  
 41   32   35   27   28   34   43   46   36   28   46   26   26   40  
 47   32   43   35   33   30   38   34   38   31   34   25   34   34  
 27   27   37   24   37   38   40   41   41   36   36   29   35   40  
 37   36   29   33   29   41   36   33   37   29   38   38   29   43  
 34   32   41   41   31   32   30   32   38   34   31   45   28   39  
 40   38   32   33   38   32   25   42   31   36   37   33   35   36  
 23   38   31   45   28   36   35   42   44   30   46   25   27   38  
 34   27   26   33   37   39   29   41   32   25   42   36   42   45  
 34   34   39   40   29   36   39   40   25   38   40   31   34   29  
 40   39   35   44   25   30   28   38   33   31   35   34   36   40  
 27   39   36   31   30   42   33   46   33   41   28   34   31   37  
 32   27   43   39   33   32   36   35   25   38   39   41   28   40  
 30   39   38   36   25   39   30   32   40   32   42   40   31   34  
 27   34   33   38   32   34   28   32   35   36   41   33   27   58  
 41   38   40   31   33   36   38   33   32   33   32   32   33   36  
 33   34   32   35   27   36   37   33   38   35   35   45   30   38  
 32   26   42   36   40   31   38   33   33   31   34   42   39   31  
 38   29   34   37   26   47   26   40   32   38   38   34   40   29  
 28   29   25   38   35   39   39   28   48   42   43   31   29   34  
 41   36   19   31   40   35   36   41   44   21   45   38   32   29  
 28   30   43   20   29   30   32   33   34   46   41   39   45   38  
 41   35   28   45   38   44   35   31   32   34   41   29   27   28  
 36   36   36   40   37   34   36   33   34   30   30   28   43   35  
 38   33   26   39   36   37   29   25   36   32   33   40   46   38  
 31   44   35   36   33   30   31   31   40   44   37   30   31   35  
 32   35   44   34   36   36   28   38   32   36   32   32   42   31  
 32   34   32   30   35   36   28   46   45   33   25   32   37   43  
 35   27   29   35   27   36   40   50   32   32   37   22   46   40  
 32   41   42   34   40   42   45   23   45   30   29   30   20   35  
 33   33   39   34   37   31   37   32   48   47   22   30   33   32  
 39   24   37   45   37   28   38   37   36   38   27   36   30   36  
 25   38   36   42   38   30   29   43   34   37   40   42   29   25  
 35   34   36   54   38   39   32   35   19   28   27   40   32   39  
 33   39   29   41   35   45   30   29   42   23   39   32   34   37  
 31   38   37   39   38   42   35   31   37   39   33   31   31   26  
 39   32   28   39   37   46   38   31   31   26   37   37   41   26  
 35   34   23   33   40   47   43   36   35   37   33   32   32   28  
 27   42   42   33   26   31   26   33   38   45   36   39   36   34  
 30   31   42   24   47   24   30   36   38   29   37   36   37   47  
 34   28   23   38   32   41   33   45   35   43   29   32   41   34  
 34   39   36   32   34   38   31   38   43   42   28   28   28   37  
 38   28   27   38   34   45   41   42   34   25   32   47   25   32  
 28   36   25   34   39   36   34   28   42   34   33   39   39   41  
 41   39   41   32   31   34   36   35   34   28   36   39   32   30  
 31   37   37   32   44   40   31   39   32   45   28   37   21   34  
 30   26   31   41   29   32   32   29   40   31   40   38   52   37  
 26   39   41   35   28   33   33   37   37   26   40   33   34   46  
 32   36   29   35   40   39   29   28   31   34   36   37   41   41  
 36   38   30   26   43   35   47   35   36   25   43   33   31   30  
 34   36   36   34   37   26   30   38   40   34   34   32   36   41  
 40   38   37   32   39   32   39   33   27   31   38   43   32   27  
 37   38   40   30   33   25   38   35   33   41   33   33   37   35  
 36   33   36   34   29   28   43   42   35   32   25   41   40   34  
 31   36   37   52   34   21   47   41   40   29   25   25   34   36  
 42   36   29   34   39   37   40   30   35   32   22   33   43   36  
 36   51   41   28   32   30   40   30   33   38   27   36   34   32  
 24   36   38   33   20   42   34   28   50   36   42   31   29   45  
 28   25   40   34   38   42   43   32   32   23   41   34   35   41  
 27   41   42   34   41   39   31   33   23   35   33   33   37   39  
 29   28   38   30   34   28   31   37   31   45   56   40   30   31  
 29   37   45   37   25   33   40   40   43   31   38   31   35   24  
 21   37   32   44   40   39   45   27   43   34   32   25   27   42  
 27   32   28   34   38   34   37   39   45   39   48   29   40   18  
 32   40   44   31   31   37   33   34   39   36   24   39   36   32  
 39   42   32   33   33   29   37   25   50   36   32   28   27   45  
 45   35   39   28   35   34   30   37   29   38   34   38   40   26  
 27   29   33   37   42   42   28   38   35   24   39   36   39   39  
 39   44   25   36   32   32   40   28   33   39   35   36   36   33  
 37   35   34   35   29   37   36   33   40   40   24   39   31   38  
 32   35   41   31   26   35   35   39   37   38   37   32   38   32  
 39   38   38   37   27   37   34   36   28   38   26   33   44   33  
 27   40   34   35   41   30   41   39   31   32   37   37   34   30  
 40   40   41   36   25   38   35   30   32   49   32   28   30   32  
 35   26   34   35   32   38   34   39   31   38   31   35   39   41  
 29   30   41   34   32   45   38   41   44   23   26   36   33   36  
 30   36   21   36   35   45   39   37   42   33   30   36   33   35  
 38   34   26   29   45   39   44   41   31   32   21   39   30   39  
 42   29   35   43   29   43   38   42   31   44   33   30   29   20  
 33   36   47   33   30   42   28   30   42   31   32   47   26   31  
 35   29   41   31   42   29   37   34   39   28   39   30   46   28  
 34   41   27   32   32   33   36   41   31   38   34   38   36   35  
 25   30   30   31   47   41   30   41   34   41   35   34   29   40  
 36   39   27   30   26   31   31   46   37   36   42   29   37   41  
 38   43   31   31   27   25   40   24   39   33   42   33   39   43  
 36   25   31   30   35   43   35   35   34   45   37   34   26   42  
 47   35   38   39   34   37   48   27   30   28   24   27   37   37  
 46   35   43   33   33   31   31   40   36   33   32   30   35   30  
 38   51   32   35   28   28   37   25   31   44   34   29   33   43  
 27   37   44   40   36   37   44   36   24   28   41   22   38   34  
 36   31   39   45   35   37   47   24   29   35   30   33   36   31  
 45   43   34   33   37   31   39   32   30   28   29   49   30   28  
 33   38   37   45   36   33   36   39   31   35   23   25   33   44  
 40   26   47   32   34   35   28   35   29   37   35   34   35   41  
 47   32   30   27   53   34   40   51   33   34   29   27   24   27  
 35   30   34   29   39   33   35   38   28   33   40   40   39   35  
 36   30   42   35   27   41   30   30   40   36   31   33   42   35  
 50   30   38   32   43   30   28   44   30   25   38   36   31   33  
 39   32   26   27   41   40   35   38   38   40   31   31   30   40  
 42   40   41   34   36   36   44   29   34   37   30   30   23   32  
 38   31   29   35   35   38   37   42   45   35   32   35   26   30  
 41   38   36   40   21   36   36   36   40   42   33   29   23   37  
 48   22   36   39   42   44   34   32   29   30   40   27   33   32  
 32   36   24   37   39   39   37   32   37   36   39   30   35   35  
 27   31   29   37   39   38   39   26   36   33   36   41   40   36  
 39   33   33   38   37   33   38   33   28   34   38   37   31   36  
 26   33   33   34   39   38   42   35   34   26   37   29   45   37  
 42   29   39   32   40   44   34   42   29   27   32   30   28   40  
 33   31   33   36   33   30   43   44   35   27   32   48   34   29  
 35   32   35   33   27   29   40   35   35   30   47   35   42   33  
 27   34   31   37   32   25   31   44   33   39   31   35   48   41  
