Experience,Date,Band,Source,"ICRF3 Cat.","Flux (Jy)","Structure index",Compactness,"Map Quality"
RDV10,1998-08-10,X-band,1611+343,ND,3.75,3.09,0.54,
RDV80,2010-08-04,X-band,1334-127,D,3.67,3.07,0.65,6418.55
RDV26,2001-03-12,X-band,1611+343,ND,3.6,3.35,0.51,1701.77
RDV57,2006-07-11,X-band,1611+343,ND,3.56,3.65,0.4,
BR945,1994-07-08,X-band,1611+343,ND,3.53,3.17,0.52,
RDV65,2007-08-01,X-band,1611+343,ND,3.51,3.2,0.44,
RDV4,1997-07-24,X-band,1611+343,ND,3.5,3.07,0.57,
RDV31,2002-01-16,X-band,1611+343,ND,3.49,3.3,0.41,
RDV62,2007-03-27,X-band,1611+343,ND,3.35,3.08,0.53,1829.35
RDV2,1997-03-31,X-band,1611+343,ND,3.33,3.18,0.54,
RDV6,1997-12-17,X-band,1424-418,D,3.23,2.53,0.79,
RV116,2016-02-09,X-band,1418+546,D,3.22,1.89,0.79,3749.74
RDV45,2004-07-14,X-band,1424-418,D,3.16,2.38,0.84,
RDV12,1998-12-21,X-band,1424-418,D,3.14,2.51,0.74,
RDV3,1997-05-19,X-band,1611+343,ND,3.09,3.12,0.56,
RDV59,2006-09-13,X-band,1334-127,D,3.06,1.92,0.59,
RDV9,1998-06-24,X-band,1424-418,D,2.97,2.46,0.69,
RDV66,2007-12-05,X-band,1611+343,ND,2.96,3.38,0.46,2040.69
RDV59,2006-09-13,X-band,1611+343,ND,2.94,2.77,0.55,
RDV71,2008-09-03,X-band,1611+343,ND,2.93,3.12,0.41,
RV120,2016-11-30,X-band,1334-127,D,2.9,3.07,0.49,3491.87
RDV8,1998-04-15,X-band,1424-418,D,2.9,2.2,0.76,
RDV4,1997-07-24,X-band,1424-418,D,2.89,2.42,0.83,
RDV1,1997-01-30,X-band,1611+343,ND,2.83,3.09,0.59,
RDV12,1998-12-21,X-band,1334-127,D,2.82,1.95,0.91,
RV110,2015-03-25,X-band,1424-418,D,2.82,2.01,0.81,1999.42
RDV84,2010-12-07,X-band,1334-127,D,2.81,2.76,0.6,2559.29
RDV67,2008-01-23,X-band,1611+343,ND,2.81,3.46,0.36,
RDV6,1997-12-17,X-band,1334-127,D,2.8,2.34,0.78,
RDV94,2012-08-22,X-band,1424-418,D,2.76,1.95,0.95,6287.43
RV112,2015-07-15,X-band,1424-418,D,2.73,2.91,0.53,3105.77
BL122B,2005-08-26,X-band,1548+056,ND,2.7,3.17,0.37,
RDV9,1998-06-24,X-band,1334-127,D,2.68,2.53,0.81,
RDV10,1998-08-10,X-band,1334-127,D,2.66,2.53,0.76,
RDV10,1998-08-10,X-band,1424-418,D,2.6,2.54,0.78,
RDV31,2002-01-16,X-band,1606+106,D,2.57,1.95,0.78,
RDV42,2003-12-17,X-band,1424-418,D,2.56,2.45,0.74,2860.75
RDV61,2007-01-24,X-band,1611+343,ND,2.55,3.13,0.63,
RDV2,1997-03-31,X-band,1424-418,D,2.53,2.69,0.81,
RDV3,1997-05-19,X-band,1424-418,D,2.5,1.86,0.92,
RDV57,2006-07-11,X-band,1334-127,D,2.47,3.77,0.5,
RDV7,1998-02-09,X-band,1334-127,D,2.43,2.81,0.71,
RDV88,2011-08-02,X-band,1334-127,D,2.43,2.71,0.74,2428.68
RDV71,2008-09-03,X-band,1510-089,D,2.37,1.29,0.86,
RDV8,1998-04-15,X-band,1334-127,D,2.31,2.61,0.7,
BR9525,1995-04-12,X-band,1510-089,D,2.27,3.34,0.51,
RDV69,2008-05-14,X-band,1546+027,ND,2.18,2.8,0.56,
B9725B,1997-01-11,X-band,1548+056,ND,2.15,2.64,0.83,
RDV2,1997-03-31,X-band,1451-375,ND,2.12,2.6,0.83,
RDV26,2001-03-12,X-band,1606+106,D,2.1,2.09,0.77,2713.02
BL115C,2004-02-15,X-band,1546+027,ND,2.07,2.45,0.78,
RDV1,1997-01-30,X-band,1451-375,ND,1.99,1.72,0.85,
RDV94,2012-08-22,X-band,1548+056,ND,1.97,3.51,0.3,1033.7
RDV62,2007-03-27,X-band,1606+106,D,1.97,2.29,0.69,2706.17
RDV96,2012-12-05,X-band,1548+056,ND,1.91,3.77,0.24,1030.83
RDV64,2007-07-10,X-band,1424-418,D,1.9,2.45,0.73,2863.64
RDV90,2011-12-20,X-band,1424-418,D,1.9,3.03,0.78,1911.85
RDV45,2004-07-14,X-band,1519-273,D,1.87,1.41,0.8,
RDV3,1997-05-19,X-band,1451-375,ND,1.82,2.63,0.53,
BR945,1994-07-08,X-band,1502+106,D,1.82,2.75,0.54,
BL115C,2004-02-15,X-band,1502+106,D,1.81,2.53,0.56,
RDV98,2013-04-10,X-band,1548+056,ND,1.75,4.21,0.25,697.92
RDV4,1997-07-24,X-band,1451-375,ND,1.74,3.83,0.26,
BR9525,1995-04-12,X-band,1458+718,ND,1.74,3.38,0.45,
RV122,2017-04-25,X-band,1418+546,D,1.73,3.26,0.43,1980.11
RDV88,2011-08-02,X-band,1546+027,ND,1.73,3.42,0.53,2011.73
RDV42,2003-12-17,X-band,1606+106,D,1.71,2.9,0.56,1536
RDV67,2008-01-23,X-band,1510-089,D,1.68,1.92,0.68,
RDV86,2011-04-05,X-band,1546+027,ND,1.65,3.32,0.4,1954.4
RDV26,2001-03-12,X-band,1451-375,ND,1.63,2.73,0.42,5971.18
RDV90,2011-12-20,X-band,1546+027,ND,1.63,3.04,0.57,1438.78
RDV62,2007-03-27,X-band,1519-273,D,1.61,1.89,0.85,3615.74
RDV42,2003-12-17,X-band,1458+718,ND,1.57,3.86,0.26,748.83
RDV12,1998-12-21,X-band,1519-273,D,1.57,0.91,0.85,
RDV6,1997-12-17,X-band,1606+106,D,1.57,1.89,0.72,
RDV31,2002-01-16,X-band,1451-375,ND,1.55,2.27,0.46,
RDV5,1997-09-08,X-band,1606+106,D,1.53,2.16,0.62,
RDV67,2008-01-23,X-band,1424-418,D,1.52,2.99,0.58,
RDV63,2007-06-26,X-band,1424-418,D,1.48,1.56,0.82,
BL115C,2004-02-15,X-band,1606+106,D,1.47,3.03,0.61,
RDV64,2007-07-10,X-band,1606+106,D,1.47,2.77,0.63,2075.99
RDV70,2008-07-09,X-band,1354+195,ND,1.44,3.33,0.55,2552.44
RV120,2016-11-30,X-band,1511-100,ND,1.44,2.29,0.73,2739.58
RDV61,2007-01-24,X-band,1606+106,D,1.44,2.46,0.69,
RDV63,2007-06-26,X-band,1606+106,D,1.44,2.43,0.69,
RDV59,2006-09-13,X-band,1424-418,D,1.43,1.76,0.7,
RDV64,2007-07-10,X-band,1519-273,D,1.42,2.16,0.89,3641.79
RV116,2016-02-09,X-band,1519-273,D,1.42,2.45,0.74,3256.24
RDV4,1997-07-24,X-band,1606+106,D,1.41,2.23,0.64,
RDV84,2010-12-07,X-band,1424-418,D,1.4,2.86,0.62,3032.42
RDV6,1997-12-17,X-band,1451-375,ND,1.4,3.75,0.23,
RDV66,2007-12-05,X-band,1424-418,D,1.34,2.64,0.74,3171.49
RDV2,1997-03-31,X-band,1606+106,D,1.34,2.46,0.68,
RDV8,1998-04-15,X-band,1451-375,ND,1.33,3.82,0.29,
RV114,2015-12-02,X-band,1519-273,D,1.33,2.48,0.68,2828.53
RDV69,2008-05-14,X-band,1606+106,D,1.32,2.84,0.61,
RDV65,2007-08-01,X-band,1606+106,D,1.32,2.54,0.71,
RDV20,2000-03-13,X-band,1606+106,D,1.31,2.29,0.62,2316.7
RDV80,2010-08-04,X-band,1424-418,D,1.3,3.05,0.59,2194.45
RV112,2015-07-15,X-band,1546+027,ND,1.3,2.78,0.78,2065.54
RDV7,1998-02-09,X-band,1606+106,D,1.3,2.29,0.59,
RDV26,2001-03-12,X-band,1546+027,ND,1.29,3.05,0.65,1589.89
RDV78,2009-12-02,X-band,1502+106,D,1.28,2.81,0.66,1136.72
RDV3,1997-05-19,X-band,1606+106,D,1.28,2.27,0.67,
RDV7,1998-02-09,X-band,1451-375,ND,1.27,2.65,0.52,
RDV63,2007-06-26,X-band,1519-273,D,1.27,0,0.9,
RDV71,2008-09-03,X-band,1606+106,D,1.27,2.42,0.68,
RDV10,1998-08-10,X-band,1510-089,D,1.26,3.46,0.69,
RDV68,2008-04-02,X-band,1606+106,D,1.26,2.68,0.64,2067.34
RDV12,1998-12-21,X-band,1606+106,D,1.25,2.54,0.64,
RDV20,2000-03-13,X-band,1451-375,ND,1.24,2.75,0.77,2487.78
RDV26,2001-03-12,X-band,1406-076,D,1.22,2.11,0.82,2741.08
RV104,2014-04-01,X-band,1519-273,D,1.22,2.16,0.85,2691.07
BR9525,1995-04-12,X-band,1546+027,ND,1.22,2.34,0.74,
RDV45,2004-07-14,X-band,1606+106,D,1.21,3.27,0.52,
RDV1,1997-01-30,X-band,1606+106,D,1.19,2.36,0.7,
RDV69,2008-05-14,X-band,1519-273,D,1.18,1.56,0.85,
RDV65,2007-08-01,X-band,1424-418,D,1.16,2.2,0.86,
RDV74,2009-04-21,X-band,1424-418,D,1.15,3.24,0.47,1308.52
RDV51,2005-06-29,X-band,1606+106,D,1.15,3.03,0.58,2949.62
RDV74,2009-04-21,X-band,1514+197,D,1.14,1.72,0.89,4457.69
RV100,2013-07-24,X-band,1451-375,ND,1.13,3.37,0.58,1660.03
RDV71,2008-09-03,X-band,1519-273,D,1.13,1.23,0.73,
RDV71,2008-09-03,X-band,1424-418,D,1.12,2.43,0.6,
RDV68,2008-04-02,X-band,1519-273,D,1.12,2.4,0.76,2538.37
RDV75,2009-05-13,X-band,1451-375,ND,1.1,2.93,0.54,
RDV66,2007-12-05,X-band,1519-273,D,1.1,2.2,0.86,3268.52
RDV10,1998-08-10,X-band,1451-375,ND,1.08,3.8,0.48,
RDV68,2008-04-02,X-band,1451-375,ND,1.08,3.46,0.46,808.89
RDV67,2008-01-23,X-band,1606+106,D,1.08,2.76,0.55,
RDV8,1998-04-15,X-band,1606+106,D,1.08,2.5,0.53,
RDV9,1998-06-24,X-band,1451-375,ND,1.06,3.14,0.61,
RDV76,2009-07-29,X-band,1519-273,D,1.06,2.48,0.84,2351.05
RDV66,2007-12-05,X-band,1606+106,D,1.06,3.03,0.58,2021.8
RDV59,2006-09-13,X-band,1606+106,D,1.06,2.43,0.59,
RDV73,2009-01-21,X-band,1424-418,D,1.05,3.21,0.46,
BL122B,2005-08-26,X-band,1502+106,D,1.05,2.89,0.5,
RV108,2014-12-03,X-band,1418+546,D,1.04,2.42,0.57,2569.93
RDV76,2009-07-29,X-band,1424-418,D,1.04,3.23,0.51,1088.95
RDV45,2004-07-14,X-band,1418+546,D,1.01,3.07,0.66,
RDV82,2010-10-13,X-band,1451-375,ND,1.01,3.61,0.37,2122.15
RDV67,2008-01-23,X-band,1519-273,D,1,2.57,0.81,
RDV78,2009-12-02,X-band,1424-418,D,0.99,3.23,0.49,1726.18
RDV51,2005-06-29,X-band,1519-273,D,0.99,2.7,0.69,1553.35
RDV96,2012-12-05,X-band,1519-273,D,0.99,1.98,0.9,3154.46
RDV7,1998-02-09,X-band,1502+106,D,0.98,3.51,0.44,
RDV70,2008-07-09,X-band,1519-273,D,0.98,2.73,0.79,1981.1
B9725A,1997-01-10,X-band,1606+106,D,0.98,2.4,0.77,
BE10A,1996-04-23,X-band,1606+106,D,0.98,2.96,0.57,
RDV9,1998-06-24,X-band,1606+106,D,0.97,2.68,0.46,
RDV69,2008-05-14,X-band,1418+546,D,0.96,2.97,0.51,
RDV57,2006-07-11,X-band,1451-375,ND,0.96,2.93,0.53,
RV122,2017-04-25,X-band,1519-273,D,0.95,2.67,0.74,2475.94
RDV68,2008-04-02,X-band,1418+546,D,0.94,3.12,0.54,1602.05
RDV67,2008-01-23,X-band,1418+546,D,0.94,2.85,0.56,
BL122B,2005-08-26,X-band,1418+546,D,0.93,3.21,0.53,
RDV66,2007-12-05,X-band,1418+546,D,0.92,2.97,0.56,1736.87
BL122B,2005-08-26,X-band,1514+004,ND,0.91,3.07,0.5,
RDV62,2007-03-27,X-band,1406-076,D,0.9,2.81,0.56,1930.95
RV104,2014-04-01,X-band,1546+027,ND,0.89,3.89,0.34,1072.97
RV118,2016-07-06,X-band,1406-076,D,0.88,3.24,0.61,1309.28
RDV62,2007-03-27,X-band,1418+546,D,0.88,3.04,0.56,1486.74
RDV92,2012-04-18,X-band,1606+106,D,0.88,2.73,0.65,2096.77
RDV10,1998-08-10,X-band,1606+106,D,0.87,2.78,0.44,
RDV78,2009-12-02,X-band,1458+718,ND,0.86,4.23,0.22,411.16
RDV64,2007-07-10,X-band,1418+546,D,0.85,3.27,0.43,1443.85
RDV80,2010-08-04,X-band,1519-273,D,0.85,2.54,0.83,1780.52
RV108,2014-12-03,X-band,1546+027,ND,0.85,3.26,0.55,1163.03
RV124,2017-07-17,X-band,1550-242,ND,0.85,1.89,0.96,5139.32
RDV70,2008-07-09,X-band,1418+546,D,0.84,3.35,0.44,1011.56
RDV74,2009-04-21,X-band,1519-273,D,0.84,2.57,0.82,1317.12
RDV72,2008-12-17,X-band,1606+106,D,0.84,2.82,0.66,1217.18
RV106,2014-09-03,X-band,1406-076,D,0.83,3.17,0.55,2233.79
RDV51,2005-06-29,X-band,1418+546,D,0.83,3.52,0.48,1329.74
RV106,2014-09-03,X-band,1451-375,ND,0.83,3.36,0.47,1522.06
VABF12,1995-10-12,X-band,1532+016,ND,0.82,4.1,0.27,
RDV20,2000-03-13,X-band,1424-418,D,0.81,3.98,0.5,1229.82
RDV72,2008-12-17,X-band,1424-418,D,0.81,3.3,0.74,1087.88
RV100,2013-07-24,X-band,1546+027,ND,0.81,3.19,0.54,1186.5
RDV63,2007-06-26,X-band,1418+546,D,0.8,3.2,0.54,
BL115C,2004-02-15,X-band,1511-100,ND,0.8,3.32,0.49,
RDV84,2010-12-07,X-band,1519-273,D,0.8,2.5,0.74,1942.49
RDV45,2004-07-14,X-band,1351-018,D,0.79,1.8,0.67,
RDV57,2006-07-11,X-band,1519-273,D,0.79,3.25,0.73,
B9725B,1997-01-11,X-band,1511-100,ND,0.78,1.83,0.82,
RDV63,2007-06-26,X-band,1351-018,D,0.76,2.94,0.61,
RV102,2013-12-11,X-band,1354-152,ND,0.74,2.06,0.92,3045.66
RDV66,2007-12-05,X-band,1351-018,D,0.73,2.85,0.61,1854.12
RDV76,2009-07-29,X-band,1351-018,D,0.73,3.07,0.56,1486.03
RDV86,2011-04-05,X-band,1351-018,D,0.73,2.56,0.66,2713.27
RV114,2015-12-02,X-band,1329-049,ND,0.73,1.86,0.89,5078.89
RDV69,2008-05-14,X-band,1351-018,D,0.71,2.75,0.69,
RV100,2013-07-24,X-band,1351-018,D,0.71,2.75,0.68,1877.93
RV108,2014-12-03,X-band,1451-375,ND,0.71,3.76,0.38,1126.57
RDV79,2010-06-23,X-band,1502+106,D,0.71,2.71,0.64,
RDV59,2006-09-13,X-band,1519-273,D,0.71,0.69,0.82,
RDV51,2005-06-29,X-band,1351-018,D,0.7,2.7,0.68,1752.29
RDV88,2011-08-02,X-band,1451-375,ND,0.7,3.3,0.61,609.42
RDV20,2000-03-13,X-band,1555+001,D,0.7,2.6,0.79,1764.8
RDV26,2001-03-12,X-band,1424-418,D,0.69,3.46,0.58,981.08
RDV59,2006-09-13,X-band,1458+718,ND,0.69,4.75,0.28,
RDV96,2012-12-05,X-band,1406-076,D,0.68,2.7,0.77,1810.25
RDV51,2005-06-29,X-band,1451-375,ND,0.68,2.54,0.7,1926.57
RDV20,2000-03-13,X-band,1351-018,D,0.67,2.65,0.65,1689.04
RDV2,1997-03-31,X-band,1351-018,D,0.67,2.04,0.74,
RDV68,2008-04-02,X-band,1351-018,D,0.67,2.61,0.72,1836.13
RDV5,1997-09-08,X-band,1351-018,D,0.67,2.16,0.74,
RDV67,2008-01-23,X-band,1351-018,D,0.66,1.98,0.67,
RDV74,2009-04-21,X-band,1406-076,D,0.66,2.96,0.69,1520.46
RDV1,1997-01-30,X-band,1418+546,D,0.66,2.46,0.75,
RDV6,1997-12-17,X-band,1351-018,D,0.65,2.18,0.64,
RV116,2016-02-09,X-band,1351-018,D,0.65,2.67,0.7,2513.98
RV116,2016-02-09,X-band,1514+197,D,0.65,2.16,0.88,2967.53
RV116,2016-02-09,X-band,1505+428,ND,0.65,2.75,0.66,4559.6
RDV65,2007-08-01,X-band,1418+546,D,0.64,3.02,0.56,
RDV4,1997-07-24,X-band,1351-018,D,0.63,2.14,0.75,
RV112,2015-07-15,X-band,1354-152,ND,0.63,2.69,0.87,1769.54
RDV98,2013-04-10,X-band,1406-076,D,0.63,3.01,0.68,1150.48
RV118,2016-07-06,X-band,1514+197,D,0.63,2.6,0.85,1263.27
RDV3,1997-05-19,X-band,1351-018,D,0.62,2.2,0.83,
RDV79,2010-06-23,X-band,1351-018,D,0.62,2.53,0.54,
B9725B,1997-01-11,X-band,1354+195,ND,0.62,3.66,0.44,
RV120,2016-11-30,X-band,1451-375,ND,0.61,3.38,0.56,1040.53
RV104,2014-04-01,X-band,1351-018,D,0.6,2.97,0.59,1708.49
RV124,2017-07-17,X-band,1351-018,D,0.6,2.83,0.7,1445.92
RDV2,1997-03-31,X-band,1418+546,D,0.6,2.65,0.73,
RV120,2016-11-30,X-band,1514+197,D,0.6,2.67,0.84,1161.45
RDV1,1997-01-30,X-band,1351-018,D,0.59,1.56,0.72,
RDV57,2006-07-11,X-band,1502+036,ND,0.59,2.7,0.68,
RDV70,2008-07-09,X-band,1406-076,D,0.58,3.25,0.67,1097
RDV69,2008-05-14,X-band,1354-152,ND,0.57,1.51,0.81,
RDV94,2012-08-22,X-band,1354-152,ND,0.57,2.46,0.81,1799.2
RDV80,2010-08-04,X-band,1502+036,ND,0.57,2.68,0.81,1517.53
RDV59,2006-09-13,X-band,1351-018,D,0.56,2.25,0.5,
VABF12,1995-10-12,X-band,1459+480,ND,0.56,2.06,0.81,
RDV76,2009-07-29,X-band,1502+036,ND,0.56,2.89,0.83,1243.72
B9725A,1997-01-10,X-band,1555+001,D,0.56,1.08,0.75,
B9725B,1997-01-11,X-band,1342+663,ND,0.55,2.36,0.67,
RV112,2015-07-15,X-band,1550-242,ND,0.55,2.14,0.94,2587.78
RDV5,1997-09-08,X-band,1418+546,D,0.54,2.73,0.6,
RDV61,2007-01-24,X-band,1351-018,D,0.53,2.04,0.7,
RDV3,1997-05-19,X-band,1418+546,D,0.53,2.69,0.67,
RV120,2016-11-30,X-band,1459+480,ND,0.53,3.64,0.48,838.7
RV110,2015-03-25,X-band,1606+106,D,0.53,3.39,0.69,794.02
BL122B,2005-08-26,X-band,1505+428,ND,0.53,3.4,0.42,
B9725A,1997-01-10,X-band,1406-076,D,0.52,2.11,0.82,
RDV9,1998-06-24,X-band,1418+546,D,0.52,2.74,0.62,
RDV42,2003-12-17,X-band,1451-375,ND,0.52,3.47,0.53,672.83
B9725A,1997-01-10,X-band,1351-018,D,0.51,1.6,0.8,
RDV59,2006-09-13,X-band,1418+546,D,0.51,3.76,0.41,
RDV4,1997-07-24,X-band,1418+546,D,0.51,2.56,0.66,
RV100,2013-07-24,X-band,1418+546,D,0.51,2.69,0.91,3051.34
B9725A,1997-01-10,X-band,1502+036,ND,0.51,1.56,0.86,
RV118,2016-07-06,X-band,1555+001,D,0.51,2.74,0.83,1329.47
RDV72,2008-12-17,X-band,1351-018,D,0.5,3.28,0.55,1094.47
RV124,2017-07-17,X-band,1555+001,D,0.5,2.57,0.81,1669.14
RDV59,2006-09-13,X-band,1502+036,ND,0.49,0.91,0.85,
RDV84,2010-12-07,X-band,1502+036,ND,0.49,2.87,0.72,1150.98
RV114,2015-12-02,X-band,1502+036,ND,0.49,2.46,0.85,2059.47
RDV9,1998-06-24,X-band,1532+016,ND,0.49,4.13,0.37,
RDV88,2011-08-02,X-band,1550-242,ND,0.49,2.77,0.89,1562.54
RDV82,2010-10-13,X-band,1502+036,ND,0.48,3.03,0.72,1014.64
RDV92,2012-04-18,X-band,1502+036,ND,0.48,2.51,0.82,2007.44
RDV66,2007-12-05,X-band,1342+663,ND,0.47,2.98,0.47,1839.14
B9725A,1997-01-10,X-band,1418+546,D,0.47,2.57,0.76,
RDV76,2009-07-29,X-band,1354-152,ND,0.46,2.68,0.83,1522.87
RV102,2013-12-11,X-band,1555+001,D,0.46,2.4,0.92,2017.54
RV124,2017-07-17,X-band,1606-398,D,0.45,2.61,0.54,1600.54
RDV61,2007-01-24,X-band,1354-152,ND,0.44,1.68,0.85,
RDV77,2009-10-07,X-band,1602-115,D,0.44,1.98,0.66,
RV122,2017-04-25,X-band,1354-152,ND,0.43,2.87,0.85,1080.91
RDV73,2009-01-21,X-band,1532+016,ND,0.43,4.16,0.56,
RDV80,2010-08-04,X-band,1602-115,D,0.43,2.57,0.82,2602.64
RDV31,2002-01-16,X-band,1445-161,ND,0.42,3.64,0.55,
RDV79,2010-06-23,X-band,1602-115,D,0.42,1.41,0.85,
RDV68,2008-04-02,X-band,1342+663,ND,0.41,3.07,0.61,1699.79
B9725A,1997-01-10,X-band,1354-152,ND,0.41,1.86,0.94,
RDV6,1997-12-17,X-band,1418+546,D,0.4,2.58,0.61,
RDV72,2008-12-17,X-band,1502+036,ND,0.4,2.85,0.86,1052.55
RDV82,2010-10-13,X-band,1342+663,ND,0.39,2.85,0.5,1588.35
RDV72,2008-12-17,X-band,1354-152,ND,0.38,2.78,0.7,1386.77
RDV74,2009-04-21,X-band,1555+001,D,0.38,2.53,0.8,1290.92
RDV61,2007-01-24,X-band,1514+197,D,0.37,1.6,0.7,
RDV84,2010-12-07,X-band,1602-115,D,0.37,2.92,0.73,1266.3
RV104,2014-04-01,X-band,1341-171,ND,0.36,2.33,0.89,2255.43
RDV73,2009-01-21,X-band,1354-152,ND,0.35,1.92,0.83,
RV124,2017-07-17,X-band,1329-049,ND,0.35,2.4,0.87,2465.69
RDV86,2011-04-05,X-band,1349-439,ND,0.34,2.83,0.82,1291.92
RDV88,2011-08-02,X-band,1418+546,D,0.34,3.68,0.48,1230.78
RDV84,2010-12-07,X-band,1459+480,ND,0.34,3.09,0.56,1242.02
RDV69,2008-05-14,X-band,1459+480,ND,0.32,3.06,0.6,
RDV96,2012-12-05,X-band,1349-439,ND,0.3,2.94,0.88,951.03
B9725A,1997-01-10,X-band,1445-161,ND,0.3,3.38,0.62,
RDV7,1998-02-09,X-band,1459+480,ND,0.3,2.67,0.62,
RDV76,2009-07-29,X-band,1602-115,D,0.3,2.81,0.83,1474.68
RV104,2014-04-01,X-band,1424+240,ND,0.29,2.96,0.63,1301.66
B9725A,1997-01-10,X-band,1514+197,D,0.28,2.33,0.78,
RV118,2016-07-06,X-band,1550-242,ND,0.28,2.81,0.87,1252
RV120,2016-11-30,X-band,1341-171,ND,0.27,2.54,0.85,1954.13
RDV75,2009-05-13,X-band,1550-242,ND,0.25,0.56,0.87,
RV100,2013-07-24,X-band,1550-242,ND,0.25,2.63,0.92,2004.02
RV104,2014-04-01,X-band,1348+087,ND,0.24,3.29,0.62,1226.13
RDV82,2010-10-13,X-band,1550-242,ND,0.23,2.96,0.82,1122.16
RDV73,2009-01-21,X-band,1602-115,D,0.22,1.98,0.86,
RV110,2015-03-25,X-band,1602-115,D,0.22,3,0.83,961.78
RV114,2015-12-02,X-band,1437-153,ND,0.2,3.2,0.7,1522.19
RDV72,2008-12-17,X-band,1602-115,D,0.2,3.39,0.79,548.11
RV100,2013-07-24,X-band,1437-153,ND,0.19,3.41,0.65,1235.44
B9725B,1997-01-11,X-band,1424+240,ND,0.14,2.14,0.83,
RDV7,1998-02-09,X-band,1428+422,ND,0.13,1.56,0.79,
RV102,2013-12-11,X-band,1604-333,ND,0.1,3.36,0.74,575.98
RV112,2015-07-15,X-band,1454-060,ND,0.1,3.54,0.71,662.19
GC030,2008-03-07,X-band,1429+249,ND,0.05,2.5,,
GC030,2008-03-07,X-band,1535+231,ND,0.04,2.76,,
RDV98,2013-04-10,X-band,1345+289,ND,0.03,4.15,0.58,345.56
