Experience,Date,Band,Source,"ICRF3 Cat.","Flux (Jy)","Structure index",Compactness,"Map Quality"
RDV8,1998-04-15,X-band,2200+420,ND,3.48,4.38,0.32,
RDV78,2009-12-02,X-band,2200+420,ND,3.48,3.25,0.47,1523.52
BL115C,2004-02-15,X-band,2255-282,ND,3.47,1.56,0.85,
BR9525,1995-04-12,X-band,2200+420,ND,3.45,3.49,0.37,
RDV1,1997-01-30,X-band,2200+420,ND,3.43,3.84,0.32,
RDV3,1997-05-19,X-band,2200+420,ND,3.35,3.55,0.35,
RDV12,1998-12-21,X-band,2200+420,ND,3.34,3.81,0.34,
RDV10,1998-08-10,X-band,2200+420,ND,3.31,3.45,0.41,
RDV7,1998-02-09,X-band,2200+420,ND,3.04,4.38,0.26,
RDV62,2007-03-27,X-band,2200+420,ND,2.94,2.63,0.63,2366.59
RDV9,1998-06-24,X-band,2200+420,ND,2.93,3.83,0.3,
RDV9,1998-06-24,X-band,2223-052,ND,2.84,1.98,0.71,
RDV5,1997-09-08,X-band,2200+420,ND,2.81,3.6,0.33,
RDV86,2011-04-05,X-band,2255-282,ND,2.78,2.18,0.7,5837.85
RDV4,1997-07-24,X-band,2200+420,ND,2.77,3.6,0.29,
RDV98,2013-04-10,X-band,2255-282,ND,2.77,2.06,0.69,6016.09
RDV94,2012-08-22,X-band,2223-052,ND,2.67,3.33,0.33,1652.1
RV100,2013-07-24,X-band,2255-282,ND,2.67,2.23,0.65,4720.37
RDV2,1997-03-31,X-band,2200+420,ND,2.65,4.02,0.3,
RDV42,2003-12-17,X-band,2223-052,ND,2.64,3.21,0.45,2158.54
RDV84,2010-12-07,X-band,2255-282,ND,2.59,2.25,0.69,5045.88
RV116,2016-02-09,X-band,2227-088,D,2.5,1.95,0.86,4434.42
RDV78,2009-12-02,X-band,2255-282,ND,2.49,1.92,0.85,4464.9
RDV90,2011-12-20,X-band,2255-282,ND,2.44,2.71,0.67,1824.43
RDV75,2009-05-13,X-band,2227-088,D,2.42,2.2,0.56,
RDV42,2003-12-17,X-band,2200+420,ND,2.37,3.16,0.49,1485.06
RDV82,2010-10-13,X-band,2255-282,ND,2.34,2.5,0.66,4449.87
RDV70,2008-07-09,X-band,2255-282,ND,2.33,2.06,0.89,5679.03
RDV76,2009-07-29,X-band,2255-282,ND,2.33,2.25,0.83,3936.29
BL122B,2005-08-26,X-band,2255-282,ND,2.32,2.34,0.76,
RV124,2017-07-17,X-band,2223-052,ND,2.27,3.47,0.49,1706.17
RDV79,2010-06-23,X-band,2255-282,ND,2.26,1.76,0.81,
RDV76,2009-07-29,X-band,2227-088,D,2.25,1.95,0.79,4081.62
RDV67,2008-01-23,X-band,2200+420,ND,2.24,3.51,0.42,
RDV51,2005-06-29,X-band,2255-282,ND,2.23,2.33,0.87,5881.69
RDV71,2008-09-03,X-band,2255-282,ND,2.16,1.08,0.93,
BR945,1994-07-08,X-band,2255-282,ND,2.11,1.89,0.84,
RDV69,2008-05-14,X-band,2255-282,ND,2.11,2.27,0.89,
RV124,2017-07-17,X-band,2255-282,ND,2.09,2.5,0.67,4611.13
RDV31,2002-01-16,X-band,2200+420,ND,2.07,3.17,0.45,
B9725B,1997-01-11,X-band,2223-052,ND,2.04,2.29,0.73,
RDV67,2008-01-23,X-band,2255-282,ND,2.03,2.09,0.81,
RDV68,2008-04-02,X-band,2255-282,ND,2,2.11,0.89,3575.81
RDV72,2008-12-17,X-band,2255-282,ND,1.99,2.01,0.89,4140.87
RDV77,2009-10-07,X-band,2255-282,ND,1.99,1.46,0.83,
RDV26,2001-03-12,X-band,2200+420,ND,1.94,3.08,0.48,1323.13
RDV73,2009-01-21,X-band,2255-282,ND,1.91,1.51,0.92,
RV122,2017-04-25,X-band,2255-282,ND,1.79,2.16,0.79,3915.02
RDV66,2007-12-05,X-band,2255-282,ND,1.78,2.36,0.87,2792.72
RV110,2015-03-25,X-band,2223-052,ND,1.77,3.92,0.31,1082.06
BR9525,1995-04-12,X-band,2227-088,D,1.7,1.41,0.88,
RDV62,2007-03-27,X-band,2255-282,ND,1.69,2.25,0.87,3857.62
RDV51,2005-06-29,X-band,2209+236,D,1.67,3.05,0.88,758.99
RDV65,2007-08-01,X-band,2255-282,ND,1.66,3.63,0.46,
RDV63,2007-06-26,X-band,2255-282,ND,1.62,0.56,0.91,
RV108,2014-12-03,X-band,2255-282,ND,1.61,2.31,0.84,4151.32
RDV57,2006-07-11,X-band,2209+236,D,1.57,1.64,0.74,
RDV84,2010-12-07,X-band,2227-088,D,1.52,2.34,0.67,2991.06
BR945,1994-07-08,X-band,2234+282,ND,1.47,2.04,0.62,
RV112,2015-07-15,X-band,2255-282,ND,1.36,2.74,0.58,2157.58
RDV59,2006-09-13,X-band,2255-282,ND,1.35,2.04,0.72,
RV114,2015-12-02,X-band,2255-282,ND,1.35,2.97,0.55,2538.8
RV116,2016-02-09,X-band,2255-282,ND,1.33,3.21,0.56,2833.14
RDV26,2001-03-12,X-band,2234+282,ND,1.31,3.23,0.44,1628.98
RDV31,2002-01-16,X-band,2234+282,ND,1.28,3.05,0.53,
RDV59,2006-09-13,X-band,2209+236,D,1.27,1.46,0.75,
RV120,2016-11-30,X-band,2255-282,ND,1.27,2.8,0.6,2276.78
B9725A,1997-01-10,X-band,2209+236,D,1.24,1.08,0.94,
RV106,2014-09-03,X-band,2227-088,D,1.22,2.65,0.74,1945.3
RDV42,2003-12-17,X-band,2234+282,ND,1.18,3.5,0.46,1838.41
B9725A,1997-01-10,X-band,2355-106,D,1.18,0.69,0.92,
RDV70,2008-07-09,X-band,2209+236,D,1.14,2.73,0.74,1688.26
RDV62,2007-03-27,X-band,2232-488,D,1.1,2.29,0.92,1387.82
RDV42,2003-12-17,X-band,2318+049,D,1.06,2.8,0.69,1316.96
BL122B,2005-08-26,X-band,2227-088,D,1.05,1.72,0.76,
RDV71,2008-09-03,X-band,2355-106,D,1.05,1.23,0.69,
RDV31,2002-01-16,X-band,2344+092,ND,1.04,3.3,0.53,
RDV20,2000-03-13,X-band,2234+282,ND,1.03,2.46,0.58,2385.23
RDV69,2008-05-14,X-band,2234+282,ND,1.03,2.74,0.47,
RDV72,2008-12-17,X-band,2234+282,ND,1.03,3.07,0.44,2002.37
RDV61,2007-01-24,X-band,2255-282,ND,1.03,2.5,0.77,
RDV67,2008-01-23,X-band,2209+236,D,1.02,1.83,0.64,
RDV66,2007-12-05,X-band,2209+236,D,1.02,2.63,0.68,2047.68
BL115C,2004-02-15,X-band,2318+049,D,0.99,1.56,0.83,
RDV66,2007-12-05,X-band,2351+456,ND,0.99,3.73,0.3,1216.8
RDV8,1998-04-15,X-band,2209+236,D,0.98,1.72,0.8,
RDV45,2004-07-14,X-band,2318+049,D,0.98,1.35,0.82,
RV112,2015-07-15,X-band,2325+093,ND,0.97,2.43,0.89,2354.8
RV116,2016-02-09,X-band,2355-106,D,0.95,2.65,0.71,1668.88
RV124,2017-07-17,X-band,2355-106,D,0.95,2.51,0.78,1988.31
RDV75,2009-05-13,X-band,2209+236,D,0.94,1.64,0.75,
RDV67,2008-01-23,X-band,2351+456,ND,0.94,3.49,0.38,
RDV65,2007-08-01,X-band,2209+236,D,0.93,1.6,0.71,
RDV68,2008-04-02,X-band,2234+282,ND,0.93,3.4,0.42,1723.95
RV112,2015-07-15,X-band,2229+695,D,0.92,3.26,0.44,1431.08
RV116,2016-02-09,X-band,2229+695,D,0.88,3.32,0.56,1416.25
RDV10,1998-08-10,X-band,2234+282,ND,0.88,2.42,0.44,
RV120,2016-11-30,X-band,2318+049,D,0.88,2.36,0.83,1976.06
RDV61,2007-01-24,X-band,2209+236,D,0.86,1.72,0.81,
B9725A,1997-01-10,X-band,2344+092,ND,0.86,3.52,0.32,
RDV77,2009-10-07,X-band,2355-106,D,0.86,1.08,0.69,
RDV75,2009-05-13,X-band,2355-106,D,0.86,1.29,0.72,
RDV94,2012-08-22,X-band,2209+236,D,0.85,2.68,0.68,1776.99
RV108,2014-12-03,X-band,2229+695,D,0.85,3.15,0.56,1212.04
RDV12,1998-12-21,X-band,2234+282,ND,0.85,2.63,0.45,
RDV8,1998-04-15,X-band,2234+282,ND,0.85,2.18,0.53,
RV118,2016-07-06,X-band,2318+049,D,0.85,2.23,0.81,2089.41
RDV76,2009-07-29,X-band,2355-106,D,0.85,2.71,0.69,1436.41
RDV80,2010-08-04,X-band,2355-106,D,0.85,2.54,0.71,2133.13
RV106,2014-09-03,X-band,2229+695,D,0.84,3.03,0.56,1654.91
RV110,2015-03-25,X-band,2229+695,D,0.84,3.21,0.49,1395.73
RDV9,1998-06-24,X-band,2234+282,ND,0.84,2.27,0.55,
RDV4,1997-07-24,X-band,2234+282,ND,0.83,2.27,0.49,
RV124,2017-07-17,X-band,2229+695,D,0.82,3.19,0.32,1857.78
RDV72,2008-12-17,X-band,2355-106,D,0.82,2.64,0.75,1824.21
RDV79,2010-06-23,X-band,2355-106,D,0.82,1.41,0.65,
RV102,2013-12-11,X-band,2229+695,D,0.81,2.64,0.66,2028.05
RV114,2015-12-02,X-band,2229+695,D,0.81,3.3,0.53,1299.67
RDV5,1997-09-08,X-band,2234+282,ND,0.81,1.83,0.63,
RDV78,2009-12-02,X-band,2355-106,D,0.81,2.48,0.72,1810.45
RV122,2017-04-25,X-band,2355-106,D,0.81,2.33,0.83,2249.62
RDV96,2012-12-05,X-band,2209+236,D,0.79,2.38,0.73,2231.7
RV100,2013-07-24,X-band,2229+695,D,0.79,2.75,0.64,2109.85
RDV7,1998-02-09,X-band,2234+282,ND,0.78,1.8,0.73,
RV112,2015-07-15,X-band,2355-106,D,0.78,3.18,0.59,1340.8
BL122B,2005-08-26,X-band,2325+093,ND,0.78,1.92,0.83,
RDV78,2009-12-02,X-band,2209+236,D,0.77,2.63,0.69,1550.71
RV120,2016-11-30,X-band,2229+695,D,0.77,3.27,0.31,1151.97
RDV73,2009-01-21,X-band,2355-106,D,0.77,1.41,0.82,
RDV2,1997-03-31,X-band,2234+282,ND,0.75,1.83,0.75,
RDV82,2010-10-13,X-band,2355-106,D,0.75,2.95,0.65,1680.9
RV108,2014-12-03,X-band,2209+236,D,0.74,3.7,0.46,1045.37
RDV88,2011-08-02,X-band,2229+695,D,0.74,2.75,0.72,1527.49
RDV3,1997-05-19,X-band,2234+282,ND,0.74,2.01,0.62,
RDV84,2010-12-07,X-band,2209+236,D,0.73,2.73,0.65,1626.59
RDV80,2010-08-04,X-band,2229+695,D,0.73,2.68,0.65,1373.76
RDV86,2011-04-05,X-band,2229+695,D,0.73,2.43,0.63,2018.37
RDV6,1997-12-17,X-band,2234+282,ND,0.73,1,0.51,
RDV57,2006-07-11,X-band,2319+272,ND,0.73,3.05,0.57,
BL122B,2005-08-26,X-band,2150+173,ND,0.71,3.07,0.5,
RDV1,1997-01-30,X-band,2234+282,ND,0.7,2.09,0.53,
RDV70,2008-07-09,X-band,2319+272,ND,0.7,3.4,0.48,772.07
RDV75,2009-05-13,X-band,2357-318,ND,0.7,1.41,0.51,
RDV70,2008-07-09,X-band,2229+695,D,0.69,2.71,0.73,1703.12
RDV75,2009-05-13,X-band,2229+695,D,0.69,2.25,0.72,
RV102,2013-12-11,X-band,2309+454,ND,0.69,2.09,0.88,2978.36
RV120,2016-11-30,X-band,2355-106,D,0.69,2.93,0.67,1311.43
RV104,2014-04-01,X-band,2325+093,ND,0.69,2.6,0.83,1699.98
RV110,2015-03-25,X-band,2318+049,D,0.68,2.89,0.71,1074.45
B9725A,1997-01-10,X-band,2351+456,ND,0.68,3.07,0.67,
RDV12,1998-12-21,X-band,2351-154,ND,0.68,2.27,0.52,
RDV92,2012-04-18,X-band,2229+695,D,0.67,2.68,0.58,2770.14
RV106,2014-09-03,X-band,2309+454,ND,0.67,2.23,0.87,2662.52
B9725B,1997-01-11,X-band,2318+049,D,0.67,2.2,0.93,
RDV78,2009-12-02,X-band,2357-318,ND,0.67,2.54,0.79,1944.9
RDV84,2010-12-07,X-band,2229+695,D,0.66,2.91,0.61,1773.82
RDV62,2007-03-27,X-band,2234+282,ND,0.66,2.97,0.67,1592.83
RDV86,2011-04-05,X-band,2335-027,D,0.66,3.29,0.44,1209.05
RV110,2015-03-25,X-band,2351-154,ND,0.66,3.86,0.5,1288.61
RDV94,2012-08-22,X-band,2229+695,D,0.65,2.65,0.6,2029.06
RDV98,2013-04-10,X-band,2229+695,D,0.65,2.53,0.61,1999.78
RDV59,2006-09-13,X-band,2234+282,ND,0.64,2.61,0.54,
B9725A,1997-01-10,X-band,2328+107,ND,0.64,3.86,0.35,
RDV80,2010-08-04,X-band,2357-318,ND,0.64,2.45,0.73,2552.29
BR9525,1995-04-12,X-band,2319+272,ND,0.63,3.19,0.54,
RDV96,2012-12-05,X-band,2229+695,D,0.62,2.69,0.62,1673.79
RV124,2017-07-17,X-band,2309+454,ND,0.62,2.43,0.74,1695.53
RV106,2014-09-03,X-band,2325+093,ND,0.62,2.06,0.83,3290.7
RDV76,2009-07-29,X-band,2357-318,ND,0.62,2.65,0.76,1698.51
RDV88,2011-08-02,X-band,2357-318,ND,0.61,3.01,0.78,917.06
RDV92,2012-04-18,X-band,2214+350,D,0.6,2.63,0.69,1520
RDV51,2005-06-29,X-band,2318+049,D,0.6,2.65,0.69,1856.59
RV108,2014-12-03,X-band,2351-154,ND,0.59,3.49,0.42,
RDV90,2011-12-20,X-band,2309+454,ND,0.57,2.53,0.78,2331.42
RDV94,2012-08-22,X-band,2355-106,D,0.57,2.54,0.79,1812.9
RDV7,1998-02-09,X-band,2150+173,ND,0.56,2.5,0.68,
RDV88,2011-08-02,X-band,2318+049,D,0.56,2.84,0.83,933.68
RDV10,1998-08-10,X-band,2319+272,ND,0.56,3.52,0.44,
RDV84,2010-12-07,X-band,2335-027,D,0.56,3.3,0.47,1324.55
RDV79,2010-06-23,X-band,2229+695,D,0.55,1.64,0.83,
RDV74,2009-04-21,X-band,2335-027,D,0.55,2.96,0.6,1032.33
RDV70,2008-07-09,X-band,2232-488,D,0.54,3.21,0.74,840.65
RDV82,2010-10-13,X-band,2309+454,ND,0.54,2.16,0.9,3002.07
RDV76,2009-07-29,X-band,2214+350,D,0.53,2.91,0.65,1107.41
RDV73,2009-01-21,X-band,2229+695,D,0.52,2.04,0.75,
BL122B,2005-08-26,X-band,2309+454,ND,0.52,2.82,0.62,
RV120,2016-11-30,X-band,2309+454,ND,0.52,2.94,0.71,1077.19
RDV94,2012-08-22,X-band,2244-372,D,0.52,2.86,0.84,1351.13
VABF12,1995-10-12,X-band,2150+173,ND,0.51,2.8,0.57,
RDV72,2008-12-17,X-band,2229+695,D,0.51,2.68,0.74,1429.08
RV120,2016-11-30,X-band,2150+173,ND,0.5,3.2,0.65,1016.4
RDV65,2007-08-01,X-band,2318+049,D,0.5,2.82,0.68,
RDV64,2007-07-10,X-band,2318+049,D,0.5,3.27,0.66,1202.88
RDV90,2011-12-20,X-band,2335-027,D,0.5,3.15,0.62,1064.9
RV110,2015-03-25,X-band,2309+454,ND,0.49,2.76,0.82,1202.59
RV106,2014-09-03,X-band,2150+173,ND,0.48,3.19,0.66,1079.38
RDV57,2006-07-11,X-band,2318+049,D,0.48,2.45,0.46,
B9725A,1997-01-10,X-band,2320-035,ND,0.48,3.07,0.57,
RDV66,2007-12-05,X-band,2318+049,D,0.47,3.04,0.71,1200.97
RDV12,1998-12-21,X-band,2320-035,ND,0.47,3.23,0.54,
RV112,2015-07-15,X-band,2214+350,D,0.46,3.44,0.52,875.55
RDV59,2006-09-13,X-band,2319+272,ND,0.46,2.77,0.62,
RDV88,2011-08-02,X-band,2355-106,D,0.46,3.14,0.62,1094.54
BL122B,2005-08-26,X-band,2353+816,D,0.45,2.65,0.63,
RV120,2016-11-30,X-band,2346+385,ND,0.45,3.86,0.57,1838.5
RDV63,2007-06-26,X-band,2214+350,D,0.44,1.89,0.74,
RDV82,2010-10-13,X-band,2254+074,D,0.44,2.8,0.65,1865.39
RV118,2016-07-06,X-band,2357-318,ND,0.44,3.03,0.7,1132.14
RDV61,2007-01-24,X-band,2253+417,ND,0.43,3.24,0.63,
RDV68,2008-04-02,X-band,2318+049,D,0.43,2.82,0.78,1251.44
B9725B,1997-01-11,X-band,2351-154,ND,0.43,2.67,0.67,
RDV71,2008-09-03,X-band,2318+049,D,0.42,1.72,0.8,
RDV80,2010-08-04,X-band,2214+350,D,0.41,2.9,0.51,1465.61
RDV86,2011-04-05,X-band,2214+350,D,0.41,3.36,0.42,962.68
RV116,2016-02-09,X-band,2214+350,D,0.41,3.25,0.38,887.7
RDV77,2009-10-07,X-band,2309+454,ND,0.41,2.09,0.79,
RDV61,2007-01-24,X-band,2318+049,D,0.41,3.06,0.81,
RDV59,2006-09-13,X-band,2318+049,D,0.41,2.76,0.59,
RV100,2013-07-24,X-band,2335-027,D,0.41,3.67,0.59,1604.45
B9725B,1997-01-11,X-band,2253+417,ND,0.4,4.02,0.51,
RDV82,2010-10-13,X-band,2214+350,D,0.39,3.11,0.61,1230.39
RDV76,2009-07-29,X-band,2309+454,ND,0.39,2.58,0.78,1588.3
RDV57,2006-07-11,X-band,2335-027,D,0.39,2.53,0.86,
RV120,2016-11-30,X-band,2208-137,ND,0.39,2.74,0.79,2004.27
RDV73,2009-01-21,X-band,2214+350,D,0.38,1.51,0.81,
RDV72,2008-12-17,X-band,2318+049,D,0.38,2.96,0.84,1521.41
RDV96,2012-12-05,X-band,2335-027,D,0.38,3.54,0.55,647.09
RDV12,1998-12-21,X-band,2254+024,ND,0.36,0.81,0.87,
B9725A,1997-01-10,X-band,2254+074,D,0.35,1.89,0.74,
RDV74,2009-04-21,X-band,2309+454,ND,0.35,2.48,0.69,1497.74
RV106,2014-09-03,X-band,2239+096,ND,0.34,2.99,0.65,2592.16
RDV82,2010-10-13,X-band,2208-137,ND,0.34,3.45,0.62,900.2
RDV88,2011-08-02,X-band,2208-137,ND,0.34,3.36,0.68,926.18
RV118,2016-07-06,X-band,2214+350,D,0.33,3.35,0.52,977.23
VABF12,1995-10-12,X-band,2254+024,ND,0.33,1.23,0.9,
BL122B,2005-08-26,X-band,2239+096,ND,0.33,2.92,0.54,
RDV80,2010-08-04,X-band,2208-137,ND,0.33,2.91,0.7,1277.69
RDV98,2013-04-10,X-band,2335-027,D,0.32,3.32,0.5,1178.85
RV102,2013-12-11,X-band,2335-027,D,0.32,2.33,0.95,995.05
RV104,2014-04-01,X-band,2346+385,ND,0.31,2.96,0.64,1576.88
RDV20,2000-03-13,X-band,2233-148,ND,0.3,3.77,0.34,1276.19
RDV69,2008-05-14,X-band,2254+074,D,0.3,2.42,0.65,
VABF12,1995-10-12,X-band,2335-027,D,0.3,3.55,0.5,
RDV70,2008-07-09,X-band,2254+024,ND,0.29,2.97,0.84,1015.57
RDV67,2008-01-23,X-band,2254+024,ND,0.28,0.91,0.87,
RDV20,2000-03-13,X-band,2245-328,D,0.26,3.4,0.63,651.4
RV100,2013-07-24,X-band,2239+096,ND,0.26,3.21,0.58,1927.18
B9725A,1997-01-10,X-band,2229+695,D,0.24,2.58,0.63,
RDV79,2010-06-23,X-band,2204-007,ND,0.24,2.11,0.9,
RDV72,2008-12-17,X-band,2309+454,ND,0.22,3.27,0.68,989.55
B9725B,1997-01-11,X-band,2233-148,ND,0.21,2.87,0.65,
RDV96,2012-12-05,X-band,2208-137,ND,0.21,3.48,0.52,880.6
RV112,2015-07-15,X-band,2208-137,ND,0.17,4.08,0.42,552.88
RV108,2014-12-03,X-band,2208-137,ND,0.16,3.68,0.49,788.82
RV116,2016-02-09,X-band,2204-007,ND,0.14,3.43,0.56,1175.65
GC030,2008-03-07,X-band,2316+238,ND,0.13,0.56,,
RV102,2013-12-11,X-band,2316+238,ND,0.08,4.13,0.68,278.68
RV114,2015-12-02,X-band,2316+238,ND,0.08,3.49,0.66,679.47
RV104,2014-04-01,X-band,2223-114,ND,0.06,3.47,0.84,332.02
