Experience,Date,Band,Source,"ICRF3 Cat.","Flux (Jy)","Structure index",Compactness,"Map Quality"
RDV73,2009-01-21,X-band,0104-408,D,1.65,0.81,0.88,
RDV5,1997-09-08,X-band,0059+581,D,1.6,1.35,0.82,
RDV26,2001-03-12,X-band,0059+581,D,1.57,1.64,0.86,2897.83
RDV96,2012-12-05,X-band,0119+115,ND,1.55,2.51,0.62,2817.73
RDV78,2009-12-02,X-band,0059+581,D,1.52,1.83,0.82,2716.05
RDV51,2005-06-29,X-band,0119+115,ND,1.51,2.42,0.72,2984.56
RDV78,2009-12-02,X-band,0104-408,D,1.49,2.16,0.84,4407.51
RV122,2017-04-25,X-band,0119+115,ND,1.47,4.01,0.33,2191.38
RDV61,2007-01-24,X-band,0104-408,D,1.45,0.91,0.68,
RDV72,2008-12-17,X-band,0104-408,D,1.44,2.51,0.76,2886.6
RDV80,2010-08-04,X-band,0059+581,D,1.43,2.23,0.87,2236.82
RDV42,2003-12-17,X-band,0119+115,ND,1.43,3.07,0.56,2580.78
RDV31,2002-01-16,X-band,0059+581,D,1.42,0.2,0.89,
VABF12,1995-10-12,X-band,0059+581,D,1.4,2.09,0.72,
RDV82,2010-10-13,X-band,0059+581,D,1.4,2.01,0.79,2775.68
RDV12,1998-12-21,X-band,0119+041,ND,1.38,2.29,0.53,
RDV26,2001-03-12,X-band,0119+115,ND,1.35,2.9,0.52,1524.73
RDG953,1995-10-02,X-band,0119+041,ND,1.35,2.34,0.73,
RDV51,2005-06-29,X-band,0104-408,D,1.34,2.18,0.62,2381.69
RDV71,2008-09-03,X-band,0106+013,ND,1.34,2.6,0.67,
RDV12,1998-12-21,X-band,0059+581,D,1.33,1.56,0.69,
RDV45,2004-07-14,X-band,0104-408,D,1.33,0.91,0.81,
RDV72,2008-12-17,X-band,0059+581,D,1.31,1.92,0.85,2623.7
RDV9,1998-06-24,X-band,0119+041,ND,1.3,2.77,0.6,
RDV12,1998-12-21,X-band,0119+115,ND,1.28,2.25,0.69,
RDV5,1997-09-08,X-band,0119+041,ND,1.28,2.9,0.6,
RDV10,1998-08-10,X-band,0119+041,ND,1.27,1.86,0.58,
RDV4,1997-07-24,X-band,0119+041,ND,1.26,2.67,0.57,
RDV57,2006-07-11,X-band,0119+115,ND,1.25,2.77,0.69,
RDV59,2006-09-13,X-band,0119+115,ND,1.25,1.56,0.72,
RDV42,2003-12-17,X-band,0104-408,D,1.24,3.62,0.63,2089.35
RDV31,2002-01-16,X-band,0119+115,ND,1.21,3.59,0.48,
RDV51,2005-06-29,X-band,0059+581,D,1.2,3.17,0.64,692.1
RDV61,2007-01-24,X-band,0119+115,ND,1.19,1.8,0.7,
RDV6,1997-12-17,X-band,0119+041,ND,1.15,2.01,0.58,
RDV10,1998-08-10,X-band,0119+115,ND,1.14,2.36,0.67,
RDV8,1998-04-15,X-band,0119+041,ND,1.13,2.18,0.55,
RDV7,1998-02-09,X-band,0119+041,ND,1.11,2.11,0.63,
RDV20,2000-03-13,X-band,0119+041,ND,1.08,3.76,0.25,1520
RDV84,2010-12-07,X-band,0104-408,D,1.07,2.4,0.8,2452.04
RDV9,1998-06-24,X-band,0119+115,ND,1.05,2.25,0.71,
RDV3,1997-05-19,X-band,0119+041,ND,1.05,2.71,0.51,
RDV79,2010-06-23,X-band,0104-408,D,1.04,0.81,0.73,
RDV88,2011-08-02,X-band,0104-408,D,1.04,1.76,0.97,2907.57
B9725B,1997-01-11,X-band,0106+013,ND,1.04,2.97,0.6,
RV110,2015-03-25,X-band,0104-408,D,1.03,1.89,0.95,4182.86
VABF12,1995-10-12,X-band,0119+115,ND,1.03,2.96,0.62,
RDV8,1998-04-15,X-band,0119+115,ND,1.03,2.45,0.59,
RDV2,1997-03-31,X-band,0119+041,ND,1.03,2.75,0.56,
RDV80,2010-08-04,X-band,0104-408,D,0.99,2.43,0.82,2770.55
RDV90,2011-12-20,X-band,0104-408,D,0.99,2.45,0.86,2041.98
RV114,2015-12-02,X-band,0104-408,D,0.99,2.25,0.91,2872.95
RDV67,2008-01-23,X-band,0106+013,ND,0.96,3.14,0.57,
RDV5,1997-09-08,X-band,0119+115,ND,0.96,2.63,0.7,
RDV82,2010-10-13,X-band,0104-408,D,0.94,2.31,0.81,1958.29
RDV7,1998-02-09,X-band,0119+115,ND,0.94,3.01,0.6,
RDV4,1997-07-24,X-band,0119+115,ND,0.92,2.31,0.67,
RDV70,2008-07-09,X-band,0119+041,ND,0.92,3.63,0.41,2122.23
RDV86,2011-04-05,X-band,0104-408,D,0.91,2.92,0.89,1192.88
RDV66,2007-12-05,X-band,0106+013,ND,0.9,3.07,0.55,1752.13
RDV6,1997-12-17,X-band,0119+115,ND,0.89,3.17,0.53,
RDV66,2007-12-05,X-band,0059+581,D,0.88,2.87,0.59,1545.46
RDV42,2003-12-17,X-band,0119+041,ND,0.88,3.38,0.38,947.92
RDV71,2008-09-03,X-band,0059+581,D,0.87,2.7,0.59,
RDV26,2001-03-12,X-band,0119+041,ND,0.87,3.57,0.28,1863.4
RDV70,2008-07-09,X-band,0059+581,D,0.85,2.78,0.67,1406.08
RDV64,2007-07-10,X-band,0119+041,ND,0.85,3.46,0.39,1106.27
RDV1,1997-01-30,X-band,0119+041,ND,0.85,2.99,0.51,
RDV63,2007-06-26,X-band,0119+041,ND,0.82,3.89,0.49,
RDV2,1997-03-31,X-band,0119+115,ND,0.81,1.46,0.7,
RDV76,2009-07-29,X-band,0119+041,ND,0.81,4.15,0.45,2258.61
RDV57,2006-07-11,X-band,0106+013,ND,0.79,3.22,0.52,
RDV3,1997-05-19,X-band,0119+115,ND,0.79,1.86,0.71,
B9725A,1997-01-10,X-band,0119+041,ND,0.79,2.91,0.55,
RDV77,2009-10-07,X-band,0119+041,ND,0.78,2.93,0.43,
BL122B,2005-08-26,X-band,0123+257,ND,0.77,2.18,0.81,
RDV96,2012-12-05,X-band,0104-408,D,0.76,3.37,0.54,1821.31
RDV1,1997-01-30,X-band,0119+115,ND,0.76,1.92,0.75,
RDV31,2002-01-16,X-band,0113-118,ND,0.74,3.32,0.5,
RDV88,2011-08-02,X-band,0119+041,ND,0.74,2.42,0.89,1906.46
B9725A,1997-01-10,X-band,0109+224,ND,0.73,1.35,0.9,
RDV45,2004-07-14,X-band,0123+257,ND,0.73,2.56,0.7,
RDV69,2008-05-14,X-band,0059+581,D,0.72,2.74,0.57,
RDV68,2008-04-02,X-band,0059+581,D,0.69,2.83,0.51,1300.3
RDV59,2006-09-13,X-band,0106+013,ND,0.69,3.19,0.44,
RDV64,2007-07-10,X-band,0115-214,ND,0.68,2.5,0.78,1854.72
RDV67,2008-01-23,X-band,0059+581,D,0.65,2.92,0.39,
RDV65,2007-08-01,X-band,0119+041,ND,0.64,3.55,0.41,
RDV61,2007-01-24,X-band,0106+013,ND,0.61,3.46,0.42,
RDV75,2009-05-13,X-band,0109+224,ND,0.61,1.35,0.77,
RDV74,2009-04-21,X-band,0109+224,ND,0.6,2.27,0.81,2059.54
RDV20,2000-03-13,X-band,0059+581,D,0.59,2.46,0.65,1761.31
RDV5,1997-09-08,X-band,0111+021,ND,0.58,3.33,0.72,
B9725A,1997-01-10,X-band,0112-017,ND,0.58,4.24,0.37,
RDV31,2002-01-16,X-band,0119+041,ND,0.57,3.01,0.47,
RV102,2013-12-11,X-band,0104-408,D,0.55,2.82,0.84,1493.44
RDV76,2009-07-29,X-band,0110+495,D,0.55,3.33,0.59,980.7
RDV4,1997-07-24,X-band,0111+021,ND,0.55,3.31,0.39,
B9725B,1997-01-11,X-band,0113-118,ND,0.55,3.5,0.51,
RDV92,2012-04-18,X-band,0110+495,D,0.54,3.26,0.47,1813.68
RDV2,1997-03-31,X-band,0111+021,ND,0.54,3.5,0.32,
RDV9,1998-06-24,X-band,0123+257,ND,0.54,3.64,0.57,
RDV77,2009-10-07,X-band,0123+257,ND,0.53,1.86,0.59,
RDV45,2004-07-14,X-band,0111+021,ND,0.52,3.07,0.67,
RV104,2014-04-01,X-band,0104-408,D,0.5,3.6,0.5,536.59
RDV6,1997-12-17,X-band,0111+021,ND,0.5,3.32,0.52,
RDV80,2010-08-04,X-band,0111+021,ND,0.5,3.22,0.41,1554.76
RV100,2013-07-24,X-band,0109+224,ND,0.49,2.25,0.83,3552.1
RDV51,2005-06-29,X-band,0111+021,ND,0.49,3.54,0.31,1517.23
RDV3,1997-05-19,X-band,0111+021,ND,0.48,3.3,0.38,
RV110,2015-03-25,X-band,0111+021,ND,0.48,3.5,0.41,809.49
RDV10,1998-08-10,X-band,0111+021,ND,0.46,3.58,0.37,
RDV75,2009-05-13,X-band,0115-214,ND,0.46,3.07,0.63,
RDV1,1997-01-30,X-band,0111+021,ND,0.45,3.35,0.44,
RV108,2014-12-03,X-band,0111+021,ND,0.45,3.73,0.32,798.7
B9725B,1997-01-11,X-band,0123+257,ND,0.44,3.71,0.59,
RV102,2013-12-11,X-band,0110+495,D,0.43,3.27,0.54,1232.66
B9725B,1997-01-11,X-band,0111+021,ND,0.43,3.46,0.4,
RDV84,2010-12-07,X-band,0115-214,ND,0.43,3.03,0.74,1252.97
RDV88,2011-08-02,X-band,0115-214,ND,0.42,2.85,0.83,1214.05
RV104,2014-04-01,X-band,0109+224,ND,0.41,3.01,0.72,1460.74
RDV69,2008-05-14,X-band,0111+021,ND,0.38,3.24,0.52,
RDV98,2013-04-10,X-band,0115-214,ND,0.38,3,0.76,1099.5
RV112,2015-07-15,X-band,0115-214,ND,0.37,2.92,0.8,1244.88
RDV76,2009-07-29,X-band,0109+224,ND,0.33,3.1,0.76,958.48
RV110,2015-03-25,X-band,0115-214,ND,0.32,3.47,0.62,796.72
RV116,2016-02-09,X-band,0115-214,ND,0.29,3.29,0.69,957.28
RDV79,2010-06-23,X-band,0109+224,ND,0.27,1.68,0.77,
RV108,2014-12-03,X-band,0115-214,ND,0.27,3.43,0.65,682.95
RDV90,2011-12-20,X-band,0109+224,ND,0.25,3.07,0.72,1354.94
RV112,2015-07-15,X-band,0109+224,ND,0.25,3.47,0.57,755.35
BL122B,2005-08-26,X-band,0109+224,ND,0.23,2.61,0.85,
RV122,2017-04-25,X-band,0115-214,ND,0.23,3.29,0.81,549.83
RV118,2016-07-06,X-band,0115-214,ND,0.2,3.19,0.85,696.79
RDV82,2010-10-13,X-band,0127+084,ND,0.14,2.96,0.79,1122.87
RV120,2016-11-30,X-band,0127+084,ND,0.11,3.39,0.83,732.6
GC030,2008-03-07,X-band,0109+200,ND,0.11,2.51,,
