Experience,Date,Band,Source,"ICRF3 Cat.","Flux (Jy)","Structure index",Compactness,"Map Quality"
RDV6,1997-12-17,X-band,1954-388,D,2.57,2.27,0.75,
RDV8,1998-04-15,X-band,2037+511,ND,2.56,3.33,0.4,
RDV69,2008-05-14,X-band,2136+141,ND,2.56,2.98,0.41,
RDV94,2012-08-22,X-band,2037+511,ND,2.55,2.56,0.61,3347.52
RDV71,2008-09-03,X-band,2136+141,ND,2.55,3.4,0.32,
RDV45,2004-07-14,X-band,1958-179,ND,2.53,0.4,0.8,
RDV4,1997-07-24,X-band,1954-388,D,2.51,2.63,0.6,
RDV62,2007-03-27,X-band,2037+511,ND,2.48,2.83,0.58,2585.81
RDV68,2008-04-02,X-band,2128-123,ND,2.48,4.6,0.28,2797.18
RDV62,2007-03-27,X-band,2136+141,ND,2.48,2.83,0.44,2232.12
RDV64,2007-07-10,X-band,1954-388,D,2.47,2.51,0.74,5015.92
BL122B,2005-08-26,X-band,2136+141,ND,2.47,2.85,0.49,
RDV66,2007-12-05,X-band,1958-179,ND,2.45,1.86,0.86,6208.95
RDV63,2007-06-26,X-band,2037+511,ND,2.45,2.89,0.68,
RDV64,2007-07-10,X-band,2037+511,ND,2.44,3.14,0.53,2374.41
RDV69,2008-05-14,X-band,2128-123,ND,2.42,4.85,0.23,
RDV59,2006-09-13,X-band,1954-388,D,2.41,3.1,0.45,
RDV68,2008-04-02,X-band,2136+141,ND,2.41,3.49,0.39,1595.27
RDV66,2007-12-05,X-band,2037+511,ND,2.4,2.95,0.59,3225.98
RDV67,2008-01-23,X-band,2136+141,ND,2.4,3.45,0.45,
RDV3,1997-05-19,X-band,1954-388,D,2.39,2.56,0.76,
RDV92,2012-04-18,X-band,2037+511,ND,2.39,2.8,0.52,2975.57
BR945,1994-07-08,X-band,2128-123,ND,2.39,3.91,0.29,
RDV62,2007-03-27,X-band,1958-179,ND,2.34,1.6,0.8,4741.1
RDV74,2009-04-21,X-band,1958-179,ND,2.34,1.51,0.91,5460.14
VABF12,1995-10-12,X-band,2021+317,ND,2.3,3.21,0.39,
RDV96,2012-12-05,X-band,2037+511,ND,2.3,2.7,0.6,3997.56
RDV90,2011-12-20,X-band,2037+511,ND,2.3,2.73,0.57,2754.48
RDV70,2008-07-09,X-band,2037+511,ND,2.28,2.93,0.52,1776.69
RDV51,2005-06-29,X-band,2136+141,ND,2.25,3.24,0.58,790.97
BR9525,1995-04-12,X-band,2136+141,ND,2.24,1.86,0.73,
RDV67,2008-01-23,X-band,2037+511,ND,2.2,3.37,0.46,
RDV88,2011-08-02,X-band,2037+511,ND,2.2,2.95,0.69,2212.22
RDV76,2009-07-29,X-band,1958-179,ND,2.19,1.64,0.89,4054.39
RDV77,2009-10-07,X-band,2128-123,ND,2.19,4.89,0.25,
RDV66,2007-12-05,X-band,1954-388,D,2.18,2.77,0.62,4659.32
RDV70,2008-07-09,X-band,1958-179,ND,2.15,1.86,0.86,4515.68
BL115C,2004-02-15,X-band,2131-021,ND,2.14,3.31,0.38,
RDV65,2007-08-01,X-band,2128-123,ND,2.13,3.66,0.53,
RDV42,2003-12-17,X-band,1954-388,D,2.1,3.47,0.59,2412.79
RDV45,2004-07-14,X-band,2037+511,ND,2.09,4.06,0.43,
RDV73,2009-01-21,X-band,2136+141,ND,2.09,3.42,0.54,
RDV71,2008-09-03,X-band,2037+511,ND,2.06,3.1,0.52,
RDV69,2008-05-14,X-band,2037+511,ND,2.04,2.91,0.63,
RDV70,2008-07-09,X-band,1954-388,D,2.02,2.78,0.68,2249.38
RDV68,2008-04-02,X-band,1954-388,D,2.01,3.52,0.31,3066.32
RDV74,2009-04-21,X-band,2037+511,ND,2.01,2.95,0.47,2054.64
RDV59,2006-09-13,X-band,2136+141,ND,2.01,3.19,0.48,
RDV69,2008-05-14,X-band,1958-179,ND,1.98,0.56,0.79,
RDV31,2002-01-16,X-band,2136+141,ND,1.97,2.31,0.61,
B9725A,1997-01-10,X-band,2037+511,ND,1.95,3.9,0.33,
RDV68,2008-04-02,X-band,1958-179,ND,1.93,1.72,0.83,4832.96
RDV84,2010-12-07,X-band,2037+511,ND,1.92,3.11,0.49,2147.13
RDV65,2007-08-01,X-band,2037+511,ND,1.89,3.06,0.7,
RDV67,2008-01-23,X-band,1954-388,D,1.88,3.67,0.32,
RV116,2016-02-09,X-band,2008-159,D,1.88,2.36,0.57,3965.46
RDV57,2006-07-11,X-band,2136+141,ND,1.88,2.98,0.42,
RDV80,2010-08-04,X-band,2037+511,ND,1.86,3.29,0.45,1538.52
RDV88,2011-08-02,X-band,2008-159,D,1.84,2.6,0.76,2199.45
RDV86,2011-04-05,X-band,2008-159,D,1.82,1.83,0.76,4337.2
RDV71,2008-09-03,X-band,1954-388,D,1.81,3.35,0.21,
RDV61,2007-01-24,X-band,2037+511,ND,1.81,2.98,0.77,
BL122B,2005-08-26,X-band,2008-159,D,1.8,1.23,0.8,
RDV57,2006-07-11,X-band,1958-179,ND,1.79,3.2,0.68,
RDV94,2012-08-22,X-band,2008-159,D,1.79,2.04,0.76,3651.97
RDV12,1998-12-21,X-band,1954-388,D,1.78,1.89,0.85,
RDV51,2005-06-29,X-band,2037+511,ND,1.75,3.78,0.53,487.47
RDV78,2009-12-02,X-band,2008-159,D,1.72,2.04,0.74,3790.98
RDV72,2008-12-17,X-band,2128-123,ND,1.72,4.57,0.28,2669.53
RDV80,2010-08-04,X-band,2008-159,D,1.71,2.18,0.7,3066.52
RDV79,2010-06-23,X-band,2037+511,ND,1.71,3.19,0.44,
RDV77,2009-10-07,X-band,2037+511,ND,1.71,2.99,0.49,
RDV10,1998-08-10,X-band,2136+141,ND,1.69,2.71,0.44,
RDV69,2008-05-14,X-band,2121+053,ND,1.67,3.3,0.38,
RV112,2015-07-15,X-band,1954-388,D,1.66,2.45,0.81,1926.26
RDV5,1997-09-08,X-band,2136+141,ND,1.66,3.08,0.51,
BL115C,2004-02-15,X-band,2008-159,D,1.64,1.86,0.82,
RDV63,2007-06-26,X-band,1958-179,ND,1.63,1,0.94,
RDV64,2007-07-10,X-band,2121+053,ND,1.63,3.82,0.46,1958.33
RDV92,2012-04-18,X-band,2029+121,D,1.62,2.09,0.77,3813.26
RDV2,1997-03-31,X-band,2136+141,ND,1.6,2.78,0.47,
RDV73,2009-01-21,X-band,2037+511,ND,1.59,2.9,0.52,
RDV61,2007-01-24,X-band,2136+141,ND,1.59,2.97,0.45,
RDV6,1997-12-17,X-band,2136+141,ND,1.59,2.29,0.51,
RDV88,2011-08-02,X-band,1954-388,D,1.58,2.16,0.82,2738.34
RDV57,2006-07-11,X-band,2037+511,ND,1.58,3.47,0.56,
RDV4,1997-07-24,X-band,2136+141,ND,1.54,2.57,0.5,
RDV86,2011-04-05,X-band,1954-388,D,1.51,2.58,0.76,2617.15
RV124,2017-07-17,X-band,2126-158,ND,1.5,3.33,0.52,1530.39
B9725B,1997-01-11,X-band,1936-155,D,1.48,1.72,0.88,
RV122,2017-04-25,X-band,2126-158,ND,1.46,3.08,0.46,1622.64
RDV1,1997-01-30,X-band,2136+141,ND,1.46,2.84,0.52,
RDV3,1997-05-19,X-band,2136+141,ND,1.46,2.23,0.54,
RV102,2013-12-11,X-band,1958-179,ND,1.4,2.01,0.9,3535.33
RDV59,2006-09-13,X-band,2037+511,ND,1.39,3.13,0.6,
RDV63,2007-06-26,X-band,2126-158,ND,1.39,2.01,0.66,
RDV98,2013-04-10,X-band,2128-123,ND,1.38,4.56,0.29,1139.84
RV106,2014-09-03,X-band,2008-159,D,1.37,2.76,0.55,2404.34
RDV62,2007-03-27,X-band,2126-158,ND,1.37,2.82,0.52,3561.94
RDV72,2008-12-17,X-band,1954-388,D,1.35,4.01,0.21,2055.17
RDV70,2008-07-09,X-band,2126-158,ND,1.33,2.73,0.59,2598.9
RDV90,2011-12-20,X-band,1954-388,D,1.32,3.05,0.48,2454.58
RDV67,2008-01-23,X-band,2106-413,ND,1.27,4.43,0.41,
RDV67,2008-01-23,X-band,2126-158,ND,1.27,2.2,0.68,
RDV66,2007-12-05,X-band,2126-158,ND,1.27,2.23,0.85,2945.74
RV122,2017-04-25,X-band,1936-155,D,1.26,2.04,0.89,3649.37
RV124,2017-07-17,X-band,1936-155,D,1.25,2.29,0.85,2656.6
RDV73,2009-01-21,X-band,1954-388,D,1.25,3.89,0.51,
RDV72,2008-12-17,X-band,2121+053,ND,1.25,3.48,0.33,2334.46
RDV51,2005-06-29,X-band,1958-179,ND,1.24,3.88,0.61,455.92
B9725B,1997-01-11,X-band,1958-179,ND,1.23,0,0.98,
RDV64,2007-07-10,X-band,2126-158,ND,1.23,2.42,0.72,2211.2
VABF12,1995-10-12,X-band,2131-021,ND,1.23,2.31,0.48,
RDV31,2002-01-16,X-band,1954-388,D,1.22,2.96,0.82,
RDV75,2009-05-13,X-band,2126-158,ND,1.19,2.68,0.36,
RDV26,2001-03-12,X-band,1954-388,D,1.17,2.69,0.84,2941.45
RDV12,1998-12-21,X-band,2008-159,D,1.17,2.27,0.69,
RDV20,2000-03-13,X-band,2021+317,ND,1.17,3.23,0.29,1469.17
RDV74,2009-04-21,X-band,2126-158,ND,1.16,2.76,0.5,2582.93
RDV76,2009-07-29,X-band,2144+092,ND,1.16,2.11,0.9,2665.48
RDG953,1995-10-02,X-band,1958-179,ND,1.15,0.91,0.97,
RDV20,2000-03-13,X-band,1936-155,D,1.14,2.4,0.77,2484.38
RDV71,2008-09-03,X-band,2126-158,ND,1.14,2.2,0.8,
RDV76,2009-07-29,X-band,2126-158,ND,1.14,2.45,0.66,3128.78
RDV78,2009-12-02,X-band,2126-158,ND,1.13,2.78,0.61,2222.32
RDV59,2006-09-13,X-band,2126-158,ND,1.12,2.54,0.54,
RDV61,2007-01-24,X-band,1933-400,ND,1.1,1.16,0.8,
RV118,2016-07-06,X-band,1936-155,D,1.09,2.18,0.86,2172.78
RV122,2017-04-25,X-band,2000+472,D,1.05,2.58,0.62,2365.58
RDV73,2009-01-21,X-band,2126-158,ND,1.01,3.03,0.58,
BR9525,1995-04-12,X-band,2113+293,D,0.98,1.72,0.83,
RDV67,2008-01-23,X-band,2021+317,ND,0.97,3.64,0.2,
RDV70,2008-07-09,X-band,2029+121,D,0.95,2.01,0.84,3510.72
RDV74,2009-04-21,X-band,2144+092,ND,0.94,1.89,0.85,2597.69
RV112,2015-07-15,X-band,1936-155,D,0.91,2.45,0.86,2519.84
VABF12,1995-10-12,X-band,2059+034,D,0.91,2.06,0.79,
RV110,2015-03-25,X-band,1936-155,D,0.89,2.16,0.89,2250.83
RDV61,2007-01-24,X-band,2126-158,ND,0.88,1.92,0.75,
RV106,2014-09-03,X-band,2000+472,D,0.87,2.42,0.68,1937.5
RV110,2015-03-25,X-band,2000+472,D,0.87,2.42,0.69,1910.78
RDV6,1997-12-17,X-band,2126-158,ND,0.87,2.68,0.56,
RDV45,2004-07-14,X-band,2113+293,D,0.86,1.92,0.77,
RV114,2015-12-02,X-band,2022-077,D,0.86,2.04,0.92,5878.77
RDV75,2009-05-13,X-band,2000+472,D,0.85,2.63,0.6,
RV112,2015-07-15,X-band,2000+472,D,0.85,2.97,0.58,1213.95
BR9525,1995-04-12,X-band,2029+121,D,0.82,3.22,0.51,
RDV94,2012-08-22,X-band,2059+034,D,0.8,2.5,0.73,2453.38
RDV82,2010-10-13,X-band,2000+472,D,0.79,2.86,0.57,1715.88
RDV64,2007-07-10,X-band,2113+293,D,0.79,2.96,0.51,1654.5
BL115C,2004-02-15,X-band,1936-155,D,0.78,1.92,0.76,
RDV76,2009-07-29,X-band,2000+472,D,0.78,3.08,0.65,1173.5
RDV78,2009-12-02,X-band,2000+472,D,0.77,2.83,0.62,1404.89
RDV68,2008-04-02,X-band,2000+472,D,0.76,2.11,0.73,3891.18
B9725A,1997-01-10,X-band,2008-159,D,0.76,1.16,0.84,
RV124,2017-07-17,X-band,2022-077,D,0.76,2.61,0.72,5171.55
RDV66,2007-12-05,X-band,2029+121,D,0.75,2.25,0.81,3016.27
RDV66,2007-12-05,X-band,2113+293,D,0.75,2.94,0.55,2050.99
RDV63,2007-06-26,X-band,2113+293,D,0.74,2.54,0.62,
RDV7,1998-02-09,X-band,2126-158,ND,0.74,2.75,0.61,
RDV73,2009-01-21,X-band,2021+317,ND,0.73,3.68,0.3,
RDV67,2008-01-23,X-band,2113+293,D,0.71,2.76,0.52,
RDV76,2009-07-29,X-band,2113+293,D,0.71,3.18,0.59,1146.69
B9725B,1997-01-11,X-band,2126-158,ND,0.71,2.36,0.65,
RDV96,2012-12-05,X-band,2059+034,D,0.7,2.57,0.72,2017.2
RV124,2017-07-17,X-band,2059+034,D,0.7,2.54,0.85,1834.58
RDV88,2011-08-02,X-band,2059+034,D,0.69,2.9,0.78,1614.16
RDV68,2008-04-02,X-band,2113+293,D,0.68,3.21,0.53,873.13
RDV70,2008-07-09,X-band,2113+293,D,0.68,3.21,0.51,1179.79
RDV57,2006-07-11,X-band,2021+317,ND,0.67,3.19,0.44,
RDV84,2010-12-07,X-band,2059+034,D,0.67,2.84,0.69,1697.8
RDV75,2009-05-13,X-band,2059+034,D,0.66,2.57,0.48,
RDV96,2012-12-05,X-band,1936-155,D,0.65,2.6,0.84,1678.16
RDV71,2008-09-03,X-band,1936-155,D,0.65,1.6,0.89,
RDV71,2008-09-03,X-band,2113+293,D,0.65,2.38,0.63,
RDV84,2010-12-07,X-band,2113+293,D,0.65,2.93,0.63,1356.82
RV108,2014-12-03,X-band,2029+121,D,0.64,3.58,0.45,913.39
BL122B,2005-08-26,X-band,2048+312,ND,0.64,3.18,0.31,
RV100,2013-07-24,X-band,2059+034,D,0.64,2.99,0.69,1383.72
RDV88,2011-08-02,X-band,2113+293,D,0.64,3.33,0.54,1186.58
RDV62,2007-03-27,X-band,2113+293,D,0.63,3.29,0.45,1475.51
RDV77,2009-10-07,X-band,2113+293,D,0.63,2.93,0.54,
RDV77,2009-10-07,X-band,2059+034,D,0.62,2.2,0.48,
RDV82,2010-10-13,X-band,2059+034,D,0.61,2.96,0.66,1406.83
RDV82,2010-10-13,X-band,2106-413,ND,0.61,4.19,0.28,686.52
RDV78,2009-12-02,X-band,2113+293,D,0.61,3.23,0.51,1176.4
RDV84,2010-12-07,X-band,1936-155,D,0.6,2.69,0.81,1604.25
RDV98,2013-04-10,X-band,2000+472,D,0.6,3.04,0.59,1112.57
RDV72,2008-12-17,X-band,2113+293,D,0.6,2.7,0.84,2086.92
RDV57,2006-07-11,X-band,2113+293,D,0.59,3.17,0.36,
RV104,2014-04-01,X-band,1936-155,D,0.58,2.54,0.85,1371.49
B9725B,1997-01-11,X-band,2144+092,ND,0.58,3.69,0.33,
RV114,2015-12-02,X-band,2059+034,D,0.57,3.17,0.59,1729.78
RV120,2016-11-30,X-band,2059+034,D,0.57,2.67,0.72,1714.79
RV100,2013-07-24,X-band,2113+293,D,0.57,3.46,0.42,1564.14
RDV51,2005-06-29,X-band,2113+293,D,0.56,3.49,0.68,484.74
RDV92,2012-04-18,X-band,1958-179,ND,0.55,2.42,0.85,1969.11
RDG953,1995-10-02,X-band,2121+053,ND,0.55,2.91,0.59,
RDV59,2006-09-13,X-band,2113+293,D,0.54,3.14,0.4,
RV104,2014-04-01,X-band,2113+293,D,0.54,3.59,0.36,1201.16
RV110,2015-03-25,X-band,2059+034,D,0.52,3.11,0.56,1013.06
RV102,2013-12-11,X-band,2113+293,D,0.52,3.5,0.38,1019.16
RDV79,2010-06-23,X-band,2113+293,D,0.51,2.7,0.63,
RV104,2014-04-01,X-band,2007+659,ND,0.51,2.57,0.69,2850.77
RDV59,2006-09-13,X-band,1936-155,D,0.5,2.14,0.67,
RV106,2014-09-03,X-band,2059+034,D,0.49,3.35,0.48,865.61
RV114,2015-12-02,X-band,2113+293,D,0.49,3.49,0.41,956.53
RDV98,2013-04-10,X-band,2144+092,ND,0.49,2.56,0.79,1445.17
RV116,2016-02-09,X-band,2054-377,ND,0.47,2.97,0.77,1296.92
RV110,2015-03-25,X-band,2113+293,D,0.47,3.25,0.48,1230.32
RV104,2014-04-01,X-band,2144+092,ND,0.45,2.7,0.77,1437
RV118,2016-07-06,X-band,2106-413,ND,0.43,3.95,0.44,648.27
RDV69,2008-05-14,X-band,2048+312,ND,0.42,2.94,0.51,
B9725B,1997-01-11,X-band,2048+312,ND,0.41,2.96,0.34,
RV108,2014-12-03,X-band,2106-413,ND,0.39,3.88,0.43,735.6
RV118,2016-07-06,X-band,1946-200,ND,0.38,4.27,0.35,1189.13
RDV6,1997-12-17,X-band,2106+143,ND,0.37,2.57,0.75,
RDV64,2007-07-10,X-band,2144+092,ND,0.36,3.07,0.68,920.49
RDV63,2007-06-26,X-band,2029+024,ND,0.34,0.4,0.87,
RV118,2016-07-06,X-band,1949-052,D,0.3,2.33,0.91,2543.42
RDV61,2007-01-24,X-band,2048+312,ND,0.25,2.94,0.38,
RV114,2015-12-02,X-band,2047-266,ND,0.25,2.92,0.83,1594.78
RDV75,2009-05-13,X-band,2120-309,ND,0.23,1.98,0.67,
RV112,2015-07-15,X-band,2029+024,ND,0.21,2.75,0.87,1399.94
RV104,2014-04-01,X-band,1949-052,D,0.21,2.69,0.9,1879.52
RV104,2014-04-01,X-band,2139-249,ND,0.21,3.38,0.58,876.31
RV104,2014-04-01,X-band,2029+024,ND,0.19,2.78,0.77,1488.74
RV100,2013-07-24,X-band,2033-219,ND,0.11,3.51,0.72,746.72
GC030,2008-03-07,X-band,2052+239,ND,0.06,2.06,,
