Experience,Date,Band,Source,"ICRF3 Cat.","Flux (Jy)","Structure index",Compactness,"Map Quality"
RDV8,1998-04-15,X-band,1803+784,ND,2.26,2.51,0.62,
RDV63,2007-06-26,X-band,1908-201,D,2.25,2.42,0.52,
RDV96,2012-12-05,X-band,1749+096,D,2.24,1.86,0.78,3952.03
RDV51,2005-06-29,X-band,1749+096,D,2.18,2.45,0.87,1415.19
RDV94,2012-08-22,X-band,1803+784,ND,2.17,2.48,0.64,5348.56
RDV76,2009-07-29,X-band,1759-396,D,2.17,2.09,0.83,2888.47
RDV7,1998-02-09,X-band,1803+784,ND,2.16,2.46,0.62,
RDV12,1998-12-21,X-band,1803+784,ND,2.15,2.71,0.56,
RV108,2014-12-03,X-band,1803+784,ND,2.15,2.58,0.64,2867.39
RDV66,2007-12-05,X-band,1908-201,D,2.11,2.33,0.75,3384.24
RV114,2015-12-02,X-band,1803+784,ND,2.1,2.29,0.68,3020.28
RDV20,2000-03-13,X-band,1749+096,D,2.08,1.76,0.7,2638.08
RDV67,2008-01-23,X-band,1749+096,D,2.08,2.01,0.62,
RDV6,1997-12-17,X-band,1908-201,D,2.08,2.16,0.72,
RDV5,1997-09-08,X-band,1803+784,ND,2.07,2.34,0.6,
RDV2,1997-03-31,X-band,1803+784,ND,2.04,2.29,0.58,
RV106,2014-09-03,X-band,1803+784,ND,2.03,2.65,0.62,3926.59
RDV69,2008-05-14,X-band,1908-201,D,2.02,1.98,0.82,
RDV5,1997-09-08,X-band,1908-201,D,2.01,2.09,0.72,
RDV26,2001-03-12,X-band,1803+784,ND,2,2.51,0.52,2467.72
RDV6,1997-12-17,X-band,1803+784,ND,2,2.54,0.66,
RDV4,1997-07-24,X-band,1803+784,ND,2,2.58,0.61,
RDV70,2008-07-09,X-band,1908-201,D,1.98,2.5,0.69,3459.43
RDV1,1997-01-30,X-band,1803+784,ND,1.96,2.4,0.64,
RDV61,2007-01-24,X-band,1908-201,D,1.96,3.07,0.64,
RDV3,1997-05-19,X-band,1803+784,ND,1.95,2.51,0.62,
RDV7,1998-02-09,X-band,1908-201,D,1.95,2.23,0.75,
RDV79,2010-06-23,X-band,1642+690,D,1.94,2.01,0.72,
RDV31,2002-01-16,X-band,1803+784,ND,1.91,2.58,0.62,
RDV42,2003-12-17,X-band,1803+784,ND,1.89,2.96,0.6,1922.01
RDV51,2005-06-29,X-band,1908-201,D,1.86,3.09,0.79,822.55
RDV45,2004-07-14,X-band,1908-201,D,1.84,2.45,0.68,
RV110,2015-03-25,X-band,1657-261,D,1.82,1.95,0.73,2898.63
RV100,2013-07-24,X-band,1803+784,ND,1.8,2.76,0.68,4001.58
RDV26,2001-03-12,X-band,1908-201,D,1.79,3.21,0.42,1705.19
RV102,2013-12-11,X-band,1642+690,D,1.78,3.43,0.44,2785.05
RDV80,2010-08-04,X-band,1759-396,D,1.77,1.98,0.86,4195.52
RV120,2016-11-30,X-band,1726+455,ND,1.76,3.53,0.53,3711.91
RDV5,1997-09-08,X-band,1726+455,ND,1.74,1.41,0.9,
RDV1,1997-01-30,X-band,1749+096,D,1.74,0.69,0.97,
RDV4,1997-07-24,X-band,1908-201,D,1.73,2.36,0.66,
RDV74,2009-04-21,X-band,1759-396,D,1.72,2.06,0.84,2845.67
BL115C,2004-02-15,X-band,1803+784,ND,1.71,3.17,0.59,
RDV84,2010-12-07,X-band,1642+690,D,1.7,2.45,0.61,3948.74
RDV71,2008-09-03,X-band,1751+288,D,1.69,0.69,0.76,
RDV96,2012-12-05,X-band,1803+784,ND,1.67,2.5,0.62,4486.88
RV116,2016-02-09,X-band,1751+288,D,1.66,2.06,0.79,2757.29
RV120,2016-11-30,X-band,1908-201,D,1.66,2.04,0.81,3472.17
RDV68,2008-04-02,X-band,1749+096,D,1.65,2.27,0.81,2539.56
RV112,2015-07-15,X-band,1849+670,D,1.63,2.27,0.72,2409.66
RDV75,2009-05-13,X-band,1751+288,D,1.59,0.4,0.76,
RDV88,2011-08-02,X-band,1759-396,D,1.59,2.01,0.89,3595.32
RDV2,1997-03-31,X-band,1908-201,D,1.58,2.27,0.71,
RDV79,2010-06-23,X-band,1759-396,D,1.58,1.8,0.87,
RDV92,2012-04-18,X-band,1759-396,D,1.58,2.16,0.83,3806.74
RV116,2016-02-09,X-band,1849+670,D,1.56,2.57,0.64,2349.76
RV104,2014-04-01,X-band,1657-261,D,1.54,1.86,0.9,3843.88
RV114,2015-12-02,X-band,1751+288,D,1.52,2.01,0.67,3559.86
RDV42,2003-12-17,X-band,1908-201,D,1.52,3.14,0.55,1484.68
RDV3,1997-05-19,X-band,1908-201,D,1.52,2.31,0.72,
RDV86,2011-04-05,X-band,1908-201,D,1.5,2.53,0.69,2889.35
RDV82,2010-10-13,X-band,1759-396,D,1.49,1.98,0.81,3260.02
RDV62,2007-03-27,X-band,1655+077,ND,1.47,2.98,0.54,2262.85
RV104,2014-04-01,X-band,1849+670,D,1.43,1.83,0.82,2759.42
RDV57,2006-07-11,X-band,1803+784,ND,1.41,2.56,0.64,
RDV61,2007-01-24,X-band,1849+670,D,1.4,0.91,0.95,
RV114,2015-12-02,X-band,1759-396,D,1.36,1.92,0.81,2801.82
RV116,2016-02-09,X-band,1657-261,D,1.35,2.01,0.87,3651.84
RDV6,1997-12-17,X-band,1726+455,ND,1.35,1.68,0.78,
RDV1,1997-01-30,X-band,1908-201,D,1.35,2.65,0.62,
B9725B,1997-01-11,X-band,1749+096,D,1.34,0.4,0.98,
RDV76,2009-07-29,X-band,1751+288,D,1.34,2.23,0.75,1984.61
RDV84,2010-12-07,X-band,1759-396,D,1.33,2.51,0.73,2327.96
B9725A,1997-01-10,X-band,1749+096,D,1.32,0.56,0.98,
RDV86,2011-04-05,X-band,1759-396,D,1.31,2.18,0.9,2908.59
RDV90,2011-12-20,X-band,1639-062,D,1.29,2.6,0.85,1357.46
RV118,2016-07-06,X-band,1759-396,D,1.27,2.61,0.72,2368.71
B9725A,1997-01-10,X-band,1655+077,ND,1.25,3.03,0.8,
RDV73,2009-01-21,X-band,1849+670,D,1.25,1.92,0.82,
RV108,2014-12-03,X-band,1908-201,D,1.24,2.25,0.81,2190.87
RDV4,1997-07-24,X-band,1726+455,ND,1.23,1.76,0.78,
RV112,2015-07-15,X-band,1759-396,D,1.23,2.36,0.81,1937.28
RDV64,2007-07-10,X-band,1759-396,D,1.22,2.4,0.79,2995.47
RDV88,2011-08-02,X-band,1639-062,D,1.21,2.61,0.85,2065.95
RV124,2017-07-17,X-band,1759-396,D,1.19,2.29,0.83,1333.98
RV116,2016-02-09,X-band,1639-062,D,1.19,2.01,0.87,2769.23
RDV94,2012-08-22,X-band,1759-396,D,1.16,2.04,0.92,2793.55
RDV69,2008-05-14,X-band,1800+440,ND,1.15,2.16,0.76,
VABF12,1995-10-12,X-band,1642+690,D,1.14,3.48,0.37,
RDV9,1998-06-24,X-band,1901+319,ND,1.13,3.6,0.48,
RDV71,2008-09-03,X-band,1849+670,D,1.12,2.29,0.68,
RDV70,2008-07-09,X-band,1901+319,ND,1.12,3.92,0.38,1136
RDV90,2011-12-20,X-band,1908-201,D,1.12,2.46,0.74,2269.75
RDV68,2008-04-02,X-band,1657-261,D,1.09,1.8,0.85,5792.77
RV122,2017-04-25,X-band,1639-062,D,1.09,2.43,0.73,3575.18
RDV66,2007-12-05,X-band,1800+440,ND,1.08,2.16,0.81,3145.97
RDV20,2000-03-13,X-band,1655+077,ND,1.07,3.64,0.46,1103.7
RV120,2016-11-30,X-band,1759-396,D,1.05,2.36,0.8,1825.83
RDV96,2012-12-05,X-band,1759-396,D,1.03,2.29,0.81,2679.92
RDV94,2012-08-22,X-band,1751+288,D,0.97,2.46,0.72,2230.19
RDV75,2009-05-13,X-band,1759-396,D,0.97,3.66,0.68,
RDV92,2012-04-18,X-band,1751+288,D,0.93,2.42,0.72,2869
VABF12,1995-10-12,X-band,1738+476,ND,0.91,2.11,0.73,
RDV26,2001-03-12,X-band,1642+690,D,0.9,2.97,0.6,1443.79
BL115C,2004-02-15,X-band,1726+455,ND,0.9,1.68,0.81,
RDV9,1998-06-24,X-band,1652+398,ND,0.89,3.49,0.47,
RDV77,2009-10-07,X-band,1657-261,D,0.89,1.29,0.72,
RDV61,2007-01-24,X-band,1751+288,D,0.89,2.29,0.65,
RDV31,2002-01-16,X-band,1642+690,D,0.88,2.25,0.74,
RDV86,2011-04-05,X-band,1705+018,D,0.87,2.67,0.72,2028.84
RDV3,1997-05-19,X-band,1726+455,ND,0.86,2.09,0.74,
BR9525,1995-04-12,X-band,1849+670,D,0.86,1.64,0.87,
RDV42,2003-12-17,X-band,1642+690,D,0.85,3.13,0.58,1185.83
RDV2,1997-03-31,X-band,1726+455,ND,0.85,2.11,0.65,
RV110,2015-03-25,X-band,1759-396,D,0.84,2.7,0.85,681.22
BR9525,1995-04-12,X-band,1652+398,ND,0.83,3.27,0.48,
RDG953,1995-10-02,X-band,1726+455,ND,0.83,2.27,0.75,
RDV98,2013-04-10,X-band,1759-396,D,0.83,2.58,0.87,1604.16
RV118,2016-07-06,X-band,1742-078,ND,0.83,3.08,0.53,3989.54
RDV66,2007-12-05,X-band,1652+398,ND,0.82,3.47,0.41,1446.52
BR9525,1995-04-12,X-band,1743+173,ND,0.82,2.64,0.51,
RDV65,2007-08-01,X-band,1639-062,D,0.82,2.25,0.63,
B9725B,1997-01-11,X-band,1800+440,ND,0.81,1.68,0.91,
RV104,2014-04-01,X-band,1759-396,D,0.8,2.46,0.84,2225.28
RDV72,2008-12-17,X-band,1901+319,ND,0.79,3.72,0.41,1153.6
BL115C,2004-02-15,X-band,1849+670,D,0.78,1.92,0.75,
RDV75,2009-05-13,X-band,1657-261,D,0.77,1.29,0.71,
BL115C,2004-02-15,X-band,1732+389,ND,0.77,0.2,0.75,
B9725A,1997-01-10,X-band,1901+319,ND,0.77,4.22,0.29,
RDV12,1998-12-21,X-band,1657-261,D,0.76,0.91,0.8,
RV120,2016-11-30,X-band,1717+178,D,0.76,3.11,0.46,1412.93
RDV8,1998-04-15,X-band,1726+455,ND,0.76,1.95,0.63,
RDV51,2005-06-29,X-band,1829-207,ND,0.74,4.75,0.37,1759.36
RV108,2014-12-03,X-band,1759-396,D,0.73,2.74,0.68,1329.51
RDV79,2010-06-23,X-band,1800+440,ND,0.72,1.83,0.71,
BR945,1994-07-08,X-band,1821+107,ND,0.72,3.59,0.45,
RDV65,2007-08-01,X-band,1732+389,ND,0.71,1.98,0.69,
RDV80,2010-08-04,X-band,1657-261,D,0.7,2.75,0.8,1615.23
RDV62,2007-03-27,X-band,1652+398,ND,0.69,3.19,0.58,1188.38
RDV1,1997-01-30,X-band,1726+455,ND,0.69,2.33,0.61,
BL122B,2005-08-26,X-band,1742-078,ND,0.69,3.28,0.4,
RDV76,2009-07-29,X-band,1657-261,D,0.67,2.93,0.75,1350.78
RDV26,2001-03-12,X-band,1745+624,D,0.67,1.98,0.79,2096.78
RDV75,2009-05-13,X-band,1821+107,ND,0.67,2.84,0.51,
RDV20,2000-03-13,X-band,1642+690,D,0.66,2.95,0.52,1307.53
RDV26,2001-03-12,X-band,1657-261,D,0.65,2.43,0.83,2689.05
RDV59,2006-09-13,X-band,1717+178,D,0.65,3.14,0.41,
RDV71,2008-09-03,X-band,1738+476,ND,0.64,2.51,0.56,
RDV82,2010-10-13,X-band,1657-261,D,0.63,2.93,0.71,1628.81
RDV66,2007-12-05,X-band,1705+018,D,0.63,2.71,0.8,1739.78
RV112,2015-07-15,X-band,1743+173,ND,0.63,2.51,0.85,2415.01
RDV26,2001-03-12,X-band,1800+440,ND,0.63,2.63,0.61,1454.42
RDV31,2002-01-16,X-band,1745+624,D,0.61,0.81,0.79,
RDV73,2009-01-21,X-band,1657-261,D,0.59,2.2,0.76,
RDV88,2011-08-02,X-band,1657-261,D,0.59,2.85,0.83,1135.3
B9725B,1997-01-11,X-band,1732+389,ND,0.59,2.98,0.48,
RDV82,2010-10-13,X-band,1738+476,ND,0.59,3.19,0.48,1322.37
RV108,2014-12-03,X-band,1717+178,D,0.58,3.3,0.41,1111.26
RDV42,2003-12-17,X-band,1745+624,D,0.58,2.48,0.64,1649.11
BL122B,2005-08-26,X-band,1749+701,ND,0.57,3.27,0.47,
RDV20,2000-03-13,X-band,1657-261,D,0.56,2.61,0.8,1666.58
RDV67,2008-01-23,X-band,1717+178,D,0.56,2.56,0.6,
RDV78,2009-12-02,X-band,1717+178,D,0.56,3.14,0.52,1048.01
RDV10,1998-08-10,X-band,1738+476,ND,0.56,3.23,0.48,
RDV20,2000-03-13,X-band,1745+624,D,0.56,2.16,0.79,2136.1
RDV45,2004-07-14,X-band,1745+624,D,0.56,1.72,0.72,
B9725B,1997-01-11,X-band,1717+178,D,0.54,2.68,0.61,
RDV9,1998-06-24,X-band,1745+624,D,0.54,1.41,0.78,
B9725A,1997-01-10,X-band,1726+455,ND,0.53,2.4,0.62,
RDV5,1997-09-08,X-band,1745+624,D,0.53,1.6,0.8,
VABF12,1995-10-12,X-band,1705+018,D,0.52,2.42,0.78,
RDV10,1998-08-10,X-band,1745+624,D,0.52,1.16,0.77,
RDV8,1998-04-15,X-band,1745+624,D,0.52,1.08,0.79,
RDV96,2012-12-05,X-band,1652+398,ND,0.5,3.09,0.58,809.97
BL122B,2005-08-26,X-band,1726+455,ND,0.5,2.46,0.63,
RDV4,1997-07-24,X-band,1745+624,D,0.5,1.41,0.8,
RDV73,2009-01-21,X-band,1705+018,D,0.49,2.75,0.65,
RDV31,2002-01-16,X-band,1821+107,ND,0.49,3.32,0.56,
BE10A,1996-04-23,X-band,1745+624,D,0.48,1.56,0.78,
RDV2,1997-03-31,X-band,1745+624,D,0.48,1.35,0.8,
RDV6,1997-12-17,X-band,1745+624,D,0.48,1.16,0.78,
RV100,2013-07-24,X-band,1657+265,ND,0.48,2.48,0.79,3304.33
RDV7,1998-02-09,X-band,1745+624,D,0.47,1.6,0.82,
RDV3,1997-05-19,X-band,1745+624,D,0.46,1.68,0.8,
RDV75,2009-05-13,X-band,1749+701,ND,0.45,3.27,0.43,
RDV1,1997-01-30,X-band,1745+624,D,0.44,1.29,0.82,
B9725B,1997-01-11,X-band,1749+701,ND,0.44,2.74,0.64,
RDV51,2005-06-29,X-band,1745+624,D,0.43,2.87,0.73,1117.2
RDV57,2006-07-11,X-band,1821+107,ND,0.43,2.67,0.7,
RDV70,2008-07-09,X-band,1743+173,ND,0.42,3.07,0.72,1267.34
RDV62,2007-03-27,X-band,1657-261,D,0.38,3.07,0.59,1369.87
BR9525,1995-04-12,X-band,1751+288,D,0.38,2.36,0.73,
RDV68,2008-04-02,X-band,1726+455,ND,0.36,2.96,0.82,1272.18
B9725A,1997-01-10,X-band,1745+624,D,0.36,1.23,0.9,
RDV63,2007-06-26,X-band,1745+624,D,0.35,2.14,0.62,
RDV31,2002-01-16,X-band,1657-261,D,0.33,1.56,0.74,
RV104,2014-04-01,X-band,1842-289,ND,0.32,2.63,0.84,2019.95
RDV61,2007-01-24,X-band,1745+624,D,0.31,1.6,0.66,
RDV77,2009-10-07,X-band,1745+624,D,0.31,2.23,0.64,
RDV59,2006-09-13,X-band,1745+624,D,0.3,2.27,0.68,
RDV78,2009-12-02,X-band,1745+624,D,0.3,2.63,0.64,1246.55
RDV69,2008-05-14,X-band,1745+624,D,0.29,2.4,0.68,
RDV20,2000-03-13,X-band,1726+455,ND,0.28,3.07,0.66,1172.06
RV114,2015-12-02,X-band,1829-207,ND,0.28,4.98,0.3,729.63
RDV62,2007-03-27,X-band,1726+455,ND,0.18,3.19,0.78,840.87
RV114,2015-12-02,X-band,1914-154,ND,0.18,2.77,0.86,1474.49
RV118,2016-07-06,X-band,1739-152,ND,0.16,3.52,0.64,812.65
RDV59,2006-09-13,X-band,1726+455,ND,0.15,2.16,0.83,
RDV73,2009-01-21,X-band,1650-157,ND,0.14,1.51,0.95,
RV122,2017-04-25,X-band,1722+119,ND,0.07,3.43,0.81,625.27
GC030,2008-03-07,X-band,1722+119,ND,0.04,2.29,,
