Experience,Date,Band,Source,"ICRF3 Cat.","Flux (Jy)","Structure index",Compactness,"Map Quality"
BR945,1994-07-08,X-band,0953+254,ND,1.39,2.4,0.58,
RDV63,2007-06-26,X-band,1124-186,D,1.39,1.16,0.83,
RDV10,1998-08-10,X-band,1034-293,ND,1.37,1.92,0.72,
RDV63,2007-06-26,X-band,0955+476,D,1.36,1.64,0.82,
RV124,2017-07-17,X-band,1128+385,ND,1.36,2.42,0.64,3135.09
RDV68,2008-04-02,X-band,1128+385,ND,1.34,2.63,0.71,1740.67
RDV76,2009-07-29,X-band,1034-293,ND,1.32,3.66,0.36,1971.27
RDV66,2007-12-05,X-band,0955+476,D,1.3,2.33,0.72,2340.66
RDV77,2009-10-07,X-band,1032-199,ND,1.29,3.66,0.33,
RDV7,1998-02-09,X-band,1124-186,D,1.29,1.72,0.72,
RDV6,1997-12-17,X-band,1124-186,D,1.29,1.89,0.69,
RDV57,2006-07-11,X-band,0955+476,D,1.28,1.51,0.66,
RDV65,2007-08-01,X-band,1128+385,ND,1.28,1.56,0.87,
RDV68,2008-04-02,X-band,0955+476,D,1.27,2.33,0.74,2533.45
RDV73,2009-01-21,X-band,1034-293,ND,1.27,3.12,0.6,
RDV2,1997-03-31,X-band,1034-293,ND,1.26,1.98,0.79,
RDV69,2008-05-14,X-band,0917+449,ND,1.25,2.58,0.75,
VABF12,1995-10-12,X-band,1038+064,ND,1.25,3.81,0.32,
RDV26,2001-03-12,X-band,1124-186,D,1.25,2.82,0.81,1833.81
RDV9,1998-06-24,X-band,1034-293,ND,1.24,2.2,0.87,
RDV64,2007-07-10,X-band,0912+029,ND,1.23,2.45,0.69,2688.99
RDV76,2009-07-29,X-band,0917+449,ND,1.23,2.74,0.65,1538.37
RDV62,2007-03-27,X-band,1128+385,ND,1.23,2.53,0.62,1998.66
RDV59,2006-09-13,X-band,1124-186,D,1.22,1.76,0.68,
RDV42,2003-12-17,X-band,1128+385,ND,1.22,2.38,0.72,2691.03
RV116,2016-02-09,X-band,1128+385,ND,1.21,2.68,0.52,1683.65
RDV4,1997-07-24,X-band,0953+254,ND,1.19,2.71,0.5,
RDV12,1998-12-21,X-band,1034-293,ND,1.19,3.33,0.26,
RV118,2016-07-06,X-band,1045-188,ND,1.16,2.81,0.51,2325.3
RDV57,2006-07-11,X-band,1124-186,D,1.15,2.57,0.58,
RDV90,2011-12-20,X-band,0925-203,ND,1.14,3.3,0.55,1493.46
RDV1,1997-01-30,X-band,0953+254,ND,1.13,3.38,0.52,
RDV73,2009-01-21,X-band,1124-186,D,1.13,1.29,0.79,
RV122,2017-04-25,X-band,1124-186,D,1.13,2.14,0.83,3566.04
RDV3,1997-05-19,X-band,0953+254,ND,1.12,2.78,0.66,
RV120,2016-11-30,X-band,1124-186,D,1.12,2.43,0.79,2491.35
RDV6,1997-12-17,X-band,0953+254,ND,1.11,3.09,0.44,
RDV1,1997-01-30,X-band,1034-293,ND,1.11,2.34,0.67,
RDV72,2008-12-17,X-band,1124-186,D,1.11,2.46,0.71,1781.41
RDV57,2006-07-11,X-band,1038+064,ND,1.1,3.58,0.36,
RDV70,2008-07-09,X-band,0912+029,ND,1.09,3.09,0.65,1689.1
RDV2,1997-03-31,X-band,0953+254,ND,1.09,2.75,0.61,
RDV70,2008-07-09,X-band,1032-199,ND,1.09,2.82,0.6,1126.68
RDV4,1997-07-24,X-band,1124-186,D,1.09,1.08,0.72,
RDV26,2001-03-12,X-band,0917+624,ND,1.08,3.35,0.42,1944.32
RDV26,2001-03-12,X-band,1034-293,ND,1.08,2.67,0.61,2140.3
RDV8,1998-04-15,X-band,1034-293,ND,1.08,2.11,0.8,
RV106,2014-09-03,X-band,1124-186,D,1.07,2.64,0.64,1773.89
VABF12,1995-10-12,X-band,0955+476,D,1.06,1.23,0.86,
RDV57,2006-07-11,X-band,1032-199,ND,1.06,3.54,0.16,
RDV5,1997-09-08,X-band,1124-186,D,1.06,1.86,0.63,
RDV2,1997-03-31,X-band,0955+476,D,1.05,0.4,0.81,
VABF12,1995-10-12,X-band,1020+400,ND,1.05,3.12,0.61,
RDV69,2008-05-14,X-band,0953+254,ND,1.04,3.48,0.67,
BL122B,2005-08-26,X-band,0945+408,ND,1.01,4.06,0.31,
RDV61,2007-01-24,X-band,1034-293,ND,1.01,3.03,0.58,
RV102,2013-12-11,X-band,1034-293,ND,1.01,4.31,0.32,1286.1
RDV1,1997-01-30,X-band,0955+476,D,1,0.4,0.87,
RDV4,1997-07-24,X-band,0955+476,D,1,0.56,0.86,
RDV26,2001-03-12,X-band,1032-199,ND,1,2.84,0.63,1670.08
RDV5,1997-09-08,X-band,0955+476,D,0.99,0.2,0.8,
RDV6,1997-12-17,X-band,1034-293,ND,0.99,2.18,0.49,
RDV74,2009-04-21,X-band,0955+476,D,0.98,2.7,0.63,1383.52
RV100,2013-07-24,X-band,1123+264,ND,0.98,2.68,0.71,1763.11
RDV3,1997-05-19,X-band,0955+476,D,0.97,0.4,0.83,
RDV73,2009-01-21,X-band,0917+624,ND,0.96,3.33,0.53,
RDV76,2009-07-29,X-band,0925-203,ND,0.96,2.48,0.8,1896.26
RDV20,2000-03-13,X-band,0955+476,D,0.96,1.76,0.81,2508.85
RDV82,2010-10-13,X-band,1034-293,ND,0.96,2.96,0.45,1270.77
BL115C,2004-02-15,X-band,1053+815,ND,0.96,2.23,0.79,
RDV26,2001-03-12,X-band,1128+385,ND,0.96,2.29,0.77,2006.38
RV110,2015-03-25,X-band,0955+476,D,0.95,2.5,0.82,1755.25
RV106,2014-09-03,X-band,1123+264,ND,0.95,2.53,0.72,1540.13
RDV2,1997-03-31,X-band,1124-186,D,0.95,0.81,0.83,
RDV2,1997-03-31,X-band,1128+385,ND,0.95,1.56,0.77,
B9725B,1997-01-11,X-band,1045-188,ND,0.94,1.8,0.9,
RV120,2016-11-30,X-band,1123+264,ND,0.94,2.69,0.69,1443.43
RDV7,1998-02-09,X-band,1034-293,ND,0.93,3.39,0.51,
RDV1,1997-01-30,X-band,1128+385,ND,0.93,1.41,0.82,
RDV88,2011-08-02,X-band,0912+029,ND,0.91,2.82,0.67,1685.22
RDV20,2000-03-13,X-band,0953+254,ND,0.91,3.19,0.39,1585.14
BL122B,2005-08-26,X-band,1045-188,ND,0.91,2.96,0.63,
RDV3,1997-05-19,X-band,1124-186,D,0.91,1.35,0.8,
RDV59,2006-09-13,X-band,1128+385,ND,0.91,1.8,0.61,
RDV31,2002-01-16,X-band,1128+385,ND,0.91,1.51,0.75,
RDV68,2008-04-02,X-band,1045-188,ND,0.9,3.49,0.35,1397.93
RDV98,2013-04-10,X-band,0925-203,ND,0.89,3.12,0.51,1537.11
BL122B,2005-08-26,X-band,0955+326,ND,0.89,2.36,0.67,
RDV61,2007-01-24,X-band,1038+064,ND,0.89,2.7,0.69,
BE10A,1996-04-23,X-band,1128+385,ND,0.89,1.86,0.86,
RDV20,2000-03-13,X-band,1128+385,ND,0.89,2.11,0.77,2627.01
RDV31,2002-01-16,X-band,1034-293,ND,0.88,2.77,0.58,
RDV20,2000-03-13,X-band,1034-293,ND,0.87,2.56,0.77,2007.22
RDV61,2007-01-24,X-band,0917+449,ND,0.86,2.7,0.72,
RDV9,1998-06-24,X-band,0955+476,D,0.86,1.23,0.75,
RDV8,1998-04-15,X-band,0955+476,D,0.86,0.91,0.76,
RDV6,1997-12-17,X-band,0955+476,D,0.86,0.56,0.77,
RDV59,2006-09-13,X-band,0945+408,ND,0.84,4.13,0.34,
RDV64,2007-07-10,X-band,0953+254,ND,0.84,3.57,0.52,1655.53
RDV12,1998-12-21,X-band,0955+476,D,0.84,0.2,0.76,
RDV10,1998-08-10,X-band,0955+476,D,0.84,0.56,0.74,
RDV7,1998-02-09,X-band,0955+476,D,0.84,0.56,0.75,
RDV31,2002-01-16,X-band,1124-186,D,0.84,1.72,0.74,
RDV1,1997-01-30,X-band,1124-186,D,0.84,0.69,0.84,
RDV74,2009-04-21,X-band,1045-188,ND,0.82,3.07,0.64,1347.53
B9725A,1997-01-10,X-band,1128+385,ND,0.82,1.29,0.91,
RDV3,1997-05-19,X-band,1128+385,ND,0.82,1.64,0.77,
B9725A,1997-01-10,X-band,0917+449,ND,0.81,4.01,0.38,
RV108,2014-12-03,X-band,1034-293,ND,0.81,3.45,0.6,1040.12
RDV73,2009-01-21,X-band,1053+815,ND,0.81,1.64,0.89,
BL115C,2004-02-15,X-band,1045-188,ND,0.8,3.62,0.32,
RDV88,2011-08-02,X-band,0953+254,ND,0.79,3.17,0.64,1283.79
RDV70,2008-07-09,X-band,0955+326,ND,0.79,3.72,0.46,1053.96
RDV42,2003-12-17,X-band,1034-293,ND,0.79,3.42,0.44,1226.47
RDV79,2010-06-23,X-band,1053+815,ND,0.79,1.16,0.86,
BL115C,2004-02-15,X-band,1034-293,ND,0.77,2.8,0.59,
RDV45,2004-07-14,X-band,1034-293,ND,0.77,2.73,0.69,
RDV61,2007-01-24,X-band,1124-186,D,0.77,1.41,0.92,
RDV42,2003-12-17,X-band,0953+254,ND,0.76,3.58,0.3,846.03
RDV80,2010-08-04,X-band,0955+476,D,0.76,2.68,0.59,1514.43
RV110,2015-03-25,X-band,0953+254,ND,0.75,2.97,0.66,2102.22
RDV57,2006-07-11,X-band,1053+815,ND,0.75,2.5,0.78,
RDV80,2010-08-04,X-band,1053+704,D,0.74,1.51,0.95,3844.5
B9725B,1997-01-11,X-band,1124-186,D,0.74,0.4,0.94,
RDV4,1997-07-24,X-band,1128+385,ND,0.74,2.09,0.73,
RDV74,2009-04-21,X-band,0912+029,ND,0.73,2.92,0.64,1589.25
RDV45,2004-07-14,X-band,0953+254,ND,0.73,3.5,0.28,
RDV82,2010-10-13,X-band,1053+815,ND,0.73,2.16,0.68,2264.67
RDV61,2007-01-24,X-band,1123+264,ND,0.73,2.25,0.81,
RDV45,2004-07-14,X-band,1053+815,ND,0.72,1.95,0.73,
RDV9,1998-06-24,X-band,1053+815,ND,0.72,0.2,0.95,
RV114,2015-12-02,X-band,0925-203,ND,0.7,3.17,0.54,1746.32
BL122B,2005-08-26,X-band,0953+254,ND,0.7,3.47,0.43,
BL115C,2004-02-15,X-band,0953+254,ND,0.7,3.18,0.32,
RDV72,2008-12-17,X-band,0912+029,ND,0.69,2.85,0.73,1161.52
RDV57,2006-07-11,X-band,0955+326,ND,0.69,3,0.46,
RDV5,1997-09-08,X-band,1128+385,ND,0.69,1.56,0.68,
RV116,2016-02-09,X-band,0925-203,ND,0.68,3.78,0.43,1806.85
RDV65,2007-08-01,X-band,0953+254,ND,0.68,3.18,0.56,
RDV42,2003-12-17,X-band,0955+326,ND,0.68,3.49,0.33,685.33
RV106,2014-09-03,X-band,1012+232,D,0.68,2.65,0.7,2394.52
RDV31,2002-01-16,X-band,1049+215,ND,0.68,3.33,0.39,
RDV84,2010-12-07,X-band,1045-188,ND,0.67,2.82,0.67,2021.42
RDV62,2007-03-27,X-band,1053+815,ND,0.67,2.63,0.74,1486.41
RDV90,2011-12-20,X-band,0955+476,D,0.66,2.83,0.62,1349.17
RDV92,2012-04-18,X-band,0955+476,D,0.66,2.57,0.68,1935.98
RDV62,2007-03-27,X-band,1012+232,D,0.66,3.18,0.45,987.86
B9725A,1997-01-10,X-band,1012+232,D,0.66,2.16,0.74,
RDV68,2008-04-02,X-band,1012+232,D,0.66,3.17,0.56,1431.23
RDV51,2005-06-29,X-band,0953+254,ND,0.65,3.68,0.44,1203.02
B9725B,1997-01-11,X-band,0955+326,ND,0.65,2.2,0.93,
BL122B,2005-08-26,X-band,1053+815,ND,0.65,3.27,0.54,
BL115C,2004-02-15,X-band,0917+624,ND,0.64,3.6,0.3,
RDV12,1998-12-21,X-band,1128+385,ND,0.64,1.89,0.78,
RDV62,2007-03-27,X-band,0925-203,ND,0.63,2.57,0.78,2230.46
RDV59,2006-09-13,X-band,0953+254,ND,0.63,3.02,0.58,
RDV59,2006-09-13,X-band,1053+815,ND,0.63,2.4,0.79,
BR9525,1995-04-12,X-band,1022+194,D,0.62,2.42,0.7,
RDV96,2012-12-05,X-band,0955+476,D,0.61,2.74,0.72,1301.54
RDV73,2009-01-21,X-band,0912+029,ND,0.6,1.6,0.7,
RDV84,2010-12-07,X-band,0912+029,ND,0.59,3.25,0.54,2400.74
RDV51,2005-06-29,X-band,1053+815,ND,0.59,3.4,0.63,1377.13
RDV82,2010-10-13,X-band,0912+029,ND,0.58,3.32,0.44,1273.02
RV112,2015-07-15,X-band,0955+326,ND,0.58,3.31,0.7,871.03
RDV77,2009-10-07,X-band,0912+029,ND,0.57,3.18,0.59,
RDV82,2010-10-13,X-band,0955+326,ND,0.57,3.72,0.46,791.03
B9725B,1997-01-11,X-band,1039+811,ND,0.57,2.31,0.76,
RDV10,1998-08-10,X-band,1128+385,ND,0.57,1.92,0.66,
RDV9,1998-06-24,X-band,1128+385,ND,0.57,2.06,0.73,
RDV8,1998-04-15,X-band,1128+385,ND,0.57,2.34,0.66,
RDV78,2009-12-02,X-band,0912+029,ND,0.56,3.15,0.47,1034.66
RDV74,2009-04-21,X-band,1012+232,D,0.56,3.46,0.4,1290.9
B9725A,1997-01-10,X-band,1123+264,ND,0.56,2.5,0.53,
RDV79,2010-06-23,X-band,0912+029,ND,0.55,4.11,0.36,
RDV90,2011-12-20,X-band,0912+029,ND,0.55,3.07,0.59,1655.07
RDV8,1998-04-15,X-band,1012+232,D,0.55,2.48,0.48,
RDV61,2007-01-24,X-band,1053+815,ND,0.55,2.2,0.85,
RDV12,1998-12-21,X-band,1022+194,D,0.54,2.54,0.68,
RDV10,1998-08-10,X-band,1022+194,D,0.54,2.43,0.68,
RV124,2017-07-17,X-band,1022+194,D,0.54,3.39,0.67,1234.59
RDV6,1997-12-17,X-band,1128+385,ND,0.54,2.34,0.64,
RDV65,2007-08-01,X-band,0925-203,ND,0.53,1.72,0.78,
RDV7,1998-02-09,X-band,1128+385,ND,0.53,2.64,0.58,
RDV80,2010-08-04,X-band,1012+232,D,0.52,3.31,0.44,1235.32
B9725B,1997-01-11,X-band,0912+029,ND,0.5,2.09,0.88,
RDV1,1997-01-30,X-band,1101+384,ND,0.5,1.72,0.86,
BL122B,2005-08-26,X-band,1022+194,D,0.49,2.77,0.69,
RV116,2016-02-09,X-band,0933+503,ND,0.48,1.89,0.94,4615.4
RDV69,2008-05-14,X-band,1053+815,ND,0.47,2.14,0.76,
RDV2,1997-03-31,X-band,1101+384,ND,0.47,1.98,0.83,
RDV94,2012-08-22,X-band,1101+384,ND,0.47,2.45,0.77,1916.04
RDV96,2012-12-05,X-band,0912+029,ND,0.46,3.08,0.57,1308.86
RDV78,2009-12-02,X-band,1053+704,D,0.45,2.16,0.9,1713.5
RV114,2015-12-02,X-band,1053+704,D,0.45,2.33,0.92,2073.07
RDV98,2013-04-10,X-band,0912+029,ND,0.43,3.82,0.34,1196.54
RV110,2015-03-25,X-band,0912+029,ND,0.43,3.88,0.5,694.48
RDV75,2009-05-13,X-band,1053+704,D,0.43,1.23,0.84,
RDV20,2000-03-13,X-band,1101+384,ND,0.43,3.11,0.62,1044.59
RDV6,1997-12-17,X-band,1101+384,ND,0.43,2.09,0.79,
RDV5,1997-09-08,X-band,1101+384,ND,0.43,2.36,0.83,
RDV4,1997-07-24,X-band,1101+384,ND,0.43,1.98,0.8,
RDV90,2011-12-20,X-band,1053+704,D,0.42,2.48,0.85,1326.26
VABF12,1995-10-12,X-band,1053+815,ND,0.42,1.08,0.93,
RDV68,2008-04-02,X-band,1053+815,ND,0.41,3.16,0.64,1341.42
RV118,2016-07-06,X-band,1101+384,ND,0.41,2.9,0.73,1024.42
RDV3,1997-05-19,X-band,1101+384,ND,0.4,2.01,0.8,
RDV26,2001-03-12,X-band,1101+384,ND,0.39,3.01,0.62,1041.77
RDV9,1998-06-24,X-band,1101+384,ND,0.39,2.01,0.8,
B9725B,1997-01-11,X-band,1053+704,D,0.38,0.81,0.95,
RDV59,2006-09-13,X-band,1053+704,D,0.38,2.09,0.74,
RDV67,2008-01-23,X-band,1053+815,ND,0.38,2.48,0.67,
RDV12,1998-12-21,X-band,1101+384,ND,0.38,1.86,0.76,
RDV10,1998-08-10,X-band,1101+384,ND,0.38,1.56,0.79,
RDV74,2009-04-21,X-band,1053+704,D,0.37,2.14,0.82,1907.61
RDV63,2007-06-26,X-band,1013+127,ND,0.37,1.08,0.8,
RDV96,2012-12-05,X-band,1012+232,D,0.36,3.3,0.54,1248.85
RDV42,2003-12-17,X-band,1101+384,ND,0.35,3.17,0.65,953.35
RDV7,1998-02-09,X-band,1101+384,ND,0.35,2.04,0.76,
RDV66,2007-12-05,X-band,1022+194,D,0.34,3.06,0.6,1225.05
RDV66,2007-12-05,X-band,1101+384,ND,0.34,2.78,0.65,1559.29
RDV45,2004-07-14,X-band,1101+384,ND,0.34,2.42,0.7,
RDV8,1998-04-15,X-band,1101+384,ND,0.34,2.25,0.7,
RDV75,2009-05-13,X-band,1111+149,D,0.34,3.12,0.47,
BE10A,1996-04-23,X-band,1101+384,ND,0.33,1.8,0.77,
RDV69,2008-05-14,X-band,1101+384,ND,0.32,1.98,0.72,
RDV12,1998-12-21,X-band,1111+149,D,0.32,2.43,0.67,
RV100,2013-07-24,X-band,0936-069,ND,0.32,2.63,0.79,2324.1
RV106,2014-09-03,X-band,1053+815,ND,0.3,2.75,0.8,1206.76
RDV67,2008-01-23,X-band,1101+384,ND,0.3,2.09,0.76,
RDV31,2002-01-16,X-band,1101+384,ND,0.3,2.58,0.74,
RDV70,2008-07-09,X-band,1101+384,ND,0.3,2.87,0.71,1336.47
RDV51,2005-06-29,X-band,1101+384,ND,0.29,2.93,0.68,1394.61
RDV80,2010-08-04,X-band,1101+384,ND,0.29,2.95,0.73,994.64
RV108,2014-12-03,X-band,1111+149,D,0.29,3.03,0.65,1087.48
RDV77,2009-10-07,X-band,1101+384,ND,0.28,1.92,0.72,
RDV78,2009-12-02,X-band,1111+149,D,0.28,3.08,0.67,1216.75
RDV61,2007-01-24,X-band,1053+704,D,0.27,2.53,0.77,
RV112,2015-07-15,X-band,1053+704,D,0.27,2.76,0.86,1453.76
RDV71,2008-09-03,X-band,1101+384,ND,0.27,1.86,0.73,
RDV82,2010-10-13,X-band,1101+384,ND,0.27,3.16,0.71,949.72
RDV74,2009-04-21,X-band,1111+149,D,0.27,3.19,0.46,1263.53
RDV94,2012-08-22,X-band,1111+149,D,0.27,2.93,0.66,1482.27
RDV74,2009-04-21,X-band,1101+384,ND,0.26,2.87,0.64,1307.27
RDV86,2011-04-05,X-band,1042+071,D,0.25,3.05,0.7,1610.42
RDV96,2012-12-05,X-band,1111+149,D,0.25,3.25,0.62,1035.56
RDV63,2007-06-26,X-band,1111+149,D,0.25,2.63,0.63,
B9725A,1997-01-10,X-band,1042+071,D,0.24,2.48,0.72,
RDV84,2010-12-07,X-band,1042+071,D,0.24,2.9,0.74,1374.56
RDV73,2009-01-21,X-band,1111+149,D,0.24,2.7,0.61,
RV118,2016-07-06,X-band,1013+127,ND,0.24,3.18,0.62,1818.37
RV104,2014-04-01,X-band,0941+522,ND,0.24,3.39,0.67,1124.4
RDV73,2009-01-21,X-band,1101+384,ND,0.23,2.14,0.88,
B9725B,1997-01-11,X-band,1111+149,D,0.23,2.53,0.69,
RDV67,2008-01-23,X-band,1046-409,ND,0.23,1.6,0.77,
RDV57,2006-07-11,X-band,1101+384,ND,0.22,2.8,0.74,
RV100,2013-07-24,X-band,1022+237,ND,0.22,3.33,0.53,1345.97
RV124,2017-07-17,X-band,1022+237,ND,0.22,3.12,0.61,1382.43
RV124,2017-07-17,X-band,1005+066,ND,0.21,3.07,0.67,1521.13
RV114,2015-12-02,X-band,0906+163,ND,0.18,2.96,0.8,1706.91
RV114,2015-12-02,X-band,1005+066,ND,0.15,3.17,0.67,1469.81
GC030,2008-03-07,X-band,0950+326,ND,0.15,0,,
RV122,2017-04-25,X-band,1046-409,ND,0.14,3.29,0.79,910.38
RDV96,2012-12-05,X-band,1053+704,D,0.13,3.23,0.81,832.58
RV118,2016-07-06,X-band,1046-409,ND,0.12,3.79,0.65,572.18
RV120,2016-11-30,X-band,1052+023,ND,0.12,3.39,0.83,911.63
RV114,2015-12-02,X-band,0928+144,ND,0.11,3.47,0.61,875.23
RDV62,2007-03-27,X-band,1019+416,ND,0.1,3.38,0.68,702.89
RV108,2014-12-03,X-band,1046-409,ND,0.1,3.6,0.77,573.8
RDV98,2013-04-10,X-band,1053+704,D,0.09,3.4,0.77,603.91
RV106,2014-09-03,X-band,1046-409,ND,0.09,3.66,0.73,538.61
RV110,2015-03-25,X-band,1046-409,ND,0.09,3.72,0.69,532.56
RV124,2017-07-17,X-band,1046-409,ND,0.09,3.58,0.79,550
