Experience,Date,Band,Source,"ICRF3 Cat.","Flux (Jy)","Structure index",Compactness,"Map Quality"
RDV62,2007-03-27,X-band,0235+164,D,1.97,2.11,0.7,3822.1
RDV88,2011-08-02,X-band,0202+319,D,1.95,2.73,0.81,1864.86
RDV2,1997-03-31,X-band,0133+476,D,1.94,1.8,0.66,
RDV65,2007-08-01,X-band,0235+164,D,1.93,1.68,0.82,
RDV6,1997-12-17,X-band,0336-019,ND,1.93,2.58,0.75,
RDV51,2005-06-29,X-band,0336-019,ND,1.92,3.44,0.44,1512.85
RDV69,2008-05-14,X-band,0336-019,ND,1.92,3.32,0.5,
RDV94,2012-08-22,X-band,0332-403,D,1.91,2.06,0.91,4139.16
RDV88,2011-08-02,X-band,0133+476,D,1.9,2.56,0.65,2757.86
RDV63,2007-06-26,X-band,0336-019,ND,1.9,3.21,0.45,
RDV3,1997-05-19,X-band,0336-019,ND,1.89,2.46,0.68,
RDV68,2008-04-02,X-band,0336-019,ND,1.87,3.25,0.47,1496.21
RDV8,1998-04-15,X-band,0336-019,ND,1.87,2.53,0.67,
RDV96,2012-12-05,X-band,0332-403,D,1.86,2.33,0.83,3675.33
RDV3,1997-05-19,X-band,0133+476,D,1.85,1.46,0.71,
RDV82,2010-10-13,X-band,0229+131,ND,1.85,3.24,0.41,2635.65
RDV62,2007-03-27,X-band,0336-019,ND,1.84,3.43,0.42,2476.45
RDV65,2007-08-01,X-band,0336-019,ND,1.84,3.23,0.52,
RDV31,2002-01-16,X-band,0336-019,ND,1.84,2.31,0.72,
RDV7,1998-02-09,X-band,0336-019,ND,1.81,2.29,0.67,
RDV2,1997-03-31,X-band,0336-019,ND,1.8,2.89,0.6,
RDV71,2008-09-03,X-band,0336-019,ND,1.8,3.17,0.46,
RDV59,2006-09-13,X-band,0336-019,ND,1.79,3,0.51,
RV116,2016-02-09,X-band,0133+476,D,1.74,2.23,0.8,3228.9
RDV79,2010-06-23,X-band,0229+131,ND,1.73,3.3,0.37,
RV112,2015-07-15,X-band,0133+476,D,1.72,2.6,0.65,2207.77
RDV26,2001-03-12,X-band,0336-019,ND,1.72,2.97,0.63,1590.08
RV110,2015-03-25,X-band,0229+131,ND,1.71,3.39,0.45,1303.03
RDV90,2011-12-20,X-band,0133+476,D,1.69,2.29,0.67,3206.99
RDV98,2013-04-10,X-band,0332-403,D,1.69,2.2,0.85,4915.49
RDV88,2011-08-02,X-band,0332-403,D,1.67,1.83,0.93,3744.53
RDV20,2000-03-13,X-band,0336-019,ND,1.63,3.19,0.36,2084.8
RDV57,2006-07-11,X-band,0336-019,ND,1.63,3.67,0.45,
RDV61,2007-01-24,X-band,0133+476,D,1.62,3,0.77,
RDV9,1998-06-24,X-band,0234+285,ND,1.62,2.73,0.64,
RDV70,2008-07-09,X-band,0229+131,ND,1.61,3.38,0.38,1698.55
RDV1,1997-01-30,X-band,0133+476,D,1.6,1.72,0.73,
RDV67,2008-01-23,X-band,0229+131,ND,1.58,3.87,0.57,
RDV5,1997-09-08,X-band,0234+285,ND,1.57,2.97,0.63,
RDV79,2010-06-23,X-band,0336-019,ND,1.56,3.68,0.38,
RDV42,2003-12-17,X-band,0229+131,ND,1.55,2.75,0.75,1770.09
RDV12,1998-12-21,X-band,0234+285,ND,1.55,2.58,0.58,
RDV8,1998-04-15,X-band,0234+285,ND,1.55,2.83,0.61,
RDV90,2011-12-20,X-band,0332-403,D,1.55,2.5,0.65,2202.91
RV124,2017-07-17,X-band,0202+319,D,1.5,2.38,0.76,1986.6
RV112,2015-07-15,X-band,0332-403,D,1.5,2.96,0.56,2005.77
RDV10,1998-08-10,X-band,0234+285,ND,1.49,2.67,0.6,
B9725A,1997-01-10,X-band,0133+476,D,1.45,2.01,0.82,
RDV7,1998-02-09,X-band,0234+285,ND,1.44,2.94,0.58,
BL122B,2005-08-26,X-band,0235+164,D,1.44,0.81,0.88,
RDV1,1997-01-30,X-band,0336-019,ND,1.44,3,0.58,
RDV57,2006-07-11,X-band,0229+131,ND,1.43,2.45,0.61,
RDV6,1997-12-17,X-band,0234+285,ND,1.43,2.91,0.6,
RDV4,1997-07-24,X-band,0234+285,ND,1.41,2.88,0.62,
RDV86,2011-04-05,X-band,0332-403,D,1.39,2.88,0.69,1715.4
RV102,2013-12-11,X-band,0202+319,D,1.38,2.2,0.73,2409.56
RDV51,2005-06-29,X-band,0235+164,D,1.38,2.16,0.79,3658.37
BL122B,2005-08-26,X-band,0202+319,D,1.37,1.56,0.91,
RDV2,1997-03-31,X-band,0234+285,ND,1.37,2.7,0.57,
BR9525,1995-04-12,X-band,0229+131,ND,1.34,2.11,0.56,
BL115C,2004-02-15,X-band,0235+164,D,1.33,1.23,0.71,
BE10A,1996-04-23,X-band,0239+108,ND,1.32,2.73,0.69,
RV122,2017-04-25,X-band,0202+319,D,1.31,2.09,0.77,2301.48
RDV3,1997-05-19,X-band,0234+285,ND,1.3,2.9,0.62,
B9725A,1997-01-10,X-band,0336-019,ND,1.3,2.96,0.55,
RDV1,1997-01-30,X-band,0234+285,ND,1.28,2.76,0.64,
RDV42,2003-12-17,X-band,0235+164,D,1.27,2.8,0.77,1516.06
RDV61,2007-01-24,X-band,0336-019,ND,1.24,3.52,0.6,
RDV59,2006-09-13,X-band,0229+131,ND,1.22,2.06,0.48,
RDV26,2001-03-12,X-band,0235+164,D,1.21,2.25,0.87,1947.35
RDV31,2002-01-16,X-band,0229+131,ND,1.2,2.27,0.73,
B9725A,1997-01-10,X-band,0224+671,ND,1.17,2.33,0.61,
RDV66,2007-12-05,X-band,0235+164,D,1.16,2.45,0.72,2205.51
RDV31,2002-01-16,X-band,0235+164,D,1.16,0.4,0.86,
RDV26,2001-03-12,X-band,0229+131,ND,1.15,2.91,0.52,1701.37
RDV61,2007-01-24,X-band,0229+131,ND,1.12,1.92,0.49,
RDV59,2006-09-13,X-band,0133+476,D,1.11,3.24,0.76,
BL115C,2004-02-15,X-band,0149+218,D,1.11,2.45,0.79,
RV120,2016-11-30,X-band,0221+067,D,1.11,2.11,0.84,2982.39
BR945,1994-07-08,X-band,0300+470,D,1.11,2.65,0.73,
RDV5,1997-09-08,X-band,0229+131,ND,1.06,2.29,0.52,
RDV9,1998-06-24,X-band,0229+131,ND,1.04,2.46,0.57,
RDV76,2009-07-29,X-band,0333+321,ND,1.03,3.58,0.39,1170.92
RDV8,1998-04-15,X-band,0229+131,ND,1.02,1.8,0.57,
B9725B,1997-01-11,X-band,0239+108,ND,1.02,2.68,0.65,
RDV12,1998-12-21,X-band,0229+131,ND,1,2.23,0.57,
RDV2,1997-03-31,X-band,0229+131,ND,1,1.98,0.59,
RDV6,1997-12-17,X-band,0229+131,ND,0.99,2.01,0.6,
RDV4,1997-07-24,X-band,0229+131,ND,0.99,2.38,0.65,
BL115C,2004-02-15,X-band,0300+470,D,0.99,2.67,0.62,
RDV67,2008-01-23,X-band,0138-097,ND,0.97,2.16,0.71,
RDV64,2007-07-10,X-band,0256-005,D,0.97,2.48,0.81,2395.78
RDV20,2000-03-13,X-band,0229+131,ND,0.95,2.81,0.62,2322.58
RV112,2015-07-15,X-band,0322+222,D,0.95,2.29,0.79,2810.41
RDV78,2009-12-02,X-band,0256-005,D,0.95,2.38,0.9,1873.42
RDV10,1998-08-10,X-band,0229+131,ND,0.94,1.41,0.83,
RDV7,1998-02-09,X-band,0229+131,ND,0.94,2.38,0.56,
RDV3,1997-05-19,X-band,0229+131,ND,0.94,2.29,0.56,
B9725B,1997-01-11,X-band,0333+321,ND,0.93,3.71,0.36,
RDV20,2000-03-13,X-band,0138-097,ND,0.92,2.14,0.83,4458.28
RDV1,1997-01-30,X-band,0229+131,ND,0.92,3.09,0.63,
RDV62,2007-03-27,X-band,0224+671,ND,0.91,3.39,0.35,1491.21
RDV84,2010-12-07,X-band,0322+222,D,0.91,2.36,0.82,1824.15
RDV61,2007-01-24,X-band,0333+321,ND,0.91,3.73,0.42,
RDV80,2010-08-04,X-band,0256-005,D,0.91,2.04,0.88,3205.15
BL115C,2004-02-15,X-band,0224+671,ND,0.9,3.81,0.33,
RDV20,2000-03-13,X-band,0235+164,D,0.9,2.4,0.82,1708.22
RDV84,2010-12-07,X-band,0256-005,D,0.9,2.33,0.82,2094.62
RV112,2015-07-15,X-band,0221+067,D,0.89,2.25,0.78,3082.03
RDV67,2008-01-23,X-band,0224+671,ND,0.89,3.59,0.32,
RDV77,2009-10-07,X-band,0224+671,ND,0.87,3.24,0.43,
RDV86,2011-04-05,X-band,0237-027,D,0.86,2.14,0.87,3213.13
BL122B,2005-08-26,X-band,0149+218,D,0.85,2.43,0.86,
RDV45,2004-07-14,X-band,0201+113,ND,0.84,2.83,0.51,
RV118,2016-07-06,X-band,0237-027,D,0.84,2.42,0.82,1933.1
RDV78,2009-12-02,X-band,0322+222,D,0.84,2.18,0.87,2187.07
RDV92,2012-04-18,X-band,0256-005,D,0.84,2.27,0.78,2828.16
RDV88,2011-08-02,X-band,0306+102,ND,0.83,2.23,0.89,3229.11
RDV94,2012-08-22,X-band,0306+102,ND,0.83,2.18,0.83,3369.32
B9725A,1997-01-10,X-band,0149+218,D,0.82,2.48,0.84,
RDV77,2009-10-07,X-band,0322+222,D,0.82,1.68,0.84,
RDV42,2003-12-17,X-band,0201+113,ND,0.81,3.29,0.52,3100.94
RDV51,2005-06-29,X-band,0201+113,ND,0.8,3.11,0.7,2482.4
RDV71,2008-09-03,X-band,0220-349,ND,0.8,3.33,0.39,
RV116,2016-02-09,X-band,0237-027,D,0.8,2.58,0.78,1660.15
RDV77,2009-10-07,X-band,0138-097,ND,0.79,2.81,0.51,
RDV26,2001-03-12,X-band,0201+113,ND,0.79,2.74,0.66,2136.07
RV114,2015-12-02,X-band,0322+222,D,0.79,2.64,0.81,1342.15
RDV68,2008-04-02,X-band,0220-349,ND,0.77,3.91,0.29,1759.36
RV122,2017-04-25,X-band,0237-027,D,0.76,2.6,0.81,1783.56
RDV82,2010-10-13,X-band,0237-027,D,0.75,2.65,0.81,2018.63
RDV59,2006-09-13,X-band,0138-097,ND,0.73,2.83,0.38,
B9725B,1997-01-11,X-band,0219+428,ND,0.73,2.85,0.62,
VABF12,1995-10-12,X-band,0221+067,D,0.73,2.11,0.75,
BL122B,2005-08-26,X-band,0300+470,D,0.73,2.43,0.68,
RDV9,1998-06-24,X-band,0300+470,D,0.73,2.95,0.54,
RV114,2015-12-02,X-band,0345+460,ND,0.73,2.57,0.8,1989.04
B9725A,1997-01-10,X-band,0202+319,D,0.72,2.23,0.89,
VABF12,1995-10-12,X-band,0201+113,ND,0.71,2.96,0.62,
RDV79,2010-06-23,X-band,0237-027,D,0.71,2.57,0.76,
BL122B,2005-08-26,X-band,0322+222,D,0.71,1.76,0.8,
RV108,2014-12-03,X-band,0322+222,D,0.71,2.58,0.76,1188.49
BL122B,2005-08-26,X-band,0346-279,D,0.71,2.33,0.74,
RDV31,2002-01-16,X-band,0201+113,ND,0.7,2.83,0.7,
RDV12,1998-12-21,X-band,0201+113,ND,0.69,3.59,0.44,
VABF12,1995-10-12,X-band,0237+040,ND,0.69,2.36,0.66,
RDV73,2009-01-21,X-band,0346-279,D,0.69,2.4,0.83,
RDV74,2009-04-21,X-band,0237-027,D,0.68,2.36,0.9,2345.82
BL122B,2005-08-26,X-band,0309+411,ND,0.67,1.89,0.74,
RV100,2013-07-24,X-band,0237-027,D,0.66,2.33,0.75,3293.58
RV104,2014-04-01,X-band,0256-005,D,0.65,2.77,0.79,2016.92
RDV72,2008-12-17,X-band,0346-279,D,0.65,2.9,0.77,1390.52
RDV68,2008-04-02,X-band,0201+113,ND,0.64,3.39,0.49,1445.41
RDV45,2004-07-14,X-band,0219+428,ND,0.64,3.63,0.49,
RDV68,2008-04-02,X-band,0237-027,D,0.64,2.16,0.89,3377.1
RV104,2014-04-01,X-band,0213-026,ND,0.64,3.23,0.46,3173.34
BL122B,2005-08-26,X-band,0239+108,ND,0.63,3.63,0.5,
RDV73,2009-01-21,X-band,0237-027,D,0.62,2.16,0.79,
RV108,2014-12-03,X-band,0256-005,D,0.62,2.43,0.79,2110.3
RDV67,2008-01-23,X-band,0149+218,D,0.61,3.77,0.53,
RDV61,2007-01-24,X-band,0219+428,ND,0.61,2.71,0.76,
RV106,2014-09-03,X-band,0256-005,D,0.61,2.29,0.75,2945.12
RV116,2016-02-09,X-band,0213-026,ND,0.61,2.99,0.56,3991.97
BL115C,2004-02-15,X-band,0138-097,ND,0.6,3.22,0.41,
RDV59,2006-09-13,X-band,0220-349,ND,0.6,2.45,0.49,
RV102,2013-12-11,X-band,0221+067,D,0.6,2.71,0.73,1994.19
RV102,2013-12-11,X-band,0346-279,D,0.59,3.16,0.67,1278.31
RV110,2015-03-25,X-band,0346-279,D,0.59,2.94,0.76,1755.64
RV104,2014-04-01,X-band,0201+113,ND,0.58,3.36,0.57,1042.01
RDV63,2007-06-26,X-band,0201+113,ND,0.57,2.06,0.47,
RV112,2015-07-15,X-band,0309+411,ND,0.57,2.71,0.65,1733.88
RDV92,2012-04-18,X-band,0345+460,ND,0.56,2.81,0.57,1796.15
RDV68,2008-04-02,X-band,0149+218,D,0.55,3.47,0.61,1190.45
RDV71,2008-09-03,X-band,0201+113,ND,0.55,3.06,0.47,
RV124,2017-07-17,X-band,0256-005,D,0.55,2.97,0.77,1438.8
RDV20,2000-03-13,X-band,0201+113,ND,0.54,3.33,0.62,1456.33
RDV9,1998-06-24,X-band,0201+113,ND,0.54,3.22,0.44,
BL122B,2005-08-26,X-band,0221+067,D,0.54,2.51,0.76,
RDV71,2008-09-03,X-band,0309+411,ND,0.54,2.81,0.63,
RV114,2015-12-02,X-band,0213-026,ND,0.54,3.03,0.69,1942.04
RDV2,1997-03-31,X-band,0201+113,ND,0.52,2.75,0.53,
RDV51,2005-06-29,X-band,0219+428,ND,0.52,3.17,0.63,1419.54
RDV76,2009-07-29,X-band,0221+067,D,0.52,2.73,0.64,1783.23
RDV68,2008-04-02,X-band,0306+102,ND,0.52,2.5,0.76,1853.67
RDV92,2012-04-18,X-band,0138-097,ND,0.51,3.19,0.47,1250.14
RDV6,1997-12-17,X-band,0201+113,ND,0.51,3.51,0.43,
RDV4,1997-07-24,X-band,0201+113,ND,0.51,3.21,0.51,
RDV98,2013-04-10,X-band,0237-027,D,0.51,2.73,0.67,1536.91
RDV5,1997-09-08,X-band,0201+113,ND,0.5,2.97,0.63,
RDV59,2006-09-13,X-band,0300+470,D,0.5,1.89,0.62,
RDV8,1998-04-15,X-band,0201+113,ND,0.49,3.29,0.51,
B9725B,1997-01-11,X-band,0306+102,ND,0.48,3.1,0.49,
RDV1,1997-01-30,X-band,0201+113,ND,0.47,2.67,0.64,
RDV7,1998-02-09,X-band,0201+113,ND,0.47,3.32,0.5,
BL115C,2004-02-15,X-band,0221+067,D,0.47,2.68,0.55,
RDV68,2008-04-02,X-band,0332-403,D,0.47,2.29,0.91,2456.47
RDV88,2011-08-02,X-band,0345+460,ND,0.47,3.08,0.64,1431.66
RDV3,1997-05-19,X-band,0201+113,ND,0.46,3.01,0.56,
RDV84,2010-12-07,X-band,0201+113,ND,0.46,3.92,0.32,208.6
RDV74,2009-04-21,X-band,0345+460,ND,0.46,2.81,0.64,1225.02
RDV59,2006-09-13,X-band,0201+113,ND,0.45,3.55,0.39,
RDV72,2008-12-17,X-band,0309+411,ND,0.45,2.9,0.66,1758.6
RDV10,1998-08-10,X-band,0201+113,ND,0.44,3.56,0.74,
RDV10,1998-08-10,X-band,0221+067,D,0.44,2.4,0.72,
VABF12,1995-10-12,X-band,0138-097,ND,0.42,2.82,0.51,
RDV96,2012-12-05,X-band,0309+411,ND,0.42,2.74,0.76,2139.07
B9725A,1997-01-10,X-band,0326+277,ND,0.41,4.33,0.38,
BL122B,2005-08-26,X-band,0345+460,ND,0.38,3.14,0.56,
RV104,2014-04-01,X-band,0345+460,ND,0.36,3.07,0.53,986.27
RV106,2014-09-03,X-band,0345+460,ND,0.36,3.25,0.6,873.72
BE10A,1996-04-23,X-band,0235+164,D,0.35,1.89,0.66,
B9725A,1997-01-10,X-band,0309+411,ND,0.35,2.23,0.73,
RV122,2017-04-25,X-band,0340+362,ND,0.35,2.89,0.67,1152.35
BL122B,2005-08-26,X-band,0340+362,ND,0.33,2.45,0.89,
RDV90,2011-12-20,X-band,0340+362,ND,0.33,2.7,0.79,1253.37
RV124,2017-07-17,X-band,0340+362,ND,0.33,3.02,0.68,1012.86
RV114,2015-12-02,X-band,0334-131,D,0.32,2.34,0.86,2492.41
RV110,2015-03-25,X-band,0340+362,ND,0.31,2.57,0.71,2242.53
RV114,2015-12-02,X-band,0346-279,D,0.31,3.23,0.65,1000.49
RV114,2015-12-02,X-band,0148-177,ND,0.31,2.46,0.82,3185.68
B9725A,1997-01-10,X-band,0237-027,D,0.3,1.86,0.86,
RV104,2014-04-01,X-band,0334-131,D,0.3,2.53,0.89,2146.53
B9725B,1997-01-11,X-band,0235+164,D,0.24,1.72,0.82,
RV114,2015-12-02,X-band,0248-266,ND,0.21,2.84,0.84,1695
RDV73,2009-01-21,X-band,0340+362,ND,0.2,2.27,0.93,
RV116,2016-02-09,X-band,0203-120,ND,0.17,2.8,0.89,1659.8
RV104,2014-04-01,X-band,0256+192,ND,0.15,3.32,0.71,934.27
RV120,2016-11-30,X-band,0346+800,D,0.1,3.71,0.56,551.76
