 40   39   16   27   26   38   64   41   29   31   21   32   41   43  
 49   42   21   24   26   43   54   33   38   33   27   26   26   46  
 47   38   31   24   27   35   47   40   30   33   21   31   31   53  
 44   40   33   20   23   30   50   56   31   35   14   30   34   48  
 33   50   29   29   28   34   45   46   33   29   26   21   42   43  
 49   37   37   28   27   35   43   40   35   22   18   26   35   56  
 50   42   32   14   29   38   39   46   36   27   18   28   43   46  
 42   36   35   22   22   40   50   53   29   27   29   21   34   48  
 52   40   29   17   27   35   41   58   33   26   22   26   35   47  
 39   39   36   29   31   25   46   37   41   28   22   36   35   44  
 40   43   25   31   27   31   51   38   39   28   21   30   31   53  
 44   37   26   21   31   36   42   55   36   21   24   23   38   54  
 43   42   26   19   29   42   52   39   30   25   22   32   44   43  
 40   42   26   18   30   43   50   41   42   22   27   21   41   45  
 58   37   25   32   22   40   44   45   33   22   19   25   46   40  
 48   37   36   30   24   42   46   40   24   24   23   34   34   46  
 39   52   29   25   35   33   49   41   28   17   25   24   43   48  
 52   34   20   22   29   32   47   42   39   23   32   25   39   52  
 41   42   26   26   24   31   47   49   26   28   24   33   38   53  
 53   38   24   28   30   27   51   45   33   29   20   21   42   47  
 51   42   39   20   32   31   46   50   35   27   25   20   37   33  
 51   35   27   29   28   42   34   54   38   26   25   16   42   41  
 49   30   31   29   26   32   48   45   36   21   35   25   34   47  
 46   38   30   23   30   50   49   44   25   27   21   22   35   48  
 40   38   30   23   24   42   53   36   37   37   18   15   36   59  
 52   39   30   16   35   30   59   34   40   19   25   26   36   47  
 41   39   32   15   27   35   55   41   33   30   22   34   37   47  
 50   37   41   28   28   30   48   47   27   29   25   27   26   45  
 37   49   21   20   25   40   50   46   34   26   29   25   32   54  
 39   41   22   24   35   35   42   37   35   30   26   28   37   57  
 39   39   23   23   28   39   49   51   28   31   23   29   30   56  
 46   36   34   22   29   35   41   41   36   32   28   26   45   37  
 45   42   22   24   28   32   50   59   21   22   32   25   39   47  
 33   39   35   30   26   35   50   42   32   17   26   29   37   57  
 56   36   29   30   31   34   43   43   26   28   17   24   47   44  
 51   44   30   25   18   31   33   54   45   25   29   34   27   42  
 38   35   30   18   34   42   38   55   32   18   17   24   47   60  
 41   39   44   20   30   32   54   39   28   27   28   23   33   50  
 51   43   26   24   35   38   45   49   29   23   29   18   38   40  
 44   34   28   19   29   43   44   49   32   22   23   27   46   48  
 38   39   35   24   26   39   53   42   28   24   17   27   38   58  
 48   49   21   20   26   42   42   46   35   27   26   21   28   57  
 48   43   27   28   26   30   43   56   33   19   25   24   36   50  
 45   37   25   29   29   35   40   49   44   23   22   24   40   46  
 55   37   24   32   25   31   57   36   36   18   24   25   40   48  
 36   42   32   23   26   46   41   45   30   26   29   31   29   52  
 41   38   29   24   31   37   45   42   32   30   23   24   36   56  
 46   25   40   29   24   30   48   43   28   37   27   29   34   48  
 43   38   30   22   28   37   45   56   34   22   19   32   38   44  
 43   41   31   24   29   42   44   46   34   27   25   24   31   47  
 50   38   33   21   29   38   44   44   29   27   26   37   25   47  
 52   43   36   24   28   28   54   48   30   20   23   23   39   40  
 45   37   32   24   24   37   43   43   38   34   22   25   41   43  
 49   35   29   25   25   37   45   42   33   30   22   35   33   48  
 56   42   27   18   24   33   52   43   34   22   31   22   40   44  
 42   32   31   39   25   31   56   51   24   25   18   27   47   40  
 57   32   27   34   19   41   50   47   23   22   26   23   38   49  
 48   33   31   20   28   37   52   52   24   27   25   25   42   44  
 52   44   35   21   29   38   47   35   34   23   29   20   40   41  
 39   43   29   21   28   27   57   47   39   23   21   28   42   44  
 43   30   37   28   21   35   47   45   34   25   27   22   45   49  
 35   44   27   20   27   40   44   47   33   22   21   31   38   59  
 47   30   30   33   18   40   45   42   33   35   24   23   35   53  
 43   39   23   22   25   36   44   57   36   26   16   30   47   44  
 43   42   38   21   24   35   48   56   28   23   21   25   44   40  
 47   33   31   21   23   31   54   43   39   26   28   25   42   45  
 42   37   28   20   23   36   52   46   33   24   14   27   43   63  
 46   39   32   25   36   33   46   48   33   23   30   31   31   35  
 48   36   29   19   31   34   42   50   36   22   21   36   46   38  
 48   44   27   19   29   35   40   43   45   17   20   31   35   55  
 45   45   29   22   19   33   49   56   34   19   30   23   33   51  
 38   34   30   33   32   38   49   44   31   30   13   38   32   46  
 53   31   34   18   27   41   48   44   27   29   31   24   32   49  
 43   41   27   19   25   32   51   45   38   19   30   27   46   45  
 51   39   20   23   28   33   41   46   39   24   32   27   42   43  
 47   32   33   26   21   36   49   48   29   26   21   28   37   55  
 49   34   23   26   30   31   42   45   43   29   23   25   39   49  
 54   40   32   21   27   35   45   41   26   24   24   24   42   53  
 47   41   24   21   22   54   37   41   40   25   20   25   44   47  
 44   36   31   19   34   35   50   45   31   29   24   25   35   50  
 39   49   42   21   32   30   46   45   27   24   21   32   38   42  
 44   35   28   27   31   33   53   45   33   23   21   33   30   52  
 45   39   31   32   32   31   38   48   31   27   18   33   43   40  
 45   42   32   29   26   34   50   43   36   19   23   35   33   41  
 41   50   28   23   30   36   45   36   42   19   19   26   41   52  
 54   41   28   19   30   36   46   53   31   23   29   21   34   43  
 51   43   24   22   20   37   37   46   42   34   24   29   35   44  
 41   31   32   25   32   33   51   43   28   27   23   28   48   46  
 42   41   26   27   24   25   50   50   40   24   22   34   32   51  
 42   41   29   21   26   36   54   40   32   28   24   25   38   52  
 42   36   33   31   30   34   48   43   28   28   24   28   31   52  
 44   42   32   32   26   22   62   38   37   18   21   36   29   49  
 48   33   40   22   21   28   54   45   38   25   25   30   37   42  
 43   50   26   24   19   44   52   41   35   18   19   24   41   52  
 50   41   29   25   22   39   47   47   34   22   32   26   38   36  
 54   37   37   23   19   39   43   50   32   28   22   27   43   34  
 48   39   27   24   25   36   37   46   40   26   21   36   28   55  
 47   46   23   24   25   38   44   42   38   25   13   33   41   49  
 40   35   29   24   21   40   42   43   42   30   26   28   38   50  
 58   36   33   22   25   35   44   46   35   24   23   29   31   47  
 55   40   33   19   24   40   42   52   33   28   19   19   38   46  
 38   36   25   29   23   37   55   45   33   20   28   28   47   44  
 53   30   37   17   25   39   54   43   33   25   18   21   47   46  
 45   38   31   24   25   33   40   55   33   26   23   24   45   46  
 47   44   32   28   26   36   46   36   39   21   21   29   40   43  
 51   43   30   18   34   39   35   47   33   18   22   33   37   48  
 43   41   28   27   33   39   50   52   37   16   21   22   37   42  
 51   39   25   25   21   33   53   56   30   22   22   22   41   48  
 43   43   25   22   27   34   47   51   41   17   29   23   45   41  
 39   39   35   26   22   49   38   48   34   29   16   27   38   48  
 46   38   35   33   20   33   41   53   32   24   16   30   37   50  
 40   42   34   26   22   31   58   42   31   22   25   26   34   55  
 39   34   32   28   27   33   44   45   32   34   24   27   37   52  
 53   39   24   19   28   40   49   42   37   26   28   24   30   49  
 56   40   32   25   25   37   42   52   30   22   22   28   40   37  
 49   30   27   25   31   32   55   48   27   29   29   25   33   48  
 51   31   38   25   18   41   54   42   31   23   21   27   46   40  
 39   41   22   27   23   39   52   52   29   25   23   27   42   47  
 43   39   21   31   27   37   47   40   32   24   21   28   42   56  
 40   43   22   29   23   39   40   52   31   27   17   34   43   48  
 45   30   33   24   30   40   42   52   31   14   36   29   39   43  
 48   39   32   22   28   42   47   42   36   23   17   31   32   49  
 49   37   31   27   23   33   53   38   28   28   26   22   40   53  
