recno,LQAC,Flag,OName,Nature,RAOdeg,DEOdeg,Source,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Plx,e_Plx,pmRA*,e_pmRA*,pmDE,e_pmDE,Ref,GAIA,z,Gmag2,BPmag,RPmag,umag_1,Bmag_1,Gmag1,Vmag,gmag_1,rmag_1,imag_1,zmag_1,Jmag,Kmag,W1mag,W2mag,W3mag,W4mag,S1_4,S2_3,S5_0,S8_4,S23,I1B,I2B,I3B,I1R,I2R,I3R,I1I,I2I,I3I,BMAG_1a,IMAG_1a,uMAG_1a,gMAG_1a,rMAG_1a,iMAG_1b,zMAG_1a,iers_name,source_id,Separation
118670,LQAC_067+027_001,3,J0429+2724,ICRF2,67.470669867,27.410521193,DR2,67.4706695556,27.4105212471,0.577,0.382,-1.519,0.586,3.203,1.2,0.026,0.929,ABCD-----JKL-,DR12,,19.846,20.827,18.64,,21.68,19.722,,,19.64,18.31,,16.534,14.693,13.882,13.175,10.417,8.032,,0.488,,0.408,,,,,,,,,,,,,,,,,,0426+273,152561430242386688,0.001014176300179348
118709,LQAC_068+029_001,3,2EG J0432+2910,ICRF2,68.407624416,29.098743621,DR2,68.4076246437,29.0987436532,0.677,0.53,1.162,0.879,-0.663,1.481,-1.404,1.293,ABCD-----JKL-,DR12,0.97,20.341,20.927,19.401,,19.02,19.324,18.75,,16.96,15.47,,14.293,12.508,13.413,12.395,11.301,8.317,0.388,0.461,0.476,0.379,,0.1,1.0,1.3,0.1,0.2,0.1,0.5,0.1,0.5,-28.18,-29.479,,,,,,0430+289,152822942211428224,7.254656495166204E-4
119141,LQAC_076+028_001,3,J0504+2802,RADIO+,76.226277333,28.042217169,DR2,76.2262774027,28.0422169156,0.305,0.236,0.245,0.304,-0.167,0.661,0.725,0.455,-B-D-----JKL-,DR12,,18.929,19.719,17.921,,20.48,18.758,18.8,,18.61,17.86,,16.336,14.665,14.257,13.277,10.176,8.144,,,,0.126,,0.5,0.2,0.1,0.9,1.4,0.6,0.1,1.5,0.3,,,,,,,,0501+279,155437237266192128,9.388787736917547E-4
119238,LQAC_078+029_001,3,J0512+2927,ICRF2,78.17585773,29.451002953,DR2,78.175857001,29.4510029541,0.691,0.514,-0.253,0.67,-0.361,1.428,1.233,0.843,AB-------J---,DR12,,19.113,19.248,17.416,,,19.042,,,,,,15.392,13.732,12.145,11.314,9.705,7.173,,0.159,,0.155,,,,,,,,,,,,,,,,,,0509+293,156080623368510208,0.002285287793891214
119062,LQAC_074+031_001,3,J0459+3106,ICRF2,74.887640449,31.109524299,DR2,74.8876405493,31.1095243783,0.22,0.148,-0.049,0.282,-0.296,0.668,-0.271,0.389,AB-D-----J---,DR12,,18.489,19.075,17.658,,,18.36,,,,,,15.899,14.453,12.547,12.341,10.077,7.423,,0.346,,0.229,,,,,,,,,,,,,,,,,,0456+310,157415396124187264,4.2068276351014787E-4
118798,LQAC_070+027_001,3,J0440+2728,ICRF2,70.115581201,27.477967004,DR2,70.1155806838,27.4779664048,0.64,0.41,-0.699,0.683,2.028,1.948,-0.875,1.05,ABCD-----JKL-,DR12,,19.751,20.185,18.918,,19.71,19.551,18.73,,18.03,17.72,,16.928,15.326,13.844,12.622,10.052,7.762,,0.184,,0.135,,0.2,0.2,0.9,0.6,0.2,0.4,1.6,0.5,3.0,,,,,,,,0437+273,157643854023295360,0.002716826488349142
118760,LQAC_069+030_001,3,CGRaBS J0438+3004,ICRF2,69.520617975,30.079310519,DR2,69.5206180274,30.0793103862,0.382,0.305,0.605,0.513,0.635,0.88,0.975,0.664,ABCD-----JKL-,DR12,1.454,19.244,20.006,18.299,,20.68,19.036,,,19.04,18.26,,17.044,16.144,14.762,13.746,10.816,8.225,0.749,0.133,0.565,0.199,,1.5,0.2,0.8,0.5,1.6,2.3,0.0,0.9,1.7,-28.574,-27.934,,,,,,0434+299,158976152877529600,5.05172408455489E-4
118251,LQAC_060+026_001,3,DW 0400+25,ICRF2,60.773275282,26.000417447,DR2,60.7732755888,26.0004174037,0.854,0.305,0.243,0.943,-0.484,1.733,-0.328,0.768,ABCD----I----,DR12,2.109,20.041,20.187,19.387,,18.0,19.933,18.0,,,,,,,14.836,13.84,10.511,7.694,1.7,1.107,1.27,1.079,,,,,,,,,,,-28.837,,,,,,,0400+258,162508922396266112,0.0010049632906435047
118631,LQAC_066+029_001,3,J0426+2952,ICRF2,66.625942165,29.873037124,DR2,66.6259426435,29.8730374483,0.362,0.219,0.007,0.421,-0.05,0.994,0.271,0.604,AB-D------KL-,DR12,2.291,19.139,19.627,18.395,,20.48,18.963,19.01,,18.52,18.32,,,,,,,,,0.179,,0.165,,0.2,1.3,0.0,0.2,1.7,0.9,0.6,1.6,1.8,,,,,,,,0423+297,165164449133035776,0.0018959420031693791
118096,LQAC_059+029_001,3,J0356+2903,ICRF2,59.035258138,29.06175586,DR2,59.0352580061,29.0617554272,0.704,0.28,0.221,0.698,-2.32,1.622,-0.525,0.866,ABCD------KL-,DR12,,19.686,20.006,19.052,,19.93,19.592,,,19.1,18.88,,,,15.279,13.995,10.953,8.317,,0.493,,0.221,,1.0,0.4,0.3,0.5,0.2,0.4,1.0,0.5,0.7,,,,,,,,0353+289,167083092627100800,0.0016124352065916595
118175,LQAC_059+032_001,3,TEX 0356+322,ICRF2,59.937137214,32.346432186,DR2,59.9371372921,32.3464322712,0.537,0.268,-1.112,0.64,0.444,1.384,1.017,0.721,ABCD------KL-,DR12,1.331,19.897,20.73,18.854,,21.67,19.687,,,19.55,18.53,,,,14.475,13.131,10.147,8.074,0.534,0.679,0.724,0.897,,,,,0.0,0.8,0.8,0.1,2.8,1.8,-24.232,-26.078,,,,,,0356+322,170301672400547456,3.8802118917018397E-4
118519,LQAC_064+038_001,3,3C 111.0,ICRF2,64.588655121,38.026611146,DR2,64.5886548976,38.0266109788,0.123,0.064,-0.11,0.139,-0.145,0.257,-0.129,0.147,ABC------JKL-,DR12,0.0485,17.286,18.747,15.972,,20.18,16.932,19.18,,17.37,15.68,,14.269,11.937,9.897,8.996,6.628,4.472,,1.784,7.87,1.748,,0.3,0.9,0.7,0.2,0.5,1.4,0.2,0.5,0.6,-23.586,-23.967,,,,,,0415+379,177837935551654656,8.739501845766853E-4
119127,LQAC_075+034_002,3,TEX 0500+339,ICRF2,75.98660391,34.057809845,DR2,75.9866068255,34.0578128509,0.782,0.493,-1.785,0.897,2.417,1.663,2.066,0.905,AB-------JKL-,DR12,0.149,19.299,19.616,17.482,,19.43,19.213,18.49,,17.43,16.35,,15.423,13.852,13.018,12.354,9.933,7.432,0.891,0.241,0.556,0.111,,0.5,1.1,0.5,0.4,0.6,0.1,0.7,1.0,0.7,-22.78,-23.817,,,,,,0500+339,184783236976032512,0.01388206364369362
119242,LQAC_078+040_001,3,J0512+4041,ICRF2,78.218928508,40.695450095,DR2,78.2189284464,40.6954500717,0.162,0.13,0.349,0.202,-0.214,0.291,0.09,0.22,ABC------J---,DR12,,17.792,18.464,16.541,,,17.905,,,,,,14.347,12.64,10.528,9.503,6.914,4.772,,0.808,,0.96,,,,,,,,,,,,,,,,,,0509+406,188991136689395456,1.8783331154150157E-4
119508,LQAC_084+044_001,3,J0537+446,ICRF2,84.375252612,44.684316568,DR2,84.3752525342,44.6843166978,0.168,0.139,0.158,0.19,0.041,0.302,-0.339,0.244,ABCD-----JKL-,DR12,,18.343,18.657,17.714,,19.97,18.242,18.48,,18.34,17.32,,16.834,15.454,14.254,13.133,10.564,7.695,,0.166,,0.211,,0.4,0.5,0.4,0.5,0.2,0.6,1.7,0.9,1.2,,,,,,,,0533+446,197338835126132480,5.079346225838536E-4
118887,LQAC_071+039_001,3,B3 0442+389,ICRF2,71.5478919,39.004750169,DR2,71.5478920071,39.0047498309,0.419,0.298,-0.412,0.468,-0.989,1.103,0.2,0.616,ABCD-----JKL-,DR12,0.413,19.462,19.9,18.195,,20.55,19.078,18.81,,18.21,17.91,,16.501,14.726,,,,,0.154,0.364,0.355,0.369,,0.3,0.8,1.1,0.3,1.1,0.4,0.3,1.2,1.1,-24.466,-25.079,,,,,,0442+389,199725840510603776,0.0012534017206166173
118701,LQAC_068+041_001,3,3C 119.0,ICRF2,68.152094285,41.641235779,DR2,68.1521056017,41.6412428974,0.645,0.454,-1.028,0.631,0.566,1.727,-0.23,1.153,ABCD---------,DR2,1.023,19.78,,,,20.19,,,,,,,,,14.163,13.199,10.135,7.435,8.6,4.967,3.7,1.406,,0.2,0.9,0.7,0.6,0.7,0.3,0.6,0.5,1.1,-26.379,,,,,,,0429+415,204101179528741248,0.03979519617890879
119574,LQAC_085+047_001,3,J0541+474,ICRF2,85.455189598,47.485447483,DR2,85.4551893396,47.4854475964,0.25,0.213,-0.06,0.289,0.766,0.487,-0.05,0.388,ABCD-----JKL-,DR12,,19.01,19.416,18.29,,19.55,18.722,18.07,,18.13,17.89,,16.379,15.415,13.682,12.563,9.89,7.473,1.8,0.619,,0.058,,0.8,0.2,0.3,0.3,0.2,0.3,1.5,1.2,0.8,,,,,,,,0538+474,210686493969123712,7.495398326841879E-4
119465,LQAC_083+048_001,3,TEX 0529+483,ICRF2,83.316107428,48.381335462,DR2,83.3161076278,48.381335569,0.261,0.2,0.361,0.249,0.016,0.359,-0.269,0.3,ABCD-----JKL-,DR12,1.162,18.588,19.1,17.677,,19.83,18.755,18.78,,18.07,17.37,,16.222,14.057,12.841,11.603,8.282,5.745,0.424,0.571,0.589,0.916,,0.1,0.2,0.1,0.3,0.7,1.0,0.2,1.9,0.3,-26.386,-27.247,,,,,,0529+483,212440661692923008,6.135541028968089E-4
119589,LQAC_085+049_001,3,3C 147.0,ICRF2,85.650574577,49.852009368,DR2,85.6505751121,49.8520096619,0.109,0.103,0.047,0.131,0.187,0.194,-0.02,0.169,ABC-----IJ---,DR12,0.545,17.746,18.169,16.946,18.08,18.45,17.61,17.8,,,,,15.733,14.555,13.066,11.989,9.179,6.61,22.5,2.778,7.94,1.075,,1.1,1.1,3.4,0.5,2.6,3.0,0.7,0.9,1.9,-25.047,,,,,,,0538+498,214160985073379840,0.0016315799948877102
119497,LQAC_084+050_001,3,J0536+506,ICRF2,84.084299596,50.640625474,DR2,84.0842982233,50.6406244771,0.375,0.316,-0.634,0.443,0.73,0.595,0.02,0.517,ABCD-----JKL-,DR12,,17.857,18.254,16.926,,18.71,17.788,17.92,,17.33,16.72,,15.981,14.962,13.982,12.788,9.716,7.646,,1.066,,0.868,,0.5,0.7,0.1,0.9,1.2,0.6,0.1,1.1,1.0,,,,,,,,0532+506,215157215624215552,0.004764654686230835
117011,LQAC_054+032_001,3,NRAO 140,ICRF2,54.125448358,32.308150617,DR2,54.1254482414,32.3081505972,0.133,0.072,-0.367,0.164,0.426,0.193,0.079,0.153,ABC-----IJ-L-,DR12,1.258,17.21,17.585,16.564,,17.07,17.104,17.1,,16.54,15.75,,15.308,14.116,12.572,11.275,8.662,6.354,2.74,2.237,1.61,1.582,,0.8,0.9,0.8,0.6,0.3,0.3,1.5,0.5,0.2,-30.838,-29.701,,,,,,0333+321,217587067601359872,3.6178586156345805E-4
116402,LQAC_052+035_001,3,J0329+3510,ICRF2,52.313978687,35.168330831,DR2,52.3139786688,35.1683308287,0.165,0.089,-0.063,0.151,0.137,0.34,0.157,0.182,ABCD-----JKL-,DR12,0.5,17.085,17.345,16.589,,17.86,17.033,17.47,,17.5,16.77,,15.694,14.458,13.156,12.149,9.622,7.688,,0.463,,0.512,,0.4,0.3,0.1,0.5,0.6,0.2,0.5,0.2,0.5,-25.332,-25.598,,,,,,0326+349,221870039052484352,5.4134068110203276E-5
117607,LQAC_055+036_001,3,S4 0340+36,ICRF2,55.870634989,36.370119307,DR2,55.8706344216,36.3701191063,0.831,0.485,1.62,1.04,3.147,1.776,0.149,1.19,ABCD------KL-,DR12,1.484,20.688,20.852,19.909,,21.03,20.597,,,19.39,18.43,,,,15.752,14.604,11.363,8.15,,0.421,0.37,0.35,,0.4,0.5,0.8,0.3,0.7,0.4,0.2,0.4,1.5,-26.212,-26.868,,,,,,0340+362,223007075812166656,0.0017963567483127193
118606,LQAC_065+041_001,3,J0423+418,ICRF2,65.983374127,41.834086922,DR2,65.9833738782,41.8340868656,0.296,0.175,0.54,0.362,0.07,0.867,-0.175,0.429,ABCD-----JKL-,DR12,,18.952,19.93,17.906,,20.55,18.722,,,18.98,18.28,,16.49,14.564,13.296,12.229,9.345,6.942,2.0,1.46,,1.175,,0.4,0.3,0.2,1.2,0.4,1.8,0.2,0.5,1.2,,,,,,,,0420+417,228323931790519936,6.976722490183575E-4
118565,LQAC_065+043_001,3,J0421+4352,ICRF2,65.465728819,43.869563803,DR2,65.4657284362,43.8695639906,1.313,0.856,2.444,1.209,0.265,3.499,-3.464,2.149,AB-----------,DR2,,20.311,,,,,,,,,,,,,13.969,13.004,10.025,7.556,,0.156,,0.169,,1.0,0.3,0.7,0.1,0.2,0.4,0.4,0.7,0.2,,,,,,,,0418+437,229570335598842624,0.0012011614544225222
117848,LQAC_057+041_001,3,J0348+4149,ICRF2,57.188009934,41.820743326,DR2,57.1880098863,41.8207430674,0.69,0.458,0.258,1.077,-0.532,2.757,0.935,1.603,AB--------KL-,DR12,,20.511,21.022,20.004,,20.76,20.432,18.79,,19.61,18.6,,,,15.037,14.079,11.403,8.695,,0.155,,0.183,,0.3,2.0,0.7,1.4,0.1,0.9,0.6,0.0,0.4,,,,,,,,0345+416,231147237133300096,9.397368321110032E-4
116389,LQAC_052+039_001,3,J0328+396,ICRF2,52.209638672,39.679036724,DR2,52.2096337751,39.6790461801,0.097,0.072,-0.229,0.116,-0.062,0.248,-0.041,0.197,AB-D-----JKL-,DR12,,17.424,17.693,16.912,,18.16,17.331,17.98,,17.66,17.14,,15.865,15.104,14.028,13.047,10.634,7.987,,0.11,,0.088,,0.3,0.5,0.2,1.3,0.6,0.2,0.6,1.3,0.3,,,,,,,,0325+395,235286795331685632,0.03664615618691664
115161,LQAC_048+041_001,3,NRAO 128,ICRF2,48.258175513,41.3336621,DR2,48.2581750257,41.3336622451,0.219,0.171,0.143,0.278,0.085,0.589,-0.293,0.434,ABCD-----JKL-,DR12,0.134,18.203,18.215,16.67,,17.61,18.151,16.55,,15.15,15.03,,15.225,13.722,11.67,10.651,7.952,5.697,0.32,0.289,0.4,0.495,,0.1,0.9,0.1,0.5,1.3,0.5,0.3,1.3,0.1,-21.966,-23.795,,,,,,0309+411,239557234070534016,0.0014169171399327704
116217,LQAC_051+046_001,3,J0325+469,ICRF2,51.334599479,46.918509894,DR2,51.3345987257,46.9185095434,0.531,0.331,0.161,0.646,-7.117,1.478,-1.066,0.932,ABCD-----J---,DR12,,19.211,18.836,17.755,,,19.023,,,,,,14.06,14.744,,,,,,0.186,,0.114,,,,,,,,,,,,,,,,,,0321+467,243067150067364096,0.0022413601474603456
117869,LQAC_057+046_001,3,B3 0345+460,ICRF2,57.32808987,46.16657164,DR2,57.3280892363,46.1665714791,0.469,0.305,-0.103,0.67,0.144,1.497,-0.259,0.978,ABCD-----JKL-,DR12,1.853,20.024,20.622,19.037,,20.86,19.769,,,18.99,18.35,,17.39,15.132,15.41,13.992,11.005,8.59,0.88,0.677,1.0,0.561,,0.8,0.3,1.4,0.2,0.3,0.6,1.5,0.8,0.2,-26.717,-27.406,,,,,,0345+460,245003351386440448,0.0016828729699515657
118061,LQAC_058+046_001,3,J0354+467,ICRF2,58.625048552,46.721875097,DR2,58.6250485103,46.7218749088,0.594,0.433,0.445,0.948,1.678,2.344,-2.075,1.898,ABCD-----JK--,DR12,,20.561,20.315,19.437,,,20.231,,,,18.16,,16.532,14.274,,,,,0.73,0.872,0.66,0.593,,,,,,,,,,,,,,,,,,0350+465,245087395306862080,6.851233792610338E-4
117339,LQAC_055+047_001,3,J0340+475,ICRF2,55.044953495,47.540920829,DR2,55.0449536526,47.5409208612,0.228,0.164,0.159,0.286,-0.741,0.564,0.545,0.489,ABCD-----JKL-,DR12,,19.027,19.579,18.24,,20.19,18.89,,,19.05,18.08,,16.97,14.875,14.464,13.642,10.793,8.604,,0.211,,0.183,,0.3,0.5,0.3,0.3,0.0,0.7,0.0,1.5,0.1,,,,,,,,0336+473,248184582122148352,4.000913596748869E-4
118168,LQAC_059+050_001,3,J0359+509,ICRF2,59.873946936,50.963933771,DR2,59.8739468979,50.9639337198,0.55,0.325,0.263,0.754,2.016,1.813,1.122,1.069,ABCD-----JK--,DR12,1.52,20.073,21.317,18.705,,,19.868,,,19.73,,,16.486,14.369,13.2,11.873,8.422,5.717,5.3,2.09,10.1,5.398,,,,,,,,,,,,,,,,,,0355+508,250810250248164736,2.0337112362978337E-4
119569,LQAC_085+053_001,3,S4 0537+53,ICRF2,85.317391905,53.2068986,DR2,85.3173918006,53.2068983409,0.256,0.286,0.136,0.283,0.483,0.488,0.309,0.495,ABCD-----JKL-,DR12,1.275,19.075,19.467,18.362,,19.24,18.956,19.04,,18.2,18.13,,16.799,15.597,14.703,13.482,10.767,8.299,0.72,0.711,0.8,0.61,,1.3,0.1,0.1,0.7,1.6,0.7,0.6,0.7,0.0,-27.174,-26.664,,,,,,0537+531,263895331971320064,9.596550888926118E-4
119568,LQAC_085+055_001,3,J0541+5550,ICRF2,85.311490828,55.845436183,DR2,85.3114918868,55.8454335503,0.499,0.523,-0.755,0.591,-2.331,0.863,-0.501,0.934,AB-------JKL-,DR12,,17.894,17.441,15.767,,14.78,17.579,14.1,,12.22,12.88,,14.002,12.78,11.497,11.027,8.995,6.729,,0.14,,0.186,,0.4,0.5,0.7,0.3,0.5,0.7,1.0,0.3,0.6,,,,,,,,0537+558,268159826475593600,0.009716254095973981
119736,LQAC_089+058_001,3,S4 0554+58,ICRF2,89.805809266,58.067624163,DR2,89.805808241,58.0676241855,0.422,0.467,-0.485,0.492,1.657,0.826,-0.787,0.808,ABCD------KL-,DR12,0.904,19.658,19.844,19.207,,19.34,19.685,,,19.56,19.01,,,,14.493,13.492,10.671,7.968,,0.418,0.35,0.289,,1.3,0.2,0.1,0.2,0.2,0.0,0.8,1.0,1.4,-25.219,-24.7,,,,,,0554+580,268807915565281536,0.001953344695938125
118468,LQAC_063+052_001,3,J0413+5250,ICRF2,63.404526722,52.848040064,DR2,63.4045271712,52.8480399336,1.067,0.454,0.689,1.636,0.177,2.358,2.261,1.6,AB--------K--,DR12,,20.747,21.235,19.815,,,20.623,,,20.34,,,,,14.515,13.337,10.545,8.353,,0.203,,0.161,,,,,,,,,,,,,,,,,,0409+527,274952295779204736,0.0010835340600506653
119057,LQAC_074+055_001,3,J0458+551,ICRF2,74.728499756,55.145016066,DR2,74.7285006892,55.1450163189,0.461,0.413,0.589,0.533,0.008,1.194,-0.812,0.901,ABCD---------,DR2,,20.163,20.459,19.53,,,,,,,,,,,15.515,14.571,11.175,8.431,,0.234,,0.22,,,,,,,,,,,,,,,,,,0454+550,279504789312653696,0.0021249862634802196
119396,LQAC_081+063_002,3,J0526+6317,RADIO+,81.527971767,63.291389828,DR2,81.527971788,63.2913889739,0.475,0.712,0.018,1.099,0.366,0.947,0.561,1.155,-B--------KL-,DR12,,20.499,20.896,19.569,,21.25,20.472,,,19.39,,,,,13.953,12.97,10.294,8.632,,0.035,,0.042,,0.6,1.0,0.5,0.7,0.4,0.5,0.1,1.7,1.3,,,,,,,,0521+632,287427221565596288,0.0030749814287942146
71495,LQAC_024+021_001,3,J0137+2145,ICRF2,24.31510413,21.762297328,DR2,24.3151040621,21.7622976743,0.454,0.377,-0.335,0.476,-0.669,1.341,0.215,0.741,AB--------KL-,DR12,1.0864,19.64,19.853,19.157,,19.64,19.369,19.2,,18.8,18.68,,,,,,,,,0.096,,0.247,,0.3,0.8,0.1,1.1,0.8,1.1,0.4,0.1,0.9,,,,,,,,0134+215,289005016453837696,0.001267080334939037
61592,LQAC_020+025_005,3,B2 0119+24,ICRF2,20.661733285,25.042164676,DR2,20.661733199,25.0421646651,0.32,0.261,-0.469,0.35,-0.76,0.689,-0.458,0.471,ABCD----I-KL-,DR12,2.025,19.109,19.556,18.465,,18.97,18.983,18.5,,17.94,17.45,,,,15.289,14.103,10.749,8.653,0.6,0.648,0.53,0.612,,0.7,0.1,0.0,0.1,0.8,0.3,0.1,0.5,0.1,-27.251,-27.863,,,,,,0119+247,293790950050765184,2.8311935479387654E-4
64341,LQAC_021+025_001,3,PKS 0123+25,ICRF2,21.678302667,25.983694488,DR2,21.6783026491,25.9836944334,0.17,0.15,0.077,0.165,-0.158,0.412,-0.544,0.294,ABCDE---IJKL-,DR12,2.3683,18.144,18.287,17.661,18.857,18.33,18.068,17.5,18.247,18.128,18.021,17.69,16.614,15.148,14.554,13.601,10.237,7.821,0.93,0.851,0.8,0.619,,0.7,0.4,0.1,0.4,0.2,0.8,1.0,0.3,0.4,-28.506,-28.445,-28.881,-28.959,-29.374,-29.087,-29.39,0123+257,295350607295092480,2.0479769579312667E-4
62332,LQAC_020+026_005,3,RGB J0123+262,ICRF2,20.929354979,26.256229494,DR2,20.9293550656,26.2562294989,0.641,0.269,-0.185,0.523,-1.557,1.662,-0.3,0.556,ABCD------KL-,DR12,0.849,19.171,19.193,18.795,,19.58,19.072,18.15,,18.62,18.31,,,,14.359,13.124,10.537,8.238,0.178,0.202,0.255,0.214,,0.6,0.3,0.6,1.7,0.7,1.0,0.5,0.0,0.9,-24.604,-25.164,,,,,,0120+259,296131363629788416,2.801718825115641E-4
63143,LQAC_021+028_001,3,TEX 0122+278,ICRF2,21.232830056,28.086497511,DR2,21.2328296533,28.0864973803,0.178,0.179,-0.133,0.211,-0.261,0.406,-0.012,0.345,ABCD------KL-,DR12,0.71,18.208,18.276,17.834,,19.12,18.08,18.49,,18.55,18.14,,,,14.068,12.909,10.286,7.763,0.205,0.216,0.248,0.173,,0.3,0.5,0.2,0.5,0.7,1.1,0.5,0.4,1.0,-24.318,-24.844,,,,,,0122+278,296595258753046912,0.0013627194892504673
80732,LQAC_027+025_001,3,87GB 01482+2502,ICRF2,27.775974431,25.291295054,DR2,27.7759754607,25.2912955986,2.586,1.529,2.616,2.186,0.206,3.932,1.33,3.373,ABCDE-----K--,DR2,3.1,20.761,20.255,20.104,22.931,21.01,,,21.178,20.843,20.855,20.623,,,17.857,16.488,12.568,8.628,0.195,0.195,0.234,0.139,,0.2,3.3,0.9,0.1,0.8,5.9,,,,-27.098,-25.57,-26.885,-26.963,-27.378,-27.091,-27.394,0148+250,297334332429885184,0.003883081085254906
76430,LQAC_026+027_001,3,TEX 0141+268,ICRF2,26.139807791,27.084199417,DR2,26.1398077703,27.0841994916,0.253,0.218,-0.109,0.365,-0.274,0.43,0.236,0.441,AB-------JKL-,DR12,,18.507,19.597,17.439,,20.5,18.38,18.59,,18.39,16.19,,14.735,12.799,12.2,11.132,8.344,6.127,0.151,0.16,0.213,0.279,,0.4,0.9,0.8,0.1,1.5,0.5,0.1,0.6,0.1,,,,,,,,0141+268,298674156068220672,2.7671432557621687E-4
92812,LQAC_032+029_001,3,B2 0206+29,ICRF2,32.286018647,29.54603986,DR2,32.2860182042,29.546039971,0.451,0.481,-0.141,0.515,0.064,1.042,1.049,1.04,AB-D----I-KL-,DR12,2.195,19.849,19.946,19.392,,19.28,19.728,19.0,,19.08,18.05,,,,16.061,15.489,11.859,8.106,0.495,0.498,0.333,0.195,,0.2,0.4,0.9,0.3,0.4,0.1,2.4,2.2,0.5,-27.017,-27.47,,,,,,0206+293,300165647886497792,0.0014432473526111978
89521,LQAC_030+030_002,3,J0203+3042,RADIO,30.934461196,30.710510142,DR2,30.9344610709,30.7105102019,0.468,0.424,-0.778,0.6,-0.977,0.812,-0.624,0.679,-B--E--------,DR12,0.7603,19.773,19.918,18.688,20.226,,19.514,,19.551,19.114,18.775,18.373,,,12.129,11.182,9.878,7.413,,0.177,,0.267,,,,,,,,,,,,,-25.112,-25.458,-25.85,-26.112,-26.443,0200+30A,301283846916451584,4.4326123134291913E-4
90381,LQAC_031+032_001,3,DW 0202+31,ICRF2,31.270522334,32.208359848,DR2,31.2705223199,32.2083598242,0.122,0.109,-0.072,0.127,0.002,0.324,0.362,0.242,ABCD----I-KL-,DR12,1.466,17.675,17.873,17.247,,17.67,17.558,18.23,,17.18,17.47,,,,14.521,13.009,9.661,7.438,0.9,0.783,1.47,1.51,,,,,,,,,,,-27.637,-26.952,,,,,,0202+319,301663938637889664,9.582517326573679E-5
81699,LQAC_028+033_001,3,B2 0149+33,ICRF2,28.144068562,33.842544002,DR2,28.1440686872,33.8425438865,0.218,0.166,0.259,0.186,-0.154,0.482,-0.095,0.414,ABCDE---I-KL-,DR12,2.427,18.205,18.382,17.736,19.109,18.54,18.149,18.5,18.384,18.23,18.137,17.945,,,15.166,14.212,10.772,8.894,0.713,0.443,0.611,0.294,,0.5,0.6,1.5,1.1,0.8,1.3,0.9,0.8,0.2,-28.122,-28.404,-28.678,-28.756,-29.171,-28.885,-29.187,0149+335,305795864679523968,5.593732995163107E-4
61679,LQAC_020+029_001,3,J0122+2954,ICRF2,20.689291739,29.903511934,DR2,20.6892918515,29.9035119658,0.423,0.373,-0.435,0.419,-1.735,1.024,0.009,0.959,ABCD-----JKL-,DR12,0.2,19.359,19.85,18.533,,22.16,18.999,,,19.61,18.81,,16.882,15.225,13.735,12.61,9.678,7.369,,0.283,,0.288,,,,,,,,,,,,,,,,,,0119+296,309383983438034304,3.691406278132406E-4
61850,LQAC_020+030_003,3,J0123+3044,ICRF2,20.759506005,30.735255062,DR2,20.7595061604,30.7352549002,0.47,0.471,0.187,0.52,-0.846,1.159,-0.061,1.091,AB--------KL-,DR2,1.5,19.784,19.903,19.413,,20.21,,,,19.49,18.36,,,,16.061,15.1,12.002,8.45,,0.214,,0.136,,0.8,0.8,0.5,,,,2.7,1.6,0.5,,,,,,,,0120+304,309578704370769536,7.55319284627511E-4
39867,LQAC_013+029_001,3,B2 0051+29,RADIO,13.434680879,29.418638253,DR2,13.4346811093,29.4186389013,0.108,0.083,-0.004,0.109,0.258,0.238,-0.095,0.172,-B------IJKL-,DR12,1.832,17.086,17.263,16.656,,17.29,16.975,17.8,,16.87,16.6,,16.035,14.97,14.137,13.036,10.093,8.178,0.502,0.134,0.24,0.159,,0.3,0.4,0.1,0.9,0.1,0.1,0.1,1.0,0.5,-28.529,-28.35,,,,,,0051+291,312017283722175104,0.0024430950185729654
52340,LQAC_017+031_001,3,RXS J01094+3149,RADIO,17.366196629,31.832235428,DR2,17.3661965387,31.8322358792,0.09,0.109,0.174,0.115,-0.028,0.223,0.401,0.233,-B-------JKL-,DR12,1.71,17.367,17.64,16.835,,17.7,17.245,17.59,,16.87,16.31,,16.104,15.25,14.323,13.457,10.812,8.973,0.424,0.184,0.212,0.211,,,,,,,,,,,-27.949,-28.479,,,,,,0106+315,313271963928533760,0.0016474866970355782
54660,LQAC_018+032_001,3,NRAO  62,ICRF2,18.209721031,32.138175824,DR2,18.2097208653,32.1381757913,0.17,0.108,0.202,0.186,0.24,0.214,-0.138,0.193,ABCD------KL-,DR12,0.603,18.012,17.836,17.49,,18.86,17.892,18.51,,18.29,16.95,,,,12.057,11.026,8.157,5.785,0.666,0.367,0.48,0.347,,0.3,0.6,0.4,0.8,0.4,1.3,0.8,0.1,0.6,-24.033,-25.514,,,,,,0110+318,313646347637687168,5.187373685540733E-4
